,brand,title,price,description,colour,material
965,GAP,Skinny Jeans,S$ 130.90,"- Light wash skinny jeans
- Mid rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Cotton blend
- Model wears a size 26 REGULAR and is 177cm tall",Light Indigo,"70% Cotton, 28% Polyester, 2% Elastane"
966,OVS,Women's Jeans,S$ 42.90,"- Solid toned jeans
- Mid rise
- Skinny fit
- Front zip with button fastening
- 5 pockets
- Cotton blend
- Model wears a size 40 and is 176cm tall",white,"98% Cotton, 2% Elastane"
967,GAP,Soft Skinny High Rise Jeans,S$ 94.90,"- Light wash skinny jeans
- High rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Lyocell blend
- Model wears a size 26 REGULAR and is 174cm tall",Blue,[]
968,Dr Denim,Pepper Mom Jeans,S$ 119.00,"- Dark wash denim mom jeans
- High rise
- Slim fit
- Front zip and button fastening
- Five-pocket design
- Cotton
- Model wears a size W2628 and is 177cm tall",Black,100% Cotton
969,OVS,Women's Jeans,S$ 56.90,"- Washed toned mom jeans
- Mid rise
- Relaxed fit
- Front zip with button fastening
- 5 pockets
- Cotton
- Model wears a size 40 and is 176cm tall",blue,100% Cotton
970,London Rag,White Striped Skinny Jeans,S$ 66.00,"- Five pocket construction
- Includes a button and zipper closure
- Belt Loops
- Low rise
- Skinnt Fit
- Striped Jeans
- CL7485",Dark Blue,[]
971,Cotton On,Ultra High Super Stretch Jeans,S$ 29.99,"- Dark toned skinny jeans
- Mid rise
- Skinny fit
- Front zip with button fastening
- 2 pockets
- Cotton blend
- Model wears a size AUS 8 and is 177cm tall",Washed Black,"72% Cotton, 26% Polyester, 2% Elastane"
972,Factorie,The Skinny High Rise Jeans,S$ 39.95,"- Denim skinny jeans
- High rise
- Unlined
- Skinny fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears a size AUS 6 and is 170cm tall",Thrift Black,"76% Cotton, 23% Polyester, 1% Elastane"
973,GRLFRND,Karolina(Revolve),S$ 325.00,"100% cotton
Intentionally distressed detail
Button fly
5-pocket design
Raw cut frayed hem
13 at the knee narrows to 12 at the leg opening",[],[]
974,Cotton On,Mom Jean,S$ 49.99,"HIGH RISE SLIM JEAN

The Mom Jean has officially reached cult status. This authentic vintage fit has a flattering high waist and tapered leg. Made from rigid denim, they'll ll feel snug at first and get better with each wear as they shape to your body. Find your new fave in our range of throwback washes.

- High rise, sits above hips
- Authentic vintage look
- Rigid denim shapes to your body with each wear
- Fitted through hips and thigh with a tapered leg
- Ankle grazer length",Blue,100% Cotton
975,ZALORA BASICS,Basic Denim Jeggings With Slits,S$ 29.90,"- Ripped denim jeggings
- Mid rise
- Skinny fit
- Front zip with button fastening
- 5 pockets
- Cotton blend",Black,63% Cotton 30% Polyester 7% Viscose
976,ZALORA BASICS,Basic Ripped Jeans,S$ 34.90,"- Denim jeans with rip detail
- Medium rise
- Skinny fit
- Button & zip fastening
- 5-pocket style
- Cropped hem
- Belt loops
- Cotton blend",Mid Blue,98% Cotton 2% Spandex
977,LC Waikiki,Super-Slim Capri Jeans,S$ 25.90,"- Dark washed capri jeans
- Mid rise
- Slim fit
- Front zip with button fastening
- 5 pockets
- Cotton blend
- Model wears a size 40 in and is 178cm tall",Indigo,"62% Cotton, 30% Polyester, 6% Viscose, 2% Elastane"
978,Pieces,Delly Mid Waist Skinny Jeans,S$ 69.00,"- Solid tone denim skinny jeans
- Mid rise
- Unlined
- Skinny fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears an S and is 173cm tall",Bright White,"92% Cotton, 6% Polyester, 2% Elastane"
979,Junarose,Plus Size Queenmasja Slim Jeans,S$ 69.00,"- Solid tone plain slim fit jeans
- Unlined
- Mid rise
- Slim fit
- Front zip and button closure
- Faux front pockets
- 2 back pockets
- Viscose blend",Black,"72% Viscose, 23% Nylon, 5% Elastane"
980,Calvin Klein,Calvin Klein Ckj 022 Women Body Jeans,S$ 349.00,"Women's jeans with subtly faded details and body-slimming effects. Designed to fit below the waist and in a narrow fit through hips and thighs, this pair of medium-washed jeans features a low rise waist and ankle-length legs. Zip fly with a signature ck metal button. Classic 5-pocket style.",ENID EMBRO RED,[]
981,TOPSHOP,Mid Blue Jamie Jeans,S$ 83.90,"- Medium wash skinny jeans
- High rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Cotton blend
- Model wears a size 34S and is 174cm tall",Mid Denim,"93% Cotton, 6% Polyester, 1% Elastane"
982,A-IN GIRLS,Elasticated Waist Korean Style Striped Jeans,S$ 208.95,"The Latest Korean Fashion Hot Selection

- Easy To Match
- Hot & New
- Temperamental Lady

- The Product Is Manufactured Differently Depending On The Supplier",navy,"71% Cotton, 27.5% Polyester, 1.5% Spandex"
983,TOPSHOP,Tall Black Button Fly Jamie Jeans,S$ 83.90,"- Solid tone skinny jeans
- High rise
- Skinny fit
- Button fastening
- 5 pocket design
- Cotton blend",Black,"91% Cotton, 6% Polyester, 3% Elastane"
984,TOPSHOP,Moto Super Rip Jamie Jeans,S$ 93.90,"- Monochrome skinny jeans with ripped detail
- Mid rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Cotton blend
- Model wears a size 28S and is 170cm tall",White,"92% Cotton, 6% Elastomultiester, 2% Elastane"
985,TOPSHOP,Bleach Trouser Style Jeans,S$ 109.00,"- Bleach washed denim wide leg jeans
- High rise
- Flared fit
- Zip and button fastening
- Two side pockets
- Cotton",Bleach,100% Cotton
986,ZALORA BASICS,Basic Flare Jeans,S$ 33.90,"- Mid wash denim flared jeans
- Mid rise
- Flared fit
- Front zip and button fastening
- Four-pocket style
- Cotton
- Model wears an S and is 173cm tall",Mid Blue,100% Cotton
987,GRLFRND,Helena Straight Leg Jean(Revolve),S$ 325.00,"100% cotton
Slight whiskering along front pockets
Distressed areas throughout
Raw cut hem
Cropped hem
14 in the knee and 14 at the leg opening",Denim Medium,[]
988,OVS,Dark Wash Denim Jeggings,S$ 39.90,"- Denim jeggings with contrast stitch
- Medium rise
- Skinny fit
- Button & zip fastening
- 2 back pockets
- Belt loops
- Cotton blend
- Model wears a size 40 and is 174cm tall",Dark Blue,"75% Cotton, 23% Polyester, 2% Elastane"
989,Dorothy Perkins,Indigo Authentic Ripped Darcy,S$ 59.90,"- Dark wash ankle-grazer skinny jeans with ripped detail
- Mid rise
- Skinny fit
- Zip and button fastening
- 5 pockets style
- Cotton blend",INDIGO,"98% Cotton, 2% Elastane"
990,Calvin Klein,Calvin Klein Phoenix Blue Straight Body Jeans,S$ 349.00,"Jeans for body-slimming effect. Designed to sit below the waist and in a narrow fit through hips and thighs, this pair of CKJ jeans is highlighted by a dark Phoenix Blue indigo wash, straight legs featuring distressed details and comfortable stretch. Leg openings are ergonomically tailored to suit any footwear. Zip fly with a CK metal button and classic 5-pocket style.",PHOENIX BLU STR,[]
991,ZALORA BASICS,Basic High Waisted Jeggings,S$ 29.90,"- Strechable denim jeggings
- High rise
- Skinny fit
- Front zip with button fastening
- 2 pockets
- Cotton blend",Light Blue,63% Cotton 30% Polyester 7% Viscose
992,Supre,The Super Skinny Sky High Ripped Jeans,S$ 40.00,"- Denim jeans with rip detail
- High rise
- Skinny fit
- Button & zip fastening
- 2 back pockets
- Stretchy fabric
- Cotton blend
- Model wears a size 8 and is 176cm tall",Bleach Blue,Blend
993,ZALORA BASICS,Basic Cargo Jeans,S$ 29.90,"- Solid hue paneled denim jeans
- Medium rise
- Slim fit
- Button & zip fastening
- 5-pocket style
- Frayed hem
- Belt loops
- Cotton blend",Khaki,98% Cotton 2% Spandex
994,A-IN GIRLS,Elasticated Waist Washed Jeans,S$ 208.95,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",blue,"77% cotton, 21.5% polyester, 1.5% spandex"
995,ONLY,Blush High Waist Button Jeans,S$ 69.00,"- Denim jeans with wash detail
- High rise
- Skinny fit
- Button-fly fastening
- 5-pocket style
- Belt loops
- Cotton blend
- Model wears a size 27R and is 174cm tall",Dark Blue Denim,[]
996,Cotton On,Wide Leg Jean,S$ 39.99,"- Solid tone jeans with raw hem
- High rise
- Regular fit
- Zip-fly and button fastening
- 5 pockets
- Cotton blend
- Model wears a UK 8 and is 177cm tall",VINTAGE BLACK,"63% Cotton, 15% Viscose, 22% Polyester"
997,River Island,Molly Jangles Jeggings,S$ 71.90,"- Solid tone jeggings
- High rise
- Skinny fit
- Button and zip fastening
- 2 pocket design
- Cotton blend
- Model wears a size 8R and is 174cm tall",Pink Light,"88% Cotton, 9% Polyester, 3% Elastane"
998,ONLY,Sonny Wide Crop Belt Jeans,S$ 59.00,"- Printed waist sash raw hem denim jeans
- High rise
- Unlined
- Regular fit
- Button and zip with waist sash fastening
- Five pocket style
- Cotton
- Model wears a size 26R and is 174cm tall",Dark Blue Denim,100% Cotton
999,Mango,Skinny Noa Jeans,S$ 55.90,"- Solid tone skinny denim jeans
- Sizing runs one size larger
- High rise
- Unlined
- Skinny fit
- Button and zip fastening
- Five pocket style
- Cotton blend",Open Grey,"98% Cotton, 2% Elastane"
1000,A-IN GIRLS,Elasticated Waist Washed Jeans,S$ 180.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",navy,"75.5% Cotton, 23% Polyester, 1.5% Spandex"
1001,Dorothy Perkins,Indigo Lyla Jeans,S$ 59.90,"- Solid tone denim skinny jeans
- High waist
- Skinny fit
- Zip-fly and hook fastening
- 5 pockets
- Cotton blend
- Model wears a UK 8 and is 172cm tall",Indigo,"79% Cotton, 20% Polyester, 1% Elastane"
1002,LC Waikiki,Ankle-Length Stripe-Side Jeans,S$ 33.90,"- Side stripe frayed hem denim slim jeans
- Mid rise
- Unlined
- Slim fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears a size 38 in and is 174cm tall",Medium Blue,"98% Cotton, 2% Elastane"
1003,Hollister,Hollywood Waistband Jeggings,S$ 88.00,"- Faded denim jeggings
- Sizing runs one size larger
- High rise
- Unlined
- Super skinny fit
- Button and zip fastening
- 2 back pockets
- Cotton blend
- Model wears a size 3R and is 174cm tall",Blue,"59% Cotton, 21% Viscose, 12% Modal, 6% Polyester, 2% Elastane"
1004,NA-KD,Neon Snake Skinny Ankle Jeans,S$ 99.90,"- Neon toned skinny ankle grazers
- High rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Polyblend",Neon Pink,Blend
1005,Dr Denim,Lexy Washed Jeans,S$ 119.00,"- Denim jeans with contrast sides
- Medium rise
- Skinny fit
- Button & zip fastening
- 5-pocket style
- Belt loops
- Cotton blend
- Model wears an S and is 174cm tall",Skyline Blue,"95% Cotton, 5% Elastane"
1006,Cotton On,High Rise Grazer Skinny Jean,S$ 39.99,"- Acid wash skinny jeans
- High rise
- Skinny fit
- Front zip and button closure
- 5-pocket style
- Cotton blend
- Model wears a size AUS 8 and is 174cm tall",Bowie Blue Acid,"83% Cotton, 15% Polyester, 2% Elastane"
1007,NA-KD,Skinny Mid Rise Ankle Jeans,S$ 90.90,"- Knee rip skinny jeans
- Mid rise
- Skinny fit
- Button and zip fastening
- Cotton blend",Black,Cotton blend
1008,TOPSHOP,PETITE Mid Blue Rip Jamie Jeans,S$ 79.90,"- Dark toned jeans with distressed
- Mid rise
- Skinny fit
- Front zip with button fastening
- 5 pockets
- Cotton blend",MID DENIM,"92% Cotton, 6% Polyester, 2% Elastane"
1009,GAP,Soft Skinny Creek Jeans,S$ 92.90,"- Medium wash skinny jeans
- Mid rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Lyocell blend
- Model wears a size 26 REGULAR and is 174cm tall",Blue,"66% Lyocell, 20% Polyester, 12% Viscose Rayon, 2% Elastane"
1010,ZALORA,Denim High Waisted Minimalism Skinny Jeans,S$ 34.90,"- Solid tone skinny jeans
- High rise
- Skinny fit
- Button and zip fastening
- 4 pocket design
- Cotton blend",Vintage Blue,70% Cotton 28% Polyester 2% Spandex Woven
1011,FOREVER 21,Contemporary Skinny Jeans,S$ 32.90,"- Solid tone denim skinny jeans
- High rise
- Unlined
- Skinny fit
- Zip fastening
- Five pocket style
- Cotton blend",Black,Blend
1012,Mango,Slim-Fit New Mom Jeans,S$ 59.90,"- Solid tone slim mom jeans
- Sizing runs one size larger
- High rise
- Slim fit
- Button and zip fastening
- 5 pocket design
- Cotton blend",Open Blue,"99% Cotton, 1% Elastane"
1013,ESPRIT,Service Length Denim Pants,S$ 89.95,"- Denim effect pants with elastic cuffs
- Sizing runs one size larger
- Unlined
- High rise
- Regular fit
- Elastic waistband
- Drawstring fastening
- 2 side pockets
- 2 faux back pockets
- Linen blend
- Model wears a size W2626 and is 174cm tall",Blue Medium Wash,"52% Linen, 48% Cotton"
1014,Cotton On,High Rise Capri Jeggings,S$ 29.99,"- Solid tone jeggings
- High rise
- Skinny fit
- Button and zip fastening
- 2 pocket design
- Cotton blend
- Model wears a size AUS 8 and is 176cm tall",Skyway Light Bleach,"73% Cotton, 25% Polyester, 2% Elastane"
1015,A-IN GIRLS,Elastic Waist White Jeans,S$ 208.95,"The Latest Korean Fashion Hot Selection

- Korean Fashion, Smart Choice

- Easy To Match, Fashion Up To People

- Hot New, To The Tide To In

- The Product Is Manufactured Differently Depending On The Supplier",black,"74% Cotton, 23.5% Polyester Fiber, 2.5% Spandex"
1016,LC Waikiki,Skinny-Fit Ankle-Length Jean With Ripped Leg Details,S$ 35.90,"- Denim jeans with distress details
- Mid rise
- Skinny fit
- Zip-fly and button fastening
- 5 side pockets
- Cotton blend
- Model wears a size 26 in and is 174cm tall",Mid-Rodeo,"98% Cotton, 2% Elastane"
1017,Calvin Klein,Calvin Klein Linger Dark Straight Sculpted Skinny Jeans,S$ 349.00,"Reinvented with innovative stretch fabric and engineered seams to lengthen, lift and hug in all the right places, this pair of CKJ Sculpted Skinny jeans in a deep Linger Dark indigo wash feature a high rise with slim legs, a zip fly with a signature ck metal button and classic 5-pocket style. Distressed details on legs add raw touches to the look.",LINGER DARK STR,[]
1018,Mango,Flared Denim Jeans,S$ 59.90,"- Denim jeans with contrast stitch
- Sizing runs one size larger
- High rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Flared legs
- Belt loops
- Cotton blend",Open Blue,"92% Cotton, 6% Polyester, 2% Elastane"
1019,Brave Soul,Skinny Fit Jeans,S$ 74.90,"- Faded denim skinny jeans
- Mid rise
- Unlined
- Slim fit
- Button and zip fastening
- Four pocket style
- Cotton blend
- Model wears a UK 8 and is 180cm tall",Charcoal,"98% Cotton, 2% Elastane"
1020,MISSGUIDED,Outlaw Jeggings,S$ 32.90,"- Solid shade denim jeggings with contrast stitching detail
- High rise
- Skinny fit
- Front zip and button fastening
- Cotton blend
- Model wears a size 30 and is 175cm tall",Deep Blue,"74% Cotton, 24% Polyester, 2% Elastane"
1021,GRLFRND,Super High Rise Helena(Revolve),S$ 325.00,"100% cotton
Light fading and distressed detail
Button fly
5-pocket design
16 at the knee narrows to 14 at the leg opening",[],[]
1022,Dorothy Perkins,Plus Size Black Darcy Jeans,S$ 69.90,"- Solid tone plain denim jeans
- High waist
- Regular fit
- Zip-fly and button fastening
- 5 pockets
- Cotton blend",Black,"99% Cotton, 1% Lycra/Elastane"
1023,superdown,Nina Distressed Jean(Revolve),S$ 105.00,"Self: 100% cottonLining: 100% poly
Hand wash cold
Zip fly
5-pocket styling
Intentionally destroyed areas
Raw cut leg openings",[],[]
1024,TOPSHOP,Black Joni Jeans,S$ 79.90,"- Black skinny jeans
- High rise
- Skinny fit
- Button and zip fastening
- 2 pocket design
- Cotton blend
- Model wears a size 26S and is 173 c tall",BLACK,Garment: Cotton(68%) Elastane(3%) Polyester(29%)
1025,A-IN GIRLS,Elasticated Waist Zip And Velvet Jeans,S$ 236.25,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","navy,red","62.5% Cotton, 25.5% Polyester, 9.5% Viscose, 2.5% Spandex"
1026,ASH,ASH Paula Pant,"S$ 1,260.00","- ASH Fall/Winter 2018 Collection -The ASH girl this season looks elegant but still has plenty of attitude.
- A fall essential, these skinny cropped leather pants are perfect for recreating a rock chick look.",black,100% Lamb Leather
1027,Dorothy Perkins,White Rip Darcy Ankle Grazer,S$ 63.90,"- Monochrome ripped denim jeans
- Medium rise
- Skinny fit
- Front button & hook fastening
- 2 back pockets, false side pockets
- Cotton blend
- Model wears a UK 8 and is 174cm tall",White,"98% Cotton, 2% Lycra/Elastane"
1028,FOREVER 21,Striped Button-Fly Flare Jeans,S$ 62.90,"- Stripe printed flare hem jeans
- High rise
- Regular fit
- Button fastening
- 4 pockets
- Cotton blend",Black/White,"59% Cotton , 39% Polyester, 2% Spandex"
1029,Bossini,Ankle-Length Tapered Skinny Jeans,S$ 49.90,"- Ankle-length, tapered skinny jeans in elasticised fabric 
- Low-waist 
- Button and zip fastening 
- Belt loops 
- Classic 5-pockets design 
- Features holes and irregular tassels ",Sea Blue,[]
1030,OVS,Girlfriend-fit Jeans With Diamante Chain,S$ 68.90,"- Skinny jeans with glittering chain detail
- Unlined
- Mid rise
- Skinny fit
- 5 pockets
- Front zip and button closure
- Model wears a size 40 and is 174cm tall",Medium Light Blue,"99% Cotton, 1% Elastane"
1031,Mango,Cropped Slim-Fit Grace Jeans,S$ 55.90,"- Light wash cropped jeans
- Sizing runs one size larger
- Mid rise
- Slim fit
- Button and zip fastening
- 5 pocket style
- Cotton blend",Open Blue,"98% Cotton, 2% Elastane"
1032,ZALORA,Biker Jeans With Zipper,S$ 49.90,"- Solid-colour denim biker jeans
- High rise
- Relaxed fit
- Zip-fly and button fastening
- 5 pockets
- Cotton blend",Navy,"98% Cotton, 2% Spandex"
1033,Miss Selfridge,Steffi Super High Waist Black Velvet Jeans,S$ 99.90,"- Monochrome high waisted velvet jeans
- High rise
- Regular fit
- Front zip and button fastening
- Two back pockets
- Cotton blend
- Model wears a size 8R and is 175cm tall",Black,[]
1034,TOPSHOP,Mid Blue Raw Hem Straight Jeans,S$ 89.90,"- Faded raw hem denim jeans
- High rise
- Unlined
- Regular fit
- Button and zip fastening
- Five pocket style
- Cotton blend",Mid Denim,"99% Cotton, 1% Elastane"
1035,A-IN GIRLS,Elastic Waist Black Jeans,S$ 208.95,"The Latest Korean Fashion Hot Selection

- Easy To Match
- Hot & New
- Temperamental Lady

- The Product Is Manufactured Differently Depending On The Supplier",black,"60% Cotton, 27.5% Polyester, 11% Recycled Fiber, 1.5% Spandex"
1036,GAP,Soft Skinny High Rise Jeans,S$ 94.90,"- Light wash skinny jeans
- High rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Lyocell blend
- Model wears a size 26 REGULAR and is 174cm tall",Blue,[]
1037,GAP,Highrise Favorite Jegging,S$ 108.90,"- Solid tone lightly ripped jeans
- High rise
- Skinny fit
- Button fastening
- 5 pockets
- Cotton blend
- Model wears a size 26 in and is 176cm tall",Light Destroy,"68% Cotton, 21% Polyester, 9% Rayon, 2% Spandex"
1038,ONLY,Faye High Waist Straight Ankle Jeans,S$ 69.00,"- Solid tone distressed denim jeans
- High rise
- Regular fit
- Zip-fly and button fastening
- 5 pockets
- Organic cotton
- Model wears a size 26R and is 177cm tall",Medium Blue Denim,100% Cotton - Organic
1039,ZALORA,Biker Jeans With Zipper,S$ 49.90,"- Solid-colour denim biker jeans
- High rise
- Relaxed fit
- Zip-fly and button fastening
- 5 pockets
- Cotton blend",Navy,"98% Cotton, 2% Spandex"
1040,Brave Soul,Jenna Colour Jeans,S$ 77.90,"- Solid tone distressed coloured skinny jeans
- Mid rise
- Unlined
- Skinny fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears a UK 8 and is 174cm tall",Lilac,"60% Cotton, 31% Viscose, 8% Polyester, 1% Elastane"
1041,FOREVER 21,Wide Leg Capri Jeans,S$ 62.90,"- Solid hue wide leg jeans
- Mid rise
- Relaxed fit
- Front zip with button fastening
- 5 pockets
- Cotton",Black,100% Cotton
1042,GAP,Highrise Favorite Jegging,S$ 108.90,"- Solid tone lightly ripped jeans
- High rise
- Skinny fit
- Button fastening
- 5 pockets
- Cotton blend
- Model wears a size 26 in and is 176cm tall",Light Destroy,"68% Cotton, 21% Polyester, 9% Rayon, 2% Spandex"
1043,Mango,Cargo Jeans,S$ 59.90,"- Solid tone cargo jeans
- Sizing runs one size larger
- High rise
- Slim fit
- Button and zip fastening
- 7 pocket design
- Cotton blend
- Model wears a size 34 and is 174cm tall",Medium Green,"98% Cotton, 2% Elastane"
1044,River Island,Molly Joyride Coated Jeans,S$ 81.90,"- Slim-fit jeans with metal charm
- Mid waist
- Slim fit
- Zip-fly and button fastening
- 2 pockets
- Cotton blend
- Model wears a size 8R and is 176cm tall",Black,"Cotton 55%, Polyester 39%, Elastane 6%,"
1045,TOPSHOP,Mid Blue Jagged Hem Jamie Jeans,S$ 79.90,"- Skinny jeans with ripped hem detail
- Unlined
- High rise
- Skinny fit
- Front zip and button closure
- 5-pocket design
- Cotton blend
- Model wears a size 26R and is 176cm tall",Mid Denim,"92% Cotton, 6% Polyester, 2% Elastane"
1046,Lovers + Friends,Nolan Jean(Revolve),S$ 225.00,"100% cotton
Light fading and destroyed detail
Button fly
5-pocket design
16 at the knee narrows to 14 at the leg opening",[],[]
1047,by the way,Tally Step Hem Jeans(Revolve),S$ 102.00,"97% cotton 3% spandex
Hand wash cold
Zip fly with button closure
5-pocket design
Frayed step hem with side slits
Runs large, size down",[],[]
1048,GAP,Highrise Favorite Jegging,S$ 108.90,"- Solid tone lightly ripped jeans
- High rise
- Skinny fit
- Button fastening
- 5 pockets
- Cotton blend
- Model wears a size 26 in and is 176cm tall",Light Destroy,"68% Cotton, 21% Polyester, 9% Rayon, 2% Spandex"
1049,FOREVER 21,Striped High Rise Jeans,S$ 32.90,"- Stripe printed skinny jeans
- High rise
- Skinny fit
- Zip fastening
- 5 pockets
- Cotton blend",Cream/Wine,Blend
1050,Lovers + Friends,Ricky(Revolve),S$ 239.00,"98% cotton 2% spandex
Front and back pockets
Distressed detail throughout
13 at the knee narrows to 10 at the leg opening
Made in USA",[],[]
1051,Factorie,The High-Rise Skinny Jeans,S$ 49.95,"- Solid tone skinny jeans
- High rise
- Unlined
- Skinny fit
- Button and zip fastening
- Cotton blend
- Model wears a size AUS 10 and is 178cm tall",Thrift Black,[]
1052,Its Me,Wild Casual Straight White Jeans,S$ 225.00,"- Curved Mid-High Waist
- Textured Waistline
- Zipper Button
- Side Curved Pocket
- Rivet Accented With Hip Symmetrical Patch Pocket",white,100% Cotton
1053,Mango,Straight Crop Jeans,S$ 59.90,"- Washed straight denim jeans
- Sizing runs one size larger
- Medium rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Belt loops
- Cotton blend",Open Blue,"99% Cotton, 1% Elastane"
1054,9months Maternity,Indigo Maternity Full Panel Straight Leg Jeans,S$ 76.00,"-Cotton blend
-Full panel to accommodate growing bump
-5 pockets detail
-Straight leg
-Casual wear",Indigo,98% Cotton 2% Spandex
1055,Supre,The Mom Ripped Jeans,S$ 55.00,"- Ripped detail mom jeans
- High rise
- Relaxed fit
- Button fly fastening
- 5 pockets
- Cotton
- Model wears a size AUS 8 and is 174cm tall",Black Vintage Rip,100% Cotton
1056,Calvin Klein,Calvin Klein Slim Boyfriend Fit Selvedge Denim Jeans,S$ 389.00,a slim boyfriend fit selvedge denim jeans,SELVEDGE RINSE,[]
1057,TOPSHOP,PETITE Khaki Sateen Jamie Jeans,S$ 89.90,"- Satin skinny jeans
- High rise
- Skinny fit
- Button and zip fastening
- 5 pocket design
- Viscose blend
- Model wears a size 26 and is 174cm tall",KHAKI,"58% Viscose, 28% Cotton, 11% Polyester, 3% Elastane"
1058,London Rag,Fuchsia Stretch Fit Bold Denims,S$ 53.00,"- Skinny Jeans
- 5 pockets styling -2 side pockets/2 back pockets
- 1 coin pocket
- Belt Loops
- Solid Shade
- Button and Zip fastening
- Stretchable fabric
- CL7672",Fuchsia,97% COTTON 3% SPANDEX
1059,London Rag,Lime Green Stretch Fit Bold Denims,S$ 53.00,"- Skinny Jeans
- 5 pockets styling -2 side pockets/2 back pockets
- 1 coin pocket
- Belt Loops
- Solid Shade
- Button and Zip fastening
- Stretchable fabric
- CL7672",Lime Green,97% COTTON 3% SPANDEX
1060,GAP,Soft Skinny High Rise Jeans,S$ 94.90,"- Light wash skinny jeans
- High rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Lyocell blend
- Model wears a size 26 REGULAR and is 174cm tall",Blue,[]
1061,DeFacto,DeFacto Woman Trousers,S$ 34.90,"DeFacto Woman Trousers
Gender: Female SubCatType: Jeans Material: Cotton 78%, Elastane 2%, Polyester 20% Main Material: Cotton 78%, Elastane 2%, Polyester 20% Inner Material: Without Material Leather Type: Cotton 78%, Elastane 2%, Polyester Gender: Woman",Blue,[]
1062,River Island,Mom Cavana Jeans,S$ 63.90,"- Distressed mom jeans
- High rise
- Regular fit
- Button and zip fastening
- 5 pockets
- Cotton
- Model wears a size 8R and is 175cm tall",Washed Black,100% Cotton
1063,Levi's,Womens Levi's® Engineered Jeans™ Slouch Taper 72952-0000,S$ 169.90,"Levi's® Engineered Jeans™ were designed for ease of motion, extra comfort and the perfect ergonomic fit. Slouchy jeans that are relaxed through the seat and thigh and taper to the ankle for a clean finish, making them perfect for easy everyday style. Cut from performance denim infused with enough stretch for all-day comfort and mobility.
-Sits below waist
-Relaxed fit through thigh
-Tapered leg
-Mid rise
-97% Cotton, 3% Elastane",Blue,"97% Cotton, 3% Elastane"
1064,Guess,Ankle Skinny Jeans,S$ 359.00,"- Faded denim skinny jeans
- Mid rise
- Unlined
- Skinny fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears a size 28 in and is 180cm tall",Medium Blue,"89% Cotton, 7% Polyester, 4% Spandex"
1065,Something Borrowed,Side Stripe Skinny Jeans,S$ 44.90,"- Skinny jeans with side contrast piping
- Mid rise
- Skinny fit
- Button and zip fastening
- 5 pocket style
- Cotton blend
- Model wears an S and is 172cm tall",White/Blue,"68% Cotton, 30% Polyester, 2% Spandex"
1066,London Rag,Yellow Stretch Fit Bold Denims,S$ 53.00,"- Skinny Jeans
- 5 pockets styling -2 side pockets/2 back pockets
- 1 coin pocket
- Belt Loops
- Solid Shade
- Button and Zip fastening
- Stretchable fabric
- CL7672",Yellow,97% COTTON 3% SPANDEX
1067,Guess,Guess Classic Washed Skinny Jeans,S$ 279.00,"- Faded denim skinny jeans
- Mid rise
- Unlined
- Skinny fit
- Button and zip fastening
- Five pocket style
- Cotton blend
- Model wears a size 28 in and is 170cm tall",Grey,"99% Cotton, 1% Spandex"
1068,GRLFRND,Jourdan(Revolve),S$ 254.00,"100% cotton
Button fly
5-pocket design
Light fading and whiskering with destroyed detail
Frayed hem",[],[]
1069,Noppies,Maternity Avi Skinny Fit Jeans,S$ 106.90,"- Monochrome skinny jeans
- Low rise
- Skinny fit
- Elasticised belly band
- Cotton blend
- Model wears a size W2630 and is 175cm tall",Everyday Black,[]
1070,GAP,Lightweight Ankle Legging,S$ 87.90,"- Dark wash jeggings
- Mid rise
- Skinny fit
- Button and zip fastening
- 5 pockets
- Cotton blend
- Model wears a size 26 PETITE and is 174cm tall",Dark Indigo,"57% Cotton, 27% Polyester, 14% Tencel, 2% Spandex"
