,brand,title,price,description,colour,material
3785,Vesper,Cressida Lace Up Pencil Skirt,S$ 70.90,"- Solid tone slit pencil midi skirt with lace up detail
- Unlined
- High rise
- Regular fit
- Back zip and front lace up fastening
- Polyblend
- Model wears a UK 8 and is 173cm tall",Black,"95% Polyester, 5% Elastane"
3786,Something Borrowed,Cotton Embroidered Midi Skirt,S$ 39.90,"- Midi skirt with embroidered eyelets
- Partial lining
- High waist
- Regular fit
- Elasticised waistband
- Cotton",Seafoam,100% Cotton
3787,Mango,Buttoned Denim Skirt,S$ 49.90,"- Denim skirt with washed detail
- Sizing runs one size larger
- Unlined
- Medium rise
- Regular fit
- Front button fastening
- 2 side pockets
- Frayed hem
- Belt loops
- Cotton",Open Blue,Cotton
3788,ZALORA BASICS,Basic Classic Denim Mini Skirt,S$ 22.90,"- Denim A-line mini skirt with frayed high low hem
- Unlined
- Regular fit
- Front zip and button fastening
- Five-pocket style
- Cotton
- Model wears an S and is 173cm tall",Mid Blue,Cotton
3789,Vero Moda,Ponderosa Pine,S$ 39.00,"- Slit detail high waist skirt
- High rise
- Unlined
- Regular fit
- Elasticised waist
- Polyblend
- Model wears an S and is 173cm tall",Ponderosa Pine,[]
3790,Cotton On,The Classic Denim Skirt,S$ 49.99,"- Medium wash mini denim skirt with frayed hem
- High rise
- Unlined
- Regular fit
- Button and zip fastening
- 5 pocket design
- Cotton blend
- Model wears a size AUS 8 and is 176cm tall",Boston Blue,"81% Cotton, 13% Viscose, 6% Polyester"
3791,Mango,Pleated Midi Skirt,S$ 99.90,"- Solid toned mesh pleated skirt
- Sizing runs one size larger
- Mid rise
- Lined
- Regular fit
- Elasticised waistband
- Polyester",Black,100% Polyester
3792,Yoco,Embroidered Midi Trumpet Skirt,S$ 54.90,"- Broderie lace midi skirt
- High rise
- Regular fit
- Zip fastening
- Polyblend",Mink,Blend
3793,TOPSHOP,PETITE Black And White Floral Pleated Midi Skirt,S$ 79.90,"- All over floral print pleated midi skirt
- Unlined
- Flared fit
- Polyester",Monochrome,100% Polyester
3794,Supre,Courtney Button Denim Midi Skirt,S$ 45.00,"- Denim midi skirt
- Mid rise
- Unlined
- Regular fit
- Button fastening
- 3 pockets
- Cotton",River Blue,100% Cotton
3795,Something Borrowed,Ruffle Hem Elastic Chiffon Midi Skirt,S$ 39.90,"- Printed ruffle wrap detail midi skirt
- High rise
- Unlined
- Regular fit
- Elasticated waistband 
- Polyester",Black/Multi,100% Polyester Woven
3796,ZALORA BASICS,Basic Button Front Tie Waist Skirt,S$ 29.90,"- Midi skirt with contrasting buttons
- Unlined
- High waist
- Regular fit
- Button fastening
- Elasticised waistband
- Self-tie waist closure
- Polyester",Blue & White Thin Stripes,100% Polyester Woven
3797,ZALORA BASICS,Basic Side Button Maxi Skirt,S$ 32.90,"- Flowy skirt with tropical print
- Unlined
- Medium rise
- Regular fit
- Side zip fastening
- Side thigh split
- Decorative buttons
- Polyester",Black Tropical Leaf,100% Polyester
3798,ZALORA BASICS,Basic Colourblock Midi Skirt,S$ 29.90,"- Colourblock detail midi skirt
- High rise
- Unlined
- Regular fit
- Zip fastening
- Polyester
- Model wears an S and is 174cm tall",Off White/Chartreuse/Navy,Polyester
3799,WAREHOUSE,Pleated Wrap Skirt,S$ 89.00,"- Monochrome D-ring buckle pleated wrap skirt
- Unlined
- Flared fit
- Self tie and button fastening
- Polyester
- Model wears a UK 6 and is 175cm tall",Black,100% Polyester
3800,Mango,Bicolor Bottoned Skirt,S$ 79.90,"- Two tone waist tie midi skirt with irregular buttons
- Sizing runs one size larger
- High rise
- Regular fit
- Button and waist tie fastening
- Viscose blend",White,"90% Viscose, 10% Polyester"
3801,FOREVER 21,Front-Slit Bodycon Mini Skirt,S$ 29.00,"- Solid shade bodycon mini skirt with slit
- Lined
- Slim fit
- Side zip fastening
- Polyblend",Black,"90% Polyester, 10% Cotton"
3802,Something Borrowed,Contrast Stitching Fitted High Waist Skirt,S$ 39.90,"- Raw hem denim skirt
- High rise
- Unlined
- Slim fit
- Button and zip fastening
- Cotton",Black,100% Cotton Woven
3803,Cotton On,Oak Check Mini Skirt,S$ 34.99,"- Checkered skirt with slit
- Unlined
- Medium rise
- Regular fit
- Back zip fastening
- Front hem split
- Polyester blend
- Model wears an S and is 177cm tall",Sarah Check Tortoise Shell,"86% Polyester, 14% Viscose"
3804,Halo,Pleated Front Skorts,S$ 119.00,- Pleat front detail belted skorts- High rise- Regular fit- Back zip fastening,Blue,Cotton
3805,Something Borrowed,Textured Towel Button Detail Skirt,S$ 29.90,"- Monochrome button up detail skirt
- Mid rise
- Unlined
- Regular fit
- Zip fastening
- Polyblend",Black,100% Polyester
3806,Pomelo,Button Up Striped Flowy Skirt - Black,S$ 29.00,"- Polyester
- Hits at mid-calf for a midi length
- Skinny stripes
- Includes a button up placket
- Feminine bow details
The Model has height: 171 cm and Bust / Waist / Hips: 76-61-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Black,100% Polyester
3807,ZALORA,Plus Size Knee Length Skirt,S$ 39.90,"- Solid tone skirt with side elastic detail
- Unlined
- Mid rise
- Regular fit
- Elasticised waistband
- Polyblend",Dark Maroon,95% Polyester 5% Spandex
3808,TOPSHOP,Idol Denim Notch Waist Skirt,S$ 69.90,"- Washed tone jeans skirt with notch waist
- High rise
- Unlined
- Regular fit
- Zip and button fly closure
- 2 front pockets
- Belt loops
- Cotton
- Model wears a UK 8 and is 172cm tall",WASHED BLACK,[]
3809,TOPSHOP,PETITE Green Painted Spot Pleat Midi Skirt,S$ 89.90,"- Midi skirt with asymmetrical hem
- High rise
- Regular fit
- Hook fastening
- Polyester",Green,100% Polyester
3810,TOPSHOP,Green Floral Box Pleat Skirt,S$ 89.90,"- Floral print pleated midi skirt with slit
- Unlined
- Regular fit
- Side zip fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",Green,100% Polyester
3811,ESPRIT,Skirts Light Woven Long,S$ 99.95,"- Stripe printed button up midi skirt
- Sizing runs one size larger
- Mid rise
- Regular fit
- Side pockets
- Cotton",Off White 2,Cotton
3812,ZALORA BASICS,Basic Side Button Maxi Skirt,S$ 32.90,"- Flowy skirt with stripe print
- Unlined
- Medium rise
- Regular fit
- Side zip fastening
- Side thigh split
- Decorative buttons
- Polyester",Black With White Stripes,100% Polyester
3813,Pieces,Nene High Waist Midi Skirt,S$ 59.00,"- Solid tone flowy midi skirt
- Unlined
- High rise
- Regular fit
- Elasticised waistband
- Polyester
- Model wears an S and is 173cm tall",Tannin,100% Polyester
3814,NA-KD,Pleated Midi Skirt,S$ 80.90,"- Pleated skirt with tie detail
- Medium rise
- Regular fit
- Elasticized waistband
- Self-tie waist closure
- Polyblend",Pink,Polyblend
3815,WAREHOUSE,Satin Pleated Midi Skirt,S$ 89.00,"- Solid shade satin pleated midi skirt
- Unlined
- Flared fit
- Back zip fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",Dark Green,100% Polyester
3816,Dorothy Perkins,Luxe Dark Red Pleated Skirt,S$ 99.90,"- Pleated midi skirt with satin finish
- Unlined
- High waist
- Regular fit
- Rear zip fastening
- Polyester
- Model wears a UK 10 and is 172cm tall",Red,[]
3817,ZALORA,Paperbag Midi Skirt With Self Tie,S$ 34.90,"- Paperbag skirt with tie detail
- Unlined
- Medium rise
- Regular fit
- Elasticized waistband
- Self-tie waist closure
- 2 side pockets
- Flared hem
- Decorative buttons
- Polyester",Teal,100% Polyester
3818,Mango,Buttoned Corduroy Skirt,S$ 45.90,"- Button front corduroy mini skirt
- Sizing runs one size larger
- Unlined
- Regular fit
- Front button fastening
- Cotton blend",Black,"98% Cotton, 2% Elastane"
3819,ZALORA BASICS,Basic Wrap Mini Skirt,S$ 29.90,"- Wrap A-line skirt with check print
- Unlined
- Medium rise
- Regular fit
- Side zip fastening
- Self-tie waist closure
- Polyester",Black & White Mini Houndstooth,100% Polyester
3820,Supre,The Blair Aline Denim Skirt,S$ 40.00,"- Denim raw hem mini skirt
- Unlined
- Regular fit
- Front zip and button fastening
- Five-pocket design
- Cotton
- Model wears a size 8 and is 176cm tall",Icy Blue Rip,Cotton
3821,MISSGUIDED,Herringbone Check Mini Skirt,S$ 40.90,"- Check print mini skirt
- Unlined
- High rise
- Regular fit
- Back zip closure
- Polyester
- Model wears a UK 8 and is 174cm tall",Grey,100% Polyester
3822,SCOTCH & SODA,High Waisted Skirt In Shiny Corduroy,S$ 230.90,"- Solid tone corduroy button down mini skirt
- Unlined
- High rise
- Regular fit
- Front button closure
- 2 side pockets
- Cotton
- Model wears an S and is 176cm tall",Olive Leaf,"82% Cotton, 18% Viscose"
3823,Halo,Layered Net Yarn Skirt,S$ 119.00,"- Self tie waist
- Elasticised waistband
- Slim fit",Multi,Net Yarn
3824,FORCAST,Charlize Tie Waist Skirt,S$ 69.99,"- Solid tone wrap tie midi skirt
- High rise
- Lined
- Regular fit
- Zip and waist tie fastening
- Polyester
- Model wears a size AUS 6 and is 180cm tall",Beige,[]
3825,Its Me,Fashion Pleated Skirt,S$ 225.00,"- A-Line Version
- Adjustable Side Belts
- Back Smooth Zipper
- Side Pleated Design Elegant Skirt",beige,"65.8% polyester fiber, 34.2% viscose"
3826,ZALORA,Denim Pleated Midi Skirt,S$ 34.90,"- Solid tone midi denim skirt
- High rise
- Unlined
- Regular fit
- Button and zip fastening
- 4 pocket design
- Cotton",Vintage Blue,100% Cotton Woven
3827,FORCAST,Norah Pleated Skirt,S$ 69.99,"- Fine pleated midi skirt
- High rise
- Lined
- Regular fit
- Zip fastening
- Polyester
- Model wears a size AUS 6 and is 172cm tall",Teal,Polyester
3828,Mango,Tweed Midi Skirt,S$ 89.90,"- Tweed texture frayed hem midi skirt
- Sizing runs one size larger
- Lined
- Mid rise
- Regular fit
- Side zip fastening
- 2 side pockets
- Polyblend
- Model wears an S and is 173cm tall",Black,[]
3829,Banana Republic,Washable Pencil Skirt,S$ 135.90,"- Solid toned pencil skirt
- Lined
- Regular fit
- Zip fastening
- Wool blend
- Model wears a US 2 and is 178cm tall",Navy,"52% Wool, 46% Polyester, 2% Elastane"
3830,Lubna,Buttoned Fold Skirt,S$ 24.90,"- Floral print buttoned folded design maxi skirt
- Unlined
- Regular fit
- Back zip fastening
- Polyester",Black /nude,100% Polyester
3831,ZALORA BASICS,Basic Casual Slit Mini Skirt,S$ 19.90,"- Printed mini skirt with slit
- Unlined
- Medium rise
- Regular fit
- Back zip fastening
- Front hem split
- Polyester ",Navy New Pinstripe,100% Polyester
3832,Something Borrowed,Contrast Stitching Pelmet Skirt,S$ 34.90,"- Button front pelmet skirt with contrast stitching
- Unlined
- Regular fit
- Side zip fastening
- Two front pockets
- Polyester",Navy,100% Polyester
3833,Dorothy Perkins,Liz Check Pencil Skirt,S$ 69.90,"- Plaid print pencil midi skirt
- Lined
- High rise
- Pencil fit
- Back zip closure
- Polyblend
- Model wears a UK 8 and is 172cm tall",MULTI BRIGHT,"96% Polyester, 4% Viscose"
3834,Supre,Lily Split Front Mini Skirt,S$ 30.00,"- Ditsy floral print mini skirt with slit detail
- Lined
- Regular fit
- Side zip fastening
- Cotton blend
- Model wears a size AUS 8 and is 176cm tall",Kiki Pink Ditsy,[]
3835,Something Borrowed,Midi Skirt With Slit And Self Tie,S$ 39.90,"- Multi hue leaf printed maxi skirt with waist tie sash
- Mid rise
- Regular fit
- Elasticised waistband
- Polyester",Black/Multi,100% Polyester
3836,Miss Selfridge,MID BLUE CARGO POCKET DENIM MINI SKIRT,S$ 66.90,"- Denim mini skirt with pocket detail
- Unlined
- Mid rise
- Regular fit
- Front zip and button closure
- 2 side pockets
- 2 back pockets
- Cotton
- Model wears a UK 8 and is 174cm tall",BLUE,100% Cotton
3837,WAREHOUSE,KHAKI CHECK PELMET SKIRT,S$ 79.00,"- Checked print pelmet skirt
- Lined
- Regular fit
- Back zip fastening
- Polyblend
- Model wears a UK 8 and is 172cm tall",Khaki,MAIN: 100% Polyester
3838,SCOTCH & SODA,Checked Mini Skirt With Ruffle Detail,S$ 230.90,"- Check print overlay skirt
- Mid rise
- Lined
- Regular fit
- Zip fastening
- Polyblend
- Model wears an S and is 177cm tall",Combo E,50% Polyester 50% Wool
3839,TOPSHOP,Mustard Animal Printed Pleated Skirt,S$ 89.90,"- Tiger print midi skirt
- Lined
- Medium rise
- Regular fit
- Polyester",MUSTARD,100% Polyester
3840,Something Borrowed,Cotton Embroidered Midi Skirt,S$ 39.90,"- Midi skirt with embroidered eyelets
- Partial lining
- High waist
- Regular fit
- Elasticised waistband
- Cotton",Mustard,100% Cotton
3841,WAREHOUSE,MONO ANIMAL PLEATED MIDI SKIRT,S$ 89.00,"- Printed midi skirt with sash
- Unlined
- Mid rise
- Regular fit
- Side zip closure
- Self tie fastening
- Polyester
- Model wears a UK 8 and is 174cm tall",Black Pattern,MAIN: 100% Polyester
3842,TOPSHOP,Monochrome Zip Skirt,S$ 79.90,"- Printed zip front mini skirt
- High rise
- Regular fit
- Front zip closure
- Cotton",MONOCHROME,100% Cotton
3843,Mango,Buttons Flared Skirt,S$ 45.90,"- Printed flared mini skirt
- Sizing runs one size larger
- Unlined
- Mid rise
- Regular fit
- Button fastening
- Viscose",Navy,100% Viscose
