web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573229994-3758","https://www2.hm.com/en_us/women/products/dresses.html","Crêped Dress","https://www2.hm.com/en_us/productpage.0625358005.html","Crêped Dress","$24.99","Sleeveless, V-neck dress in crêped, woven fabric. Small stand-up collar, gathers at shoulders, and seam at waist with ties. Lined.","Lining: Polyester 100%","Short","STYLE
				
					Stand-up Collar
					V-neck","Black/natural white","Black/white patterned"
"1573242656-4114","https://www2.hm.com/en_us/women/products/dresses.html","Calf-length Tulle Dress","https://www2.hm.com/en_us/productpage.0765164001.html","Calf-length Tulle Dress","$99.00","Calf-length dress in dotted tulle. Shallow V-neck and gathered bodice with a draped effect. Adjustable, extra-narrow shoulder straps in satin, concealed zip at back, and seam at waist with concealed, adjustable elastication. Flared skirt. Lined.","Polyamide 100%","Midi","STYLE
				
					Draped
					V-neck","Dusky pink","Dusky pink"
"1573228113-3703","https://www2.hm.com/en_us/women/products/dresses.html","Mock-turtleneck Dress","https://www2.hm.com/en_us/productpage.0783333002.html","Mock-turtleneck Dress","$17.99","Short, fitted dress in rib-knit cotton jersey with a mock turtleneck and short sleeves.","Cotton 93%, Elastane 7%","Short","STYLE
				
					Mock Turtleneck","Orange/black/white","Orange/striped"
"1573239061-4017","https://www2.hm.com/en_us/women/products/dresses.html","Pleated Wrap Dress","https://www2.hm.com/en_us/productpage.0806837002.html","Pleated Wrap Dress","$79.99","Calf-length wrap dress in crêped chiffon. Short butterfly sleeves and V-neck with concealed hook-and-eye fastener. Seam and narrow ties at waist. Pleated skirt. Lined.","Polyester 100%","Shoulder: Width: 37.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Butterfly Sleeve
					Wrapover
					V-neck","White/blue","White/blue floral"
"1573224942-3607","https://www2.hm.com/en_us/women/products/dresses.html","Modal-blend Dress","https://www2.hm.com/en_us/productpage.0771337001.html","Modal-blend Dress","$19.99","Relaxed-fit dress in soft jersey made from a modal and cotton blend. Dropped shoulders, 3/4-length sleeves, and narrow, elasticized seam at waist. Straight-cut skirt. Unlined.","Cotton 50%, Modal 50%","Sleeve: Length: 39.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck","Dark blue/white","Dark blue/white striped"
"1573225474-3623","https://www2.hm.com/en_us/women/products/dresses.html","Tie-detail Dress","https://www2.hm.com/en_us/productpage.0753724003.html","Tie-detail Dress","$19.99","Short dress in woven fabric with 3/4-length sleeves and cuffs with opening and ties. Gently rounded hem. Unlined.","Viscose 100%","Shoulder: Width: 39.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Round Neck","Black","Black"
"1573248597-4273","https://www2.hm.com/en_us/women/products/dresses.html","Shirt Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0691177004.html","Shirt Dress with Tie Belt","$29.99","Short shirt dress in softly draped woven fabric with a sheen. Collar, concealed buttons at front, removable tie belt at waist, and long sleeves with buttons at cuffs. Rounded hem. Unlined.","Viscose 100%","Sleeve: Length: 61.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress","Red/black/white/yellow/blue","Red/black checked"
"1573234331-3884","https://www2.hm.com/en_us/women/products/dresses.html","A-line Dress","https://www2.hm.com/en_us/productpage.0816923001.html","A-line Dress","$24.99","RICHARD ALLAN x H&M. Short, A-line dress in woven viscose fabric with a printed pattern. Stand-up collar, opening and covered buttons at back of neck, and wide, 3/4-length sleeves. Unlined.","Viscose 100%","Short","STYLE
				
					A-line
					Keyhole
					Kimono Sleeve
					Stand-up Collar","Rust brown/black/powder pink/khaki green","Rust brown/paisley-patterned"
"1573224938-3606","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress","https://www2.hm.com/en_us/productpage.0714803001.html","V-neck Dress","$29.99","Short dress in woven, crinkled viscose fabric with a printed pattern. V-neck, decorative buttons at top, and short sleeves with tie detail. Seam at waist and flared skirt. Unlined.","Viscose 100%","Back: Length: 82.5 cm (Size 6) – cm = unitofmeasure","STYLE
				
					V-neck","Dark blue/white","Dark blue/dotted"
"1573248030-4258","https://www2.hm.com/en_us/women/products/dresses.html","Boat-neck Jersey Dress","https://www2.hm.com/en_us/productpage.0786336003.html","Boat-neck Jersey Dress","$29.99","Short, straight-cut dress in soft jersey. Boat neckline, 3/4-length sleeves, and side-seam pockets.","Viscose 65%, Polyester 30%, Elastane 5%","Short","STYLE
				
					Boat Neck","Burgundy","Burgundy"
"1573251962-4365","https://www2.hm.com/en_us/women/products/dresses.html","Wide-cut Dress","https://www2.hm.com/en_us/productpage.0787696003.html","Wide-cut Dress","$24.99","Short dress in airy, softly draped, woven viscose fabric. Gathered stand-up collar and opening at back of neck with buttons. Long, wide raglan sleeves and narrow, covered, elasticized cuffs. Unlined.","Viscose 100%","Short","STYLE
				
					Raglan Sleeve
					Keyhole
					Stand-up Collar","Khaki green/black","Khaki green/leopard print"
"1573235206-3908","https://www2.hm.com/en_us/women/products/dresses.html","Jersey Dress","https://www2.hm.com/en_us/productpage.0554811020.html","Jersey Dress","$17.99","Short dress in slub jersey made from a modal and cotton blend. Cap sleeves with sewn cuffs, narrow, elasticized seam at waist, and side pockets. Gently flared skirt.","Cotton 50%, Modal 50%","Short","STYLE
				
					Cap sleeve","Black/burgundy/light beige","Black/patterned"
"1573234814-3897","https://www2.hm.com/en_us/women/products/dresses.html","Lace Dress","https://www2.hm.com/en_us/productpage.0712675001.html","Lace Dress","$59.99","Short lace dress with a round, pompom-trimmed neckline. Opening at back with covered button at back of neck. Long puff sleeves, narrow elasticized seam at waist and hem, and pompom-trimmed flounce at hem. Partly lined.","Lining: Polyamide 89%, Elastane 11%","Shoulder: Width: 37.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Puff Sleeve
					Keyhole","Black","Black"
"1573244465-4162","https://www2.hm.com/en_us/women/products/dresses.html","Wrap Dress","https://www2.hm.com/en_us/productpage.0646676005.html","Wrap Dress","$59.99","Long dress in woven fabric with a V-neck, wrapover front, wide tie at waist and short, double-layered sleeves. Unlined.","Polyester 100%","Maxi","STYLE
				
					Wrapover
					V-neck","Dusky green","Dusky green"
"1573225365-3620","https://www2.hm.com/en_us/women/products/dresses.html","Linen Dress","https://www2.hm.com/en_us/productpage.0726416001.html","Linen Dress","$24.99","PREMIUM QUALITY. Short dress in linen slub jersey. Round neckline, narrow elastication with gathers, and gently flared skirt. Unlined.","Linen 100%","Front: Length: 94.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck","Black","Black"
"1573229263-3738","https://www2.hm.com/en_us/women/products/dresses.html","Ribbed Jersey Dress","https://www2.hm.com/en_us/productpage.0713782003.html","Ribbed Jersey Dress","$17.99","Short, fitted dress in ribbed jersey with a round neckline and short sleeves.","Cotton 95%, Elastane 5%","Front: Length: 84.8 cm (Size M) – cm = unitofmeasure","STYLE
				
					Fitted","Gray melange","Gray melange"
"1573228042-3701","https://www2.hm.com/en_us/women/products/dresses.html","Crêped Dress","https://www2.hm.com/en_us/productpage.0717345002.html","Crêped Dress","$29.99","Knee-length dress in woven, crêped fabric. V-neck and wrapover front with concealed snap fastener at top. Long sleeves, cuffs with drawstring and ruffle, and narrow, elasticized seam at waist. Longer at back. Unlined.","Polyester 97%, Elastane 3%","Sleeve: Length: 60.1 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Black","Black"
"1573236534-3945","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Maxi Dress","https://www2.hm.com/en_us/productpage.0736983004.html","V-neck Maxi Dress","$34.99","Long dress in woven fabric with a V-neck. Attached wrapover at front, narrow, adjustable shoulder straps, and seam below bust. Concealed zip at back. Unlined.","Viscose 100%","Maxi","STYLE
				
					Wrapover
					V-neck","Dark green","Dark green"
"1573236962-3957","https://www2.hm.com/en_us/women/products/dresses.html","Glittery Dress","https://www2.hm.com/en_us/productpage.0774012001.html","Glittery Dress","$34.99","Short, fitted dress in jersey with a glittery pattern. V-neck and long sleeves.","Polyamide 93%, Elastane 4%, Metallized fiber 3%","Shoulder: Width: 36.3 cm (Size M) – cm = unitofmeasure","STYLE
				
					V-neck","Black/silver-colored","Black/zebra print"
"1573250585-4327","https://www2.hm.com/en_us/women/products/dresses.html","Knit Dress with Slit","https://www2.hm.com/en_us/productpage.0804150001.html","Knit Dress with Slit","$49.99","PRINGLE OF SCOTLAND x H&M/CONSCIOUS. Soft, knit, calf-length dress with wool content. Ribbed turtleneck, zip at top with P-shaped pull tab, dropped shoulders, and long sleeves. Ribbed sections at top and along sleeves, high slit at one side, and wide ribbing at cuffs and hem. Polyester content is recycled.","Polyester 64%, Acrylic 30%, Wool 6%","Back: Length: 112.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Turtleneck
					Sweater Dress","Cream","Cream"
"1573237243-3965","https://www2.hm.com/en_us/women/products/dresses.html","Satin Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0785830001.html","Satin Dress with Tie Belt","$39.99","RICHARD ALLAN x H&M. Calf-length dress in satin with a printed pattern. Small stand-up collar and V-neck with concealed button at front. Long sleeves and cuffs with decorative longer layers. Seam and tie belt at waist, concealed zip at side, and flared skirt. Unlined.","Polyester 100%","Back: Length: 119.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Stand-up Collar
					V-neck","Dark gray/black/light beige/beige/white","Dark gray/patterned"
"1573233366-3857","https://www2.hm.com/en_us/women/products/dresses.html","Pleated Dress","https://www2.hm.com/en_us/productpage.0734623003.html","Pleated Dress","$24.99","Short, shimmering metallic dress in pleated jersey. V-neck, narrow, adjustable shoulder straps, and raw-edge hem. Jersey liner dress.","Polyester 100%","Short","STYLE
				
					V-neck","Black","Black"
"1573249458-4296","https://www2.hm.com/en_us/women/products/dresses.html","Boat-neck Jersey Dress","https://www2.hm.com/en_us/productpage.0786336005.html","Boat-neck Jersey Dress","$29.99","Short, straight-cut dress in soft jersey. Boat neckline, 3/4-length sleeves, and side-seam pockets.","Viscose 65%, Polyester 30%, Elastane 5%","Short","STYLE
				
					Boat Neck","Dark gray melange","Dark gray melange"
"1573227169-3674","https://www2.hm.com/en_us/women/products/dresses.html","Short Jersey Dress","https://www2.hm.com/en_us/productpage.0496762004.html","Short Jersey Dress","$12.99","Short, V-neck dress in soft jersey. Narrow, adjustable shoulder straps, seam at waist, and flared skirt.","Cotton 100%","Short","STYLE
				
					Skater
					V-neck","Solid-color","Black"
"1573225650-3628","https://www2.hm.com/en_us/women/products/dresses.html","Short Wrap Dress","https://www2.hm.com/en_us/productpage.0777191001.html","Short Wrap Dress","$17.99","Short, V-neck dress in jersey. Wrapover front section with ties at one side. Short sleeves.","Viscose 95%, Elastane 5%","Shoulder: Width: 35.2 cm (Size M) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Dark yellow","Dark yellow"
"1573235531-3917","https://www2.hm.com/en_us/women/products/dresses.html","Shirt Dress","https://www2.hm.com/en_us/productpage.0732725001.html","Shirt Dress","$29.99","Short, V-neck dress in soft denim with a collar. Snap fasteners at front, short sleeves, and chest pockets with pleat. Removable tie belt at waist and short slits at sides. Unlined.","Lyocell 100%","Back: Length: 95.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress
					Cargo
					V-neck","Light denim blue","Light denim blue"
"1573232296-3822","https://www2.hm.com/en_us/women/products/dresses.html","Satin Halterneck Dress","https://www2.hm.com/en_us/productpage.0810675001.html","Satin Halterneck Dress","$59.99","Ankle-length dress in satin with ties at back of neck. V-neck and wrapover front with gathers at one side for a gently draped effect. Concealed zip at one side. Unlined.","Polyester 66%, Viscose 34%","Midi","STYLE
				
					Draped
					Halterneck
					Wrapover
					V-neck","Turquoise","Turquoise"
"1573251445-4351","https://www2.hm.com/en_us/women/products/dresses.html","Corduroy Bib Overall Dress","https://www2.hm.com/en_us/productpage.0784053002.html","Corduroy Bib Overall Dress","$34.99","Bib overall dress in cotton corduroy. Adjustable suspenders with metal fasteners, bib pocket, mock front pockets, and seam at waist. A-line skirt with side zip. Unlined.","Cotton 100%","Short","STYLE
				
					Jumper
					Bib Overall Dress","Burgundy","Burgundy"
"1573225576-3626","https://www2.hm.com/en_us/women/products/dresses.html","Pleated Dress","https://www2.hm.com/en_us/productpage.0694182004.html","Pleated Dress","$49.99","Knee-length dress in woven fabric with cap sleeves. Double layer at top. concealed zip at back, seam at waist, and a pleated skirt. Lined.","Lower section: Polyester 100%","Shoulder: Width: 39.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Round Neck
					Cap sleeve","Turquoise","Turquoise"
"1573246255-4210","https://www2.hm.com/en_us/women/products/dresses.html","Silk-blend Kaftan Dress","https://www2.hm.com/en_us/productpage.0836751001.html","Silk-blend Kaftan Dress","$199.00","PREMIUM QUALITY. Calf-length kaftan dress in airy, woven fabric made from a Tencel® lyocell and silk blend with a slight sheen. Stand-up collar with decorative seams, V-neck, gathers at top for a soft draped effect, and seam at hips with drawstring. Heavily dropped shoulders and extra-long sleeves with gathered seams. Slit and concealed drawstring at cuffs. Unlined.","Lyocell 54%, Silk 46%","Back: Length: 129.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Stand-up Collar
					V-neck","Orange","Orange"
"1573248065-4259","https://www2.hm.com/en_us/women/products/dresses.html","Short Sweatshirt Dress","https://www2.hm.com/en_us/productpage.0736049002.html","Short Sweatshirt Dress","$17.99","Short, straight-cut dress in lightweight sweatshirt fabric with long sleeves and ribbing at neckline and cuffs.","Elastic ribbing: Cotton 57%, Polyester 38%, Elastane 5%","Shoulder: Width: 53.3 cm (Size M) – cm = unitofmeasure","STYLE
				
					Sweater Dress","Light gray melange","Light gray melange"
"1573245256-4183","https://www2.hm.com/en_us/women/products/dresses.html","Sweatshirt Dress","https://www2.hm.com/en_us/productpage.0802897001.html","Sweatshirt Dress","$34.99","Short dress in lightweight sweatshirt fabric. Heavily dropped shoulders, long sleeves, and ribbing at neckline and cuffs.","Cotton 73%, Polyester 23%, Elastane 4%","Front: Length: 95.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Sweater Dress
					Crew-neck","Yellow","Yellow"
"1573251888-4363","https://www2.hm.com/en_us/women/products/dresses.html","Sequined Dress","https://www2.hm.com/en_us/productpage.0824774001.html","Sequined Dress","$49.99","Short dress in sequined mesh. Small stand-up collar, opening at back of neck with concealed hook-and-eye fasteners, and rounded, draped shoulders. Long raglan sleeves. Lining in jersey made from recycled polyester.","Lining: Polyester 100%","Back: Length: 82.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Draped
					Raglan Sleeve
					Keyhole
					Stand-up Collar","Light beige/silver-colored","Light beige/silver-colored"
"1573227536-3686","https://www2.hm.com/en_us/women/products/dresses.html","Ruffled Dress","https://www2.hm.com/en_us/productpage.0779546001.html","Ruffled Dress","$14.99","Short, flared dress in woven viscose fabric. Narrow, adjustable shoulder straps, elasticized upper edge with narrow ruffle trim, and wide flounce at hem. Unlined.","Viscose 100%","Short","STYLE
				
					A-line
					Round Neck","Blue/light blue/white","Blue/floral"
"1573229121-3734","https://www2.hm.com/en_us/women/products/dresses.html","Pleated Maxi Dress","https://www2.hm.com/en_us/productpage.0744042002.html","Pleated Maxi Dress","$99.00","Long dress with a round neckline, opening at back of neck with concealed button, and cap sleeves. Double layers at top with outer layer in lace. Lined chiffon skirt with pleats.","Lining: Polyester 100%","Maxi","STYLE
				
					Round Neck
					Keyhole
					Cap sleeve","Pink","Pink"
"1573238083-3989","https://www2.hm.com/en_us/women/products/dresses.html","Short Sequined Dress","https://www2.hm.com/en_us/productpage.0796543001.html","Short Sequined Dress","$59.99","Short, sleeveless dress in sequined mesh. Stand-up collar with fasteners at back. Opening along full length of back and concealed zip at back of skirt. Jersey lining.","Polyester 100%","Front: Length: 85.1 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Stand-up Collar","Powder pink/silver-colored","Powder pink"
"1573235093-3905","https://www2.hm.com/en_us/women/products/dresses.html","Short T-shirt Dress","https://www2.hm.com/en_us/productpage.0716348004.html","Short T-shirt Dress","$17.99","Short T-shirt dress in soft viscose jersey.","Viscose 92%, Elastane 8%","Sleeve: Length: 24.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck
					T-shirt Dress","Black","Black"
"1573236603-3947","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Jersey Dress","https://www2.hm.com/en_us/productpage.0744705005.html","V-neck Jersey Dress","$24.99","Short dress in stretch jersey with a V-neck and sewn wrapover at front. Short sleeves that finish at elbows, seam with attached tie belt at waist, and A-line skirt. Lined at front of bodice.","Polyester 95%, Elastane 5%","Short","STYLE
				
					A-line
					Wrapover
					V-neck","Black/white","Black/white striped"
"1573238359-3997","https://www2.hm.com/en_us/women/products/dresses.html","Mock-turtleneck Dress","https://www2.hm.com/en_us/productpage.0710397003.html","Mock-turtleneck Dress","$17.99","Short dress in ribbed jersey with a mock turtleneck and long sleeves.","Cotton 91%, Elastane 9%","Front: Length: 87.6 cm (Size M) – cm = unitofmeasure","STYLE
				
					Mock Turtleneck
					Stand-up Collar","Blue","Blue"
"1573251099-4341","https://www2.hm.com/en_us/women/products/dresses.html","Satin Dress with Tie Detail","https://www2.hm.com/en_us/productpage.0822224001.html","Satin Dress with Tie Detail","$69.99","Calf-length dress in softly draped satin with a sheen. V-neck, wide, crossover ties at front to tie at back, and concealed zip at back. Long, gathered sleeves, wide cuffs with covered buttons, and a seam at waist. Flared skirt with seam and wide flounce at lower section. Unlined.","Polyester 57%, Viscose 43%","Sleeve: Length: 62.2 cm (Size 8) – cm = unitofmeasure","STYLE
				
					V-neck","Cream","Cream"
"1573241412-4081","https://www2.hm.com/en_us/women/products/dresses.html","Slip-style Dress","https://www2.hm.com/en_us/productpage.0832841002.html","Slip-style Dress","$24.99","Short slip-style dress in satin with lace details. V-neck, narrow, adjustable shoulder straps, and short slits at sides. Unlined.","Polyester 96%, Elastane 4%","Short","STYLE
				
					Slip Dress
					V-neck","Red/black","Red/patterned"
"1573230113-3761","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0637566007.html","Dress with Tie Belt","$34.99","V-neck, knee-length dress in airy chiffon with details on shoulders. Cap sleeves, buttons at front, and elastication at back of waist. Attached tie belt. Satin lining.","Lining: Polyester 100%","Short","STYLE
				
					Smocking
					Cap sleeve
					V-neck","Dusky pink","Dusky pink"
"1573251524-4353","https://www2.hm.com/en_us/women/products/dresses.html","Flock-print Mesh Dress","https://www2.hm.com/en_us/productpage.0853932001.html","Flock-print Mesh Dress","$34.99","Knee-length dress in mesh with a flock-print pattern. Round neckline with a small opening at back of neck with button, 3/4-length puff sleeves with narrow elastic at cuffs, and gathered seams at waist and lower section for added volume and soft draping. Jersey liner dress.","Polyester 100%","Back: Length: 106.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Puff Sleeve
					Round Neck
					Balloon Sleeve","Light beige/black","Light beige/black dotted"
"1573236351-3940","https://www2.hm.com/en_us/women/products/dresses.html","Patterned Shirt Dress","https://www2.hm.com/en_us/productpage.0777273001.html","Patterned Shirt Dress","$24.99","Short shirt dress in woven, crêped fabric with a printed pattern. Collar, buttons at front, yoke at front and back, and long sleeves with buttons at cuffs. Rounded hem.","Polyester 97%, Elastane 3%","Back: Length: 87.4 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress
					Turn-down Collar","Neon green/black","Neon green/tiger striped"
"1573227939-3698","https://www2.hm.com/en_us/women/products/dresses.html","Maxi Dress","https://www2.hm.com/en_us/productpage.0220094015.html","Maxi Dress","$17.99","Long, strapless dress in jersey. Elasticized seam at waist, slits at sides, and integral top with elasticized upper edge.","Cotton 50%, Modal 50%","Maxi","STYLE
				
					Strapless","Beige/brown","Beige/leopard print"
"1573227857-3695","https://www2.hm.com/en_us/women/products/dresses.html","Short Wrap Dress","https://www2.hm.com/en_us/productpage.0777191002.html","Short Wrap Dress","$17.99","Short, V-neck dress in jersey. Wrapover front section with ties at one side. Short sleeves.","Viscose 95%, Elastane 5%","Shoulder: Width: 35.2 cm (Size M) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Brown/black","Brown/tiger striped"
"1573225438-3622","https://www2.hm.com/en_us/women/products/dresses.html","Balloon-sleeved Dress","https://www2.hm.com/en_us/productpage.0788176003.html","Balloon-sleeved Dress","$19.99","Short, straight-cut dress in woven fabric. Small stand-up collar, button placket, gathers at shoulders, and gathered yoke at back. Long balloon sleeves with buttons at cuffs. Unlined.","Viscose 100%","Sleeve: Length: 61.7 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Balloon Sleeve
					Stand-up Collar","Khaki green/black","Khaki green/leopard print"
"1573242062-4098","https://www2.hm.com/en_us/women/products/dresses.html","Chiffon Dress","https://www2.hm.com/en_us/productpage.0784176002.html","Chiffon Dress","$34.99","Knee-length dress in airy, textured chiffon. Ruffle-trimmed V-neck and short, ruffled sleeves. Seam at waist with concealed elastication and flared, gathered skirt. Lined.","Polyester 100%","Back: Length: 90.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Flounced Sleeve
					V-neck","Powder pink","Powder pink"
"1573254322-4429","https://www2.hm.com/en_us/women/products/dresses.html","Wide-cut Dress","https://www2.hm.com/en_us/productpage.0821683001.html","Wide-cut Dress","$34.99","Short, wide-cut dress in soft, woven viscose fabric. Small stand-up collar with gathers for a gently draped effect. Buttons at back. Raglan balloon sleeves with narrow elastic at cuffs. Unlined.","Viscose 100%","Short","STYLE
				
					Raglan Sleeve
					Balloon Sleeve
					Stand-up Collar","Black/white/silver-colored","Black/beads"
"1573238393-3998","https://www2.hm.com/en_us/women/products/dresses.html","Patterned Dress","https://www2.hm.com/en_us/productpage.0717213006.html","Patterned Dress","$49.99","Short dress in airy, woven fabric with a printed pattern. Narrow cut at top with short, braided shoulder straps, opening at front, and opening at back of neck with a concealed hook-and-eye fastener. Gathered seam at waist and a concealed side zip. Lined.","Lining: Polyester 100%","Back: Length: 89.4 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Keyhole","Pink","Pink/floral"
"1573232579-3836","https://www2.hm.com/en_us/women/products/dresses.html","Boat-neck Dress","https://www2.hm.com/en_us/productpage.0785825001.html","Boat-neck Dress","$34.99","RICHARD ALLAN x H&M. Short dress in woven, crêped fabric with a printed pattern. Boat neckline, long sleeves, and wide cuffs with gold-colored buttons. Unlined.","Polyester 100%","Short","STYLE
				
					Boat Neck","White/dark gray/powder pink/black","White/patterned"
"1573231894-3811","https://www2.hm.com/en_us/women/products/dresses.html","Jersey Dress","https://www2.hm.com/en_us/productpage.0681176024.html","Jersey Dress","$17.99","Short, fitted dress in soft jersey with short sleeves.","Polyester 70%, Viscose 28%, Elastane 2%","Short","STYLE
				
					Round Neck
					Fitted","Beige/pink/black/white","Beige/checked"
"1573245985-4203","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Embroidery","https://www2.hm.com/en_us/productpage.0780776001.html","Dress with Embroidery","$49.99","Short dress in gently crêped, woven fabric with embroidery at front and along sleeves. Round neckline, opening at back of neck with button, 3/4-length sleeves with ruffles at cuffs, and concealed side zip. Gathered seam at waist and slightly flared skirt. Unlined.","Polyester 100%","Sleeve: Length: 52.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Round Neck
					Flounced Sleeve","Pigeon blue/pink/green","Pigeon blue/flowers"
"1573244243-4156","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Smocking","https://www2.hm.com/en_us/productpage.0834031001.html","Dress with Smocking","$49.99","Calf-length dress in woven, crêped fabric. Round neckline, opening at back of neck with covered button, and smocking at front and back of bodice. Long sleeves with narrow, elasticized cuffs. Unlined.","Viscose 100%","Sleeve: Length: 61.7 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Smocking
					Round Neck","Black/white","Black/white dotted"
"1573247515-4244","https://www2.hm.com/en_us/women/products/dresses.html","Sweatshirt Dress","https://www2.hm.com/en_us/productpage.0802897002.html","Sweatshirt Dress","$34.99","Short dress in lightweight sweatshirt fabric. Heavily dropped shoulders, long sleeves, and ribbing at neckline and cuffs.","Cotton 64%, Polyester 31%, Elastane 5%","Front: Length: 95.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Sweater Dress
					Crew-neck","Black","Black"
"1573235166-3907","https://www2.hm.com/en_us/women/products/dresses.html","Jersey Maxi Dress","https://www2.hm.com/en_us/productpage.0635222005.html","Jersey Maxi Dress","$19.99","Sleeveless maxi dress in soft jersey with an open chest pocket and rounded hem. Slightly longer at back. Unlined.","Viscose 50%, Cotton 50%","Maxi","","Light gray melange","Light gray melange"
"1573249399-4295","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress","https://www2.hm.com/en_us/productpage.0783497002.html","V-neck Dress","$39.99","Short, straight-cut dress in woven fabric. V-neck, long sleeves, and wide cuffs with metal button. Unlined.","Polyester 100%","Back: Length: 84.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					V-neck","Dusky pink","Dusky pink"
"1573239319-4024","https://www2.hm.com/en_us/women/products/dresses.html","Fitted Dress","https://www2.hm.com/en_us/productpage.0821663005.html","Fitted Dress","$24.99","Short, fitted dress in stretch fabric with a small stand-up collar and long sleeves.","Polyamide 92%, Elastane 5%, Metallized fiber 3%","Short","STYLE
				
					Stand-up Collar","Black/silver-colored","Black/glitter"
"1573226294-3646","https://www2.hm.com/en_us/women/products/dresses.html","T-shirt Dress","https://www2.hm.com/en_us/productpage.0745702001.html","T-shirt Dress","$12.99","Short, straight-cut T-shirt dress in cotton jersey. Round neckline and dropped shoulders.","Cotton 100%","Front: Length: 84.73 cm (Size M) – cm = unitofmeasure","STYLE
				
					Round Neck
					T-shirt Dress","Black","Black"
"1573242362-4106","https://www2.hm.com/en_us/women/products/dresses.html","Ribbed Mock-turtleneck Dress","https://www2.hm.com/en_us/productpage.0786347008.html","Ribbed Mock-turtleneck Dress","$24.99","Straight-cut dress in ribbed jersey with a mock turtleneck and long sleeves.","Polyester 58%, Viscose 33%, Elastane 9%","Sleeve: Length: 60.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Mock Turtleneck","Gray melange","Gray melange"
"1573231557-3801","https://www2.hm.com/en_us/women/products/dresses.html","Wrap Dress","https://www2.hm.com/en_us/productpage.0633977003.html","Wrap Dress","$24.99","Short, V-neck dress in stretch jersey. Wrapover front section with ties at one side. Long sleeves.","Polyamide 77%, Metallized fiber 16%, Elastane 7%","Back: Length: 83.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Beige","Beige/glittery"
"1573251135-4342","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0803993005.html","Dress with Tie Belt","$29.99","Knee-length, straight-cut dress in a softly draped, woven fabric. Small stand-up collar, V-neck with concealed button at front, and 3/4-length sleeves with a shiny metal button at cuffs. Removable tie belt at waist.","Polyester 100%","Sleeve: Length: 43.2 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Stand-up Collar
					V-neck","Light pink","Light pink"
"1573228989-3730","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0767065002.html","V-neck Dress with Tie Belt","$24.99","Short dress in woven viscose fabric. V-neck, decorative gathers at shoulders and at back of neck, and cap sleeves. Removable tie belt at waist.","Viscose 100%","Back: Length: 94.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Cap sleeve
					V-neck","White/black","White/narrow-striped"
