web-scraper-order,web-scraper-start-url,link,link-href,title,price,color,description,material
"1573663806-2404","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Relaco Shorts","https://www.uniqlo.com/sg/store/women-relaco-34-shorts-4143170022.html","WOMEN Relaco Shorts","S$19.90","Color: COL69 NAVY","Cool, comfortable, and fun Relaco shorts in versatile solids.
- Light, cool, absorbent 100% rayon material with a lovely drape style.
- Available in a range of colors.
- Loose-fitting shorts for relaxing during downtime.
- Convenient pockets.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573664203-2515","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN EZY Satin Ankle Pants","https://www.uniqlo.com/sg/store/women-ezy-satin-ankle-pants-4215190009.html","WOMEN EZY Satin Ankle Pants","S$19.90","Color: COL01 OFF WHITE","Combining comfort and style.
- Satin material with a subtle sheen.


                            
                                                
                          
                              MATERIAL
                Body: 72% Cotton, 22% Rayon, 6% Spandex/ Elastic Part: 50% Polyester, 20% Spandex, 17% Nylon, 13% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 72% Cotton, 22% Rayon, 6% Spandex/ Elastic Part: 50% Polyester, 20% Spandex, 17% Nylon, 13% Rayon"
"1573664079-2467","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN IDLF Cotton Checked Wide Pants","https://www.uniqlo.com/sg/store/women-idlf-cotton-checked-wide-pants-4192320001.html","WOMEN IDLF Cotton Checked Wide Pants","S$29.90","Color: COL09 BLACK","Flattering wide-leg cut. Traditional colors and design details.
- From our 2019 F/W Ines de la Fressange collaboration collection. Synonymous with the timeless appeal of Parisian chic.
- Full length.
- Authentic coin pocket and interlining details.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664181-2507","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN High Rise Skinny Flare Ankle Jeans","https://www.uniqlo.com/sg/store/women-high-rise-skinny-flare-ankle-jeans-4204080016.html","WOMEN High Rise Skinny Flare Ankle Jeans","S$19.90","Color: COL08 DARK GRAY","On-trend flared ankle-length jeans. High-rise style makes legs look longer.
- Thick but stretchy Kaihara denim with an authentic vintage texture.
- Flared from knee to hem.
- Flattering high-rise design.
- Special stretch material on front pockets slims the waistline.
- Versatile ankle length works with a variety of tops and footwear.


                            
                                                
                          
                              MATERIAL
                [08Dark Gray] 69% Cotton, 29% Polyester, 2% Spandex [Other Color] 98% Cotton, 2% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","[08Dark Gray] 69% Cotton, 29% Polyester, 2% Spandex [Other Color] 98% Cotton, 2% Spandex"
"1573663960-2421","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Mid Rise Roll-Up Denim Shorts","https://www.uniqlo.com/sg/store/women-mid-rise-roll-up-denim-shorts-4162010026.html","WOMEN Mid Rise Roll-Up Denim Shorts","S$29.90","Color: COL64 Blue","Two styles in one. These denim shorts look great rolled up or worn long.
- Denim from world-famous manufacturer Kaihara, Inc.
- High thread count provides excellent stretch with the classic thick feel of denim.
- Regular rise in a relaxed fit.
- Cuffs can be rolled up or worn long.
- Balanced pocket design flatters the hips. 
- Design incorporates authentic vintage details as part of a modern casual style.


                            
                                                
                          
                              MATERIAL
                [00White] 72% Cotton, 26% Lyocell, 2% Spandex [Other color] 98% Cotton, 2% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","[00White] 72% Cotton, 26% Lyocell, 2% Spandex [Other color] 98% Cotton, 2% Spandex"
"1573664271-2543","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN IDLF Soft Tweed Wide Pants","https://www.uniqlo.com/sg/store/women-idlf-soft-tweed-wide-pants-4228580001.html","WOMEN IDLF Soft Tweed Wide Pants","S$49.90","Color: COL08 DARK GRAY","Flattering wide-leg cut. Wide-leg pants in soft and cozy tweed.
- From our 2019 F/W Ines de la Fressange collaboration collection. Synonymous with the timeless appeal of Parisian chic.
- Authentic coin pocket and interlining details.


                            
                                                
                          
                              MATERIAL
                Shell: 70% Wool, 30% Nylon/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 70% Wool, 30% Nylon/ Lining: 100% Polyester"
"1573664042-2453","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ultra Stretch Denim Cropped Leggings Pants","https://www.uniqlo.com/sg/store/women-ultra-stretch-denim-cropped-leggings-pants-4223100001.html","WOMEN Ultra Stretch Denim Cropped Leggings Pants","S$29.90","Color: COL65 Blue","Leggings pants with a flattering cut and an incredibly comfortable feel.
- Ultra stretch fabric creates a balance between beautiful style and ultimate mobility.


                            
                                                
                          
                              MATERIAL
                52% Cotton, 33% Polyester, 15% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","52% Cotton, 33% Polyester, 15% Spandex"
"1573663849-2414","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN High Waisted Checked Shorts","https://www.uniqlo.com/sg/store/women-high-waisted-checked-shorts-4213340013.html","WOMEN High Waisted Checked Shorts","S$29.90","Color: COL08 DARK GRAY","Chidori check with warm color tone.
- Brushed fabric surface, warm winter feeling.
- High rise, clean waist design.
- With back elastic waist.
- With pocket.


                            
                                                
                          
                              MATERIAL
                69% Polyester, 29% Rayon, 2% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","69% Polyester, 29% Rayon, 2% Spandex"
"1573664128-2486","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Ultra Stretch Active Ankle Length Pants","https://www.uniqlo.com/sg/store/women-ultra-stretch-active-ankle-length-pants-4213570005.html","WOMEN Ultra Stretch Active Ankle Length Pants","S$29.90","Color: COL03 GRAY","Made with DRY-EX, our active ankle pants are perfect sports and everyday wear.
- DRY-EX material quickly dries sweat and moisture.
- Outstanding stretch in all directions.
- Jogger-style tapered cut.
- Flat elastic waistband with ribbed paneling and a drawstring.
- Mid-rise.
- Waist paneling helps pants to stay put even when exercising.


                            
                                                
                          
                              MATERIAL
                100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","100% Polyester"
"1573664160-2499","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Pleated Pants","https://www.uniqlo.com/sg/store/women-pleated-pants-4253520001.html","WOMEN Pleated Pants","S$39.90","Color: COL09 BLACK","Airy, lightweight pants with an elegant pleat and a flowing silhouette.
- Elastic waist for comfort. 
- Lightweight, soft texture.


                            
                                                
                          
                              MATERIAL
                100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","100% Polyester"
"1573664110-2479","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Drape Jogger Pants (Geo)","https://www.uniqlo.com/sg/store/women-drape-jogger-pants-geo-4201080005.html","WOMEN Drape Jogger Pants (Geo)","S$19.90","Color: COL09 BLACK","Relaxed pants with colors and drape with a silhouette that looks great indoors or out. 
- We used 100% rayon that is extremely lightweight with beautiful and elegant drape. 
- Versatile silhouette with just the right amount of relaxed feel and elastic cuffs make them comfortable and easy to move in. 
- Geometric patterns in darker colors can also go well with a clean and sophisticated style.



                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573663992-2434","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN J.W.Anderson Pleated Skirt","https://www.uniqlo.com/sg/store/women-j-w-anderson-pleated-skirt-4215940012.html","WOMEN J.W.Anderson Pleated Skirt","S$59.90","Color: COL65 Blue","We took the British-style pleated skirt, and designed it into a trendy midi-length with added volume.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- We used traditional British coloring and patterns. 
- Achieved a soft touch that feels like wool. 
- A slightly longer line that makes it a trendy midi-length. 
- A metal buckle for improved design. 
- Easily adjustable using the interior buttons, and the smooth inner fabric makes it easy to slip on and off.


                            
                                                
                          
                              MATERIAL
                [38Dark Brown] Shell: 67% Polyester, 31% Rayon, 2% Spandex/ Lining: 100% Polyester/ Exclusive of Decoration [Other Color] Shell: 68% Polyester, 30% Rayon, 2% Spandex/ Lining: 100% Polyester/ Exclusive of Decoration


                            
                              CARE
                Machine wash cold, gentle cycle","[38Dark Brown] Shell: 67% Polyester, 31% Rayon, 2% Spandex/ Lining: 100% Polyester/ Exclusive of Decoration [Other Color] Shell: 68% Polyester, 30% Rayon, 2% Spandex/ Lining: 100% Polyester/ Exclusive of Decoration"
"1573664249-2534","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Stretch Straight Pants (Set Up)","https://www.uniqlo.com/sg/store/women-stretch-straight-pants-set-up-4208010003.html","WOMEN Stretch Straight Pants (Set Up)","S$19.90","Color: COL09 BLACK","An elegant design with sleek, slender lines — great for formalwear.
- Wrinkle-resistant. 
- Wool-like material with a flowing drape. 
- Excellent stretch.


                            
                                                
                          
                              MATERIAL
                69% Polyester, 29% Rayon, 2% Spandex


                            
                              CARE
                Dry Clean","69% Polyester, 29% Rayon, 2% Spandex"
"1573664223-2523","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN EZY Ankle Pants (Tattasoru)","https://www.uniqlo.com/sg/store/women-ezy-ankle-pants-4216320001.html","WOMEN EZY Ankle Pants (Tattasoru)","S$49.90","Color: COL15 Red","Comfort and style in one package.
- Wrinkle-resistant material for easy care.
- In response to customer feedback, we've made them smoother around the hips and rear.
- Lighter elastic waistband matches the fabric for a more formal look.
- New tattersall pattern.
- Easy pull-on pants in a flattering cut.


                            
                                                
                          
                              MATERIAL
                Body: 68% Polyester, 30% Rayon, 2% Spandex/ Elastic Part: 50% Polyester, 21% Spandex, 17% Nylon, 12% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 68% Polyester, 30% Rayon, 2% Spandex/ Elastic Part: 50% Polyester, 21% Spandex, 17% Nylon, 12% Rayon"
"1573664273-2544","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Uniqlo U Wide Fit Curved Jersey Pants","https://www.uniqlo.com/sg/store/women-uniqlo-u-wide-fit-curved-jersey-pants-4224860024.html","WOMEN Uniqlo U Wide Fit Curved Jersey Pants","S$29.90","Color: COL01 OFF WHITE","Our flattering curved pants in thick jersey.
- Part of a collection of progressive essentials created in our Paris atelier by Artistic Director Christophe Lemaire and a team of international designers.
- Thick jersey fabric with plenty of stretch for comfort.
- Gently curved cut has a leg-lengthening effect.


                            
                                                
                          
                              MATERIAL
                [32Beige] 69% Cotton, 31% Polyester [37Brown, 09Black] 67% Cotton, 33% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","[32Beige] 69% Cotton, 31% Polyester [37Brown, 09Black] 67% Cotton, 33% Polyester"
"1573664040-2452","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN HEATTECH Ultra Stretch Leggings Pants","https://www.uniqlo.com/sg/store/women-heattech-ultra-stretch-leggings-pants-4188730022.html","WOMEN HEATTECH Ultra Stretch Leggings Pants","S$39.90","Color: COL19 WINE","HEATTECH leggings updated to Ultra Stretch fabric! Warm, soft, and extremely comfortable.
- Ultra Stretch fabric stretches easily and creates a beautiful silhouette for your legs.
- High-rise design to keep your midsection warm, too.
- The elastic waist was made as thin as possible to minimize bulk around the hips.
- Updated for a new season! HEATTECH leggings updated to Ultra Stretch fabric
- Brushed lining so you feel warm from the moment you put them on.


                            
                                                
                          
                              MATERIAL
                [08Dark Gray] 38% Polyester, 33% Cotton, 11% Spandex, 10% Acrylic, 8% Rayon [Other Color] 40% Cotton, 31% Polyester, 11% Spandex, 10% Acrylic, 8% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","[08Dark Gray] 38% Polyester, 33% Cotton, 11% Spandex, 10% Acrylic, 8% Rayon [Other Color] 40% Cotton, 31% Polyester, 11% Spandex, 10% Acrylic, 8% Rayon"
"1573664076-2466","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Drape Straight Pants (Small Flower)","https://www.uniqlo.com/sg/store/women-drape-straight-pants-small-flower-4201120001.html","WOMEN Drape Straight Pants (Small Flower)","S$19.90","Color: COL09 BLACK","Relaxed pants with colors and drape with a silhouette that looks great indoors or out. 
- We used 100% rayon that is extremely lightweight with a beautiful and elegant drape. 
- Versatile silhouette with just the right amount of relaxed feel and elastic cuffs make them comfortable and easy to move in. 
- Small floral prints in calming colors are very cute and easy to coordinate with anything.



                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573664072-2464","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Soft Touch Extended Length Leggings","https://www.uniqlo.com/sg/store/women-soft-touch-extended-length-leggings-4216770001.html","WOMEN Soft Touch Extended Length Leggings","S$14.90","Color: COL09 BLACK","Scrunch up the hems for a stylish accent.
- Extra long leggings can be worn with the hems scrunched up.


                            
                                                
                          
                              MATERIAL
                95% Tencel® Lyocell, 5% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","95% Tencel® Lyocell, 5% Spandex"
"1573663958-2420","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Satin Shorts","https://www.uniqlo.com/sg/store/women-satin-shorts-4213310014.html","WOMEN Satin Shorts","S$29.90","Color: COL01 OFF WHITE","Cool, light shorts. Elegant satin suits any occasion.
- Made with light cotton blend material.
- Angled side pockets and decorative back pockets.


                            
                                                
                          
                              MATERIAL
                97% Cotton, 3% Spandex


                            
                              CARE
                Machine wash cold","97% Cotton, 3% Spandex"
"1573664009-2440","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN IDLF Wool Blended Flare Long Skirt","https://www.uniqlo.com/sg/store/women-idlf-wool-blended-flare-long-skirt-4192400004.html","WOMEN IDLF Wool Blended Flare Long Skirt","S$39.90","Color: COL09 BLACK","Beautiful, flowing A-line silhouette. With an on-trend, subtly flared hem.
- From our 2019 F/W Ines de la Fressange collaboration collection. Synonymous with the timeless appeal of Parisian chic.
- A-line cut showcases the drape of the fabric.
- Elastic waist in the back for comfort.


                            
                                                
                          
                              MATERIAL
                Shell: 70% Wool, 30% Nylon/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 70% Wool, 30% Nylon/ Lining: 100% Polyester"
"1573664173-2504","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Uniqlo U Wide Fit Curve Jeans","https://www.uniqlo.com/sg/store/women-uniqlo-u-wide-fit-curve-jeans-4224140010.html","WOMEN Uniqlo U Wide Fit Curve Jeans","S$29.90","Color: COL01 OFF WHITE","Our flattering curved jeans.
- Part of a collection of progressive essentials created in our Paris atelier by Artistic Director Christophe Lemaire and a team of international designers.
- Thick, 100% cotton denim with a vintage feel.
- Gently curved cut has a leg-lengthening effect.
- High-rise design looks great with a tucked-in top.
The silhouette of these jeans has a gradual curve from the waist to the hems, making the legs appear longer.
Perfect pairing with a simple top or even a one-piece and can be worn in a clean or casual style.
Hem can be rolled up to show trendy silhouette of curved jeans.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664014-2442","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Uniqlo U Melange Flared Skirt","https://www.uniqlo.com/sg/store/women-uniqlo-u-melange-flared-skirt-4209890004.html","WOMEN Uniqlo U Melange Flared Skirt","S$29.90","Color: COL09 BLACK","A beautifully flared silhouette with a casual feel and color tones that are unique to knits.
- With the unique text and color tones of blended wool-viscose yarn.


                            
                                                
                          
                              MATERIAL
                62% Wool, 24% Rayon, 14% Nylon


                            
                              CARE
                Hand wash cold","62% Wool, 24% Rayon, 14% Nylon"
"1573664193-2511","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN High Rise Skinny Ankle Jeans (Beauty Compression)","https://www.uniqlo.com/sg/store/women-high-rise-skinny-ankle-jeans-bc-4213790008.html","WOMEN High Rise Skinny Ankle Jeans (Beauty Compression)","S$59.90","Color: COL00 WHITE","These chic ankle-length jeans flatter your figure.
- Soft compression denim fabric is woven with 140 denier stretch thread developed by top manufacturer Kaihara Inc.
- High density fabric provides a comfortable fit and a beautiful silhouette.
- Special front pocket construction controls and slims the waistline.
- Skinny high-rise cut flatters the legs.
- Vintage-look denim.


                            
                                                
                          
                              MATERIAL
                [00White] 69% Cotton, 28% Lyocell, 3% Spandex [Other Coloer] 68% Cotton, 28% Lyocell, 4% Spandex


                            
                              CARE
                Machine wash cold","[00White] 69% Cotton, 28% Lyocell, 3% Spandex [Other Coloer] 68% Cotton, 28% Lyocell, 4% Spandex"
"1573664032-2449","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN J.W.Anderson AIRism Leggings","https://www.uniqlo.com/sg/store/women-j-w-anderson-airism-leggings-4215890001.html","WOMEN J.W.Anderson AIRism Leggings","S$39.90","Color: COL18 WINE","Leggings that combine comfort and great design. Add a new touch to your style.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- High-tech leggings inspired by sporty running apparel. 
- A comfortable design with a flattering silhouette that creates a beautiful shape.


                            
                                                
                          
                              MATERIAL
                85% Polyester, 15% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","85% Polyester, 15% Spandex"
"1573664141-2492","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Drape Jogger Pants (Wave Dots)","https://www.uniqlo.com/sg/store/women-drape-jogger-pants-wave-dots-4201040002.html","WOMEN Drape Jogger Pants (Wave Dots)","S$19.90","Color: COL09 BLACK","Our sleek and easy jogger pants for a relaxed style.
- 100% rayon material with an elegant drape.
- Elastic cuffs.
- Versatile wave design made up of micro dots.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573664139-2491","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Pile Lined Fleece Pants","https://www.uniqlo.com/sg/store/women-pile-lined-fleece-pants-4198790001.html","WOMEN Pile Lined Fleece Pants","S$29.90","Color: COL08 DARK GRAY","On-trend sheepskin-style fleece in a sleek cut.
- Bonded material with a boa fleece outer and micro fleece lining.
- On-trend sheepskin-style fleece.
- Lined with double-layered micro fleece for softness and warmth.
- Sleek pockets for a streamlined look.
- Fitted ribbed cuffs keep cold air out.
- Stay warm at home or out and about.


                            
                                                
                          
                              MATERIAL
                [Body] Face: 100% Polyester/ Back: 100% Polyester/ Rib: 97% Cotton, 3% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","[Body] Face: 100% Polyester/ Back: 100% Polyester/ Rib: 97% Cotton, 3% Spandex"
"1573663799-2402","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Relaco 3/4 Shorts (Flower)","https://www.uniqlo.com/sg/store/women-relaco-34-shorts-flower-4218340008.html","WOMEN Relaco 3/4 Shorts (Flower)","S$19.90","Color: COL09 BLACK","Shorts with a relaxed look and an elegant feel. Roomy fit.
- 100% rayon material with an elegant drape.
- Beautiful flowing material creates a perfectly relaxed look.
- Colorful floral print.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573664257-2537","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Wide Ribbed Slit Straight Pants","https://www.uniqlo.com/sg/store/women-wide-ribbed-slit-straight-pants-4260830019.html","WOMEN Wide Ribbed Slit Straight Pants","S$14.90","Color: COL09 BLACK","Wide pants with a slit hem that can be styled cleanly. Enjoy the ribbed look to the fullest with this one pair.
- Made with 100% cotton wide-ribbed fabric with drop-needle stitching. 
- A slightly loose-fitted straight silhouette, with added slits on the hems for a cleaner look around the ankles.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold, gentle cycle","100% Cotton"
"1573664247-2533","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Uniqlo U Wool Blend Flare Pants","https://www.uniqlo.com/sg/store/women-uniqlo-u-wool-blend-flare-pants-4212460006.html","WOMEN Uniqlo U Wool Blend Flare Pants","S$49.90","Color: COL08 DARK GRAY","Clean pants with a center crease. The slightly flared silhouette makes your legs look elegantly beautiful.
- The team of designers in Paris, led by Christophe Lemaire, created a new collection of LifeWear using innovative fabrics and designs that feel modern. 
- Cropped silhouette with a slight flare. 
- Used subtly contrasting-colored stitching.


                            
                                                
                          
                              MATERIAL
                Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester"
"1573664019-2444","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Wool Blended Mini Skirt","https://www.uniqlo.com/sg/store/women-wool-blended-mini-skirt-4222290002.html","WOMEN Wool Blended Mini Skirt","S$19.90","Color: COL17 Red","The 80% wool fabric is extremely cozy.
- Carefully balanced darts for this flattering A-line silhouette, so you can style it many ways.
- Carefully adjusted lines around the waist and hem to show off the beautiful pattern.
- Updated for a new season! Adjusted to an 80% wool blend for a more airy, classy feel.


                            
                                                
                          
                              MATERIAL
                Shell: 80% Wool, 20% Nylon/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 80% Wool, 20% Nylon/ Lining: 100% Polyester"
"1573664235-2528","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN EZY Ankle Pants (Brushed/Check)","https://www.uniqlo.com/sg/store/women-ezy-ankle-pants-brushed-check-a-4217360003.html","WOMEN EZY Ankle Pants (Brushed/Check)","S$29.90","Color: COL05 GRAY","Combining comfort and style.
- Wrinkle-resistant material for easy care.
- Newly updated with a more streamlined waistband design.
- Brushing process creates a warm feel.
- In response to customer feedback, we've adjusted the gathered waist to achieve an attractive silhouette.
- Easy pull-on pants in a flattering cut.


                            
                                                
                          
                              MATERIAL
                Body: 69% Polyester, 29% Rayon, 2% Spandex/ Elastic Part: 58% Polyester, 20% Nylon, 11% Spandex, 11% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 69% Polyester, 29% Rayon, 2% Spandex/ Elastic Part: 58% Polyester, 20% Nylon, 11% Spandex, 11% Rayon"
"1573663980-2429","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Souffle Yarn Flare Skirt","https://www.uniqlo.com/sg/store/women-souffle-yarn-flare-skirt-4219280001.html","WOMEN Souffle Yarn Flare Skirt","S$29.90","Color: COL02 LIGHT GRAY","An on-trend skirt in fluffy souffle yarn.
- Material knitted from souffle yarn creates a flared silhouette with a lovely drape. 
- High rise waist. 
- Pairs with our matching sweater and tunic.


                            
                                                
                          
                              MATERIAL
                56% Acrylic, 34% Nylon, 8% Wool, 2% Spandex


                            
                              CARE
                Hand wash cold","56% Acrylic, 34% Nylon, 8% Wool, 2% Spandex"
"1573664105-2477","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Drape Jogger Pants (Paint)","https://www.uniqlo.com/sg/store/women-drape-jogger-pants-paint-4201090013.html","WOMEN Drape Jogger Pants (Paint)","S$19.90","Color: COL06 GRAY","Relaxed pants with colors and drape with a silhouette that looks great indoors or out. 
- We used 100% rayon that is extremely lightweight with a beautiful and elegant drape. 
- Versatile silhouette with just the right amount of relaxed feel and elastic cuffs make them comfortable and easy to move in. 
- Small geometric patterns with contrasting colors can go well with any style.



                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
"1573664210-2518","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN EZY Ankle Pants (Stripe)","https://www.uniqlo.com/sg/store/women-ezy-ankle-pants-stripe-4219930006.html","WOMEN EZY Ankle Pants (Stripe)","S$49.90","Color: COL69 NAVY","Comfort and style in one package.
- Wrinkle-resistant material for easy care.
- Thick all-weather fabric.
- In response to customer feedback, we've made them smoother around the hips and rear.
- Lighter elastic waistband matches the fabric for a more formal look.
- Classic, elegant pin stripes.
- Easy pull-on pants in a flattering cut.


                            
                                                
                          
                              MATERIAL
                Body: 68% Polyester, 30% Rayon, 2% Spandex/ Elastic Part: 50% Polyester, 21% Spandex, 19% Nylon, 10% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 68% Polyester, 30% Rayon, 2% Spandex/ Elastic Part: 50% Polyester, 21% Spandex, 19% Nylon, 10% Rayon"
"1573663908-2417","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Gather Shorts","https://www.uniqlo.com/sg/store/women-gather-shorts-4213320007.html","WOMEN Gather Shorts","S$19.90","Color: COL26 ORANGE","Our versatile culottes with a flattering flared silhouette.
- Pairs well with our matching Hooded Cropped Blouson, or can be worn with a simple T-shirt or blouse.


                            
                                                
                          
                              MATERIAL
                64% Polyester, 34% Cotton, 2% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","64% Polyester, 34% Cotton, 2% Spandex"
"1573664230-2526","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN EZY Ankle Pants (Brushed/Check)","https://www.uniqlo.com/sg/store/women-ezy-ankle-pants-brushed-check-b-4217370003.html","WOMEN EZY Ankle Pants (Brushed/Check)","S$49.90","Color: COL08 DARK GRAY","Combining comfort and style.
- Wrinkle-resistant material for easy care.
- Newly updated with a more streamlined waistband design.
- Brushing process creates a warm feel.
- In response to customer feedback, we've adjusted the gathered waist to achieve an attractive silhouette.
- Easy pull-on pants in a flattering cut.


                            
                                                
                          
                              MATERIAL
                Body: 69% Polyester, 29% Rayon, 2% Spandex/ Elastic Part: 58% Polyester, 20% Nylon, 11% Spandex, 11% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 69% Polyester, 29% Rayon, 2% Spandex/ Elastic Part: 58% Polyester, 20% Nylon, 11% Spandex, 11% Rayon"
"1573664016-2443","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN IDLF Corduroy Mini Skirt","https://www.uniqlo.com/sg/store/women-idlf-corduroy-mini-skirt-4192310001.html","WOMEN IDLF Corduroy Mini Skirt","S$29.90","Color: COL30 NATURAL","On-trend corduroy skirt with oversized buttons. In a chic boxy cut.
- From our 2019 F/W Ines de la Fressange collaboration collection. Synonymous with the timeless appeal of Parisian chic.
- Double buttons for added style.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold, gentle cycle","100% Cotton"
"1573664125-2485","https://www.uniqlo.com/sg/store/women/bottoms/view-all-bottoms.html","WOMEN Drape Straight Pants (Flower)","https://www.uniqlo.com/sg/store/women-drape-straight-pants-flower-4201060003.html","WOMEN Drape Straight Pants (Flower)","S$19.90","Color: COL47 YELLOW","Our sleek and easy jogger pants for a relaxed style.
- 100% rayon material with an elegant drape.
- Beautiful flowing material creates a perfectly relaxed look.
- Vibrant mini floral print.


                            
                                                
                          
                              MATERIAL
                100% Rayon


                            
                              CARE
                Machine wash cold, gentle cycle","100% Rayon"
