,brand,title,price,description,colour,material
133,ZALORA BASICS,Basic Collarless Blazer,S$ 34.90,"- Solid toned plain blazer
- Unlined
- Open front
- Regular fit
- Polyester
- Model wears an S and is 174cm tall",Blush,100% Polyester
134,ZALORA,Bridesmaid Oversized Double Breasted Blazer,S$ 59.90,"- Solid hue oversized blazer
- Lined
- Lapel neckline
- Relaxed fit
- Button fastening
- 2 pockets
- Polyester",White,100% Polyester
135,Pomelo,Single Button Striped Blazer - Navy,S$ 59.00,"- Polyester
- Spandex
- Fits loosely on the body
- Oversized style and fit
- Includes front pockets
- Includes a single button closure",Navy,"96% Polyester, 4% Spandex"
136,JACQUELINE DE YONG,Kira Double Breasted Blazer,S$ 69.00,"- Solid shade double breasted corduroy blazer
- Lapel neckline
- Unlined
- Regular fit
- Front button fastening
- Two front pockets
- Cotton
- Model wears a size 36 and is 174cm tall",Syrah,100% Cotton
137,SCOTCH & SODA,Parisian Inspired Double Breasted Long Blazer,S$ 380.90,"- Double breasted blazer
- Notched lapel collar
- Lined
- Regular fit
- Button fastening
- Polyblend
- Model wears an S and is 177cm tall",Cedar Wood,65% Polyester 33% Viscose 2% Elastane
138,Dorothy Perkins,Green Ruched Sleeve Jacket,S$ 69.90,"- Solid tone 3/4 sleeve blazer with ruche detail
- Lined
- Notch lapel neckline
- Regular fit
- Slip on style
- 2 mock welt pockets
- Poly-viscose blend
- Model wears a UK 8 and is 173cm tall",DARK GREEN,"75% Polyester, 19% Viscose, 6% Elastane"
139,ZALORA BASICS,Basic Collarless Blazer,S$ 34.90,"- Stripe pattern blazer
- Unlined
- Open front
- Regular fit
- Polyester
- Model wears an S and is 174cm tall",Navy Pinstripes,Polyester
140,Zalia,Jacquard Jacket,S$ 54.90,"- Gold tone single-breasted shawl blazer
- Lined
- Shawl neckline
- Regular fit
- Snap button closure
- Faux pockets
- Polyester",Gold,100% Polyester Woven
141,Pomelo,Buttonless Ruffled Crop Sleeves Outerwear - Brown,S$ 34.00,"- Polyester
- Spandex
- Consists of subtle ruffles
- Fits loosely on the body
The Model has height: 171 cm and Bust / Waist / Hips: 76-61-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Brown,"97% Polyester, 3% Spandex"
142,Hopeshow,Capri Sleeve Blazer,S$ 67.90,-Semi Sheer-Capri Sleeve-One Button-Inner Lace Design-Light Cooling Fabric-Suitable Office Wear,Black,Nylon
143,Pieces,Dulla Tie Blazer,S$ 89.00,"- Gingham print blazer with waist tie sash
- Unlined
- Lapel neckline
- Regular fit
- Self tie fastening
- Polyester
- Model wears an S and is 170cm tall",Black/Checks,100% Polyester
144,Finders Keepers,Rae Blazer,S$ 252.90,"- Solid tone ruched sleeves blazer
- Lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Cotton blend
- Model wears an S and is 173cm tall",Black,"80% Cotton, 17% Nylon, 3% Elastane"
145,Forever New,Leona Blazer,S$ 129.99,"This black blazer is a staple piece for your wardrobe. Wear to work over fitted black jeans and heeled boots or with a silky satin slip skirt and knit jumper.
Size runs large. Please choose one size down from your usual size. 
- Length: 66.5cm (Size AU 8)
- Tailored fit
- Double-breasted design
- Woven fabrication
- Notched lapels
- Gold-tone buttons
- Functional pockets
- Fully lined",Black,"Main: 76% Polyester, 21% Viscose, 3% Elastane. Lining: 93% Polyester, 7% Elastane"
146,Vero Moda,Janey 3/4 Blazer,S$ 59.00,"- Solid shade woven long blazer
- Notch lapel neckline
- Lined
- Regular fit
- Polyblend
- Model wears a size 36 and is 173cm tall",Misty Rose,[]
147,A-IN GIRLS,New Sleeveless Jacket + Shorts (2PCS),S$ 288.75,"The latest Korean fashion hot selection
- Korean fashion, smart choice
- easy to match, fashion up to people
- hot new, to the tide to IN
- The product is manufactured differently depending on the supplier",beige,100% cotton
148,ZALORA,Plus Size Co-Ord Lapel Blazer,S$ 49.90,"- Solid tone blazer with chest pocket
- Lined
- Shawl lapel
- Regular fit
- Hook fastening
- Has shoulder pads
- 2 side pockets
- Polyester",Grey,100% Polyester Woven
149,River Island,Boyfriend Blazer,S$ 117.90,"- Solid tone boyfriend style blazer
- Notch lapel collared neckline
- Lined
- Relaxed fit
- Button fastening
- Polyester
- Model wears a UK 6 and is 174cm tall",Neon Pink,100% Polyester
150,Pomelo,Stripe Cuff Buttonless Blazer - Black,S$ 59.00,"- Polyester
- Relaxed fit on the body
- Features permanently cuffed sleeves
- Includes faux front pockets
The Model has height: 180 cm and Bust / Waist / Hips: 80-60-89 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Black,100% Polyester
151,ZALORA,Co-Ord Boxy Blazer,S$ 59.90,"- Solid hue double-breasted blazer
- Notch lapels
- Regular fit
- Front button fastening
- 2 front pockets
- Long sleeves
- Back hem split
- Polyester blend",Olive,78% Polyester 18% Viscose 4% Spandex
152,TOPSHOP,Light Blue Satin Twill Jacket,S$ 159.00,"- Solid tone satin textured jacket
- Notch lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Polyester",Light Blue,100% Polyester
153,Forever New,Ashley Petite L Blazer,S$ 109.99,"Good things come in small packages! This chic dusty pink blazer is a must-have for your workwear wardrobe. Style with matching pants, or keep the look casual with skinny jeans and heels. Our petites range is perfectly proportioned to fit 5’3”/161cm and under height, so you’ll never have to worry about alterations ever again.
- Tailored fit
- Luxurious woven fabrication
- Open collar design
- Functional jet pockets
- Fully lined",Dusty Blush,"Main: 62% Cotton, 33% Polyamide, 5% Elastane. Lining: 93% Polyester, 7% Elastane"
154,ZALORA,Co-Ord Boxy Blazer,S$ 59.90,"- Solid hue double-breasted blazer
- Notch lapels
- Regular fit
- Front button fastening
- 2 front pockets
- Long sleeves
- Back hem split
- Polyester blend",Olive,78% Polyester 18% Viscose 4% Spandex
155,Tussah,ST Tropez Blazer,S$ 135.90,"- Solid tone tailored blazer with no buttons
- Lined
- Shawl lapel
- Regular fit
- Hook fastening
- 2 pockets
- Polyester
- Model wears a size AUS 8 and is 173cm tall",Black,100% Polyester
156,ZALORA,Longline Blazer,S$ 49.90,"- Solid tone textured longline blazer
- V neckline
- Lined
- Regular fit
- Button fastening
- Polyester",Dusty Mint,100% Polyester
157,Pomelo,Double Breasted Loose Fit Blazer - Yellow,S$ 59.00,"- Polyester
- Fits loosely on the body
- Includes a double breasted button closure
- Includes front pockets
The Model has height: 175 cm and Bust / Waist / Hips: 79-59-89 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Yellow,100% Polyester
158,[],[],[],[],[],[]
159,[],[],[],[],[],[]
160,TOPSHOP,Navy Jacket,S$ 89.90,"- Solid-tone plain jacket with one button detail
- Unlined
- Notched lapel neckline
- Regular fit
- Front button closure
- 2 front faux pockets
- Polyester
- Model wears a UK 8 and is 174cm tall",Navy Blue,100% Polyester
161,ZALORA,Co-Ord Contrast Piping Blazer,S$ 44.90,"- Contrast piping back detail blazer
- Shawl neckline
- Unlined
- Regular fit
- Button fastening
- Polyester",Caramel/Off White,95% Polyester 5% Spandex
162,Mango,Corduroy Structured Blazer,S$ 99.90,"- Solid tone textured blazer with contrasting buttons
- Sizing runs one size larger
- Light shoulder padding
- Lined
- Regular fit
- Front button fastening
- 2 pockets
- Cotton",Dark Brown,100% Cotton
163,River Island,Penny Long Blazer,S$ 99.90,"- Animal print longline blazer
- Notched collar neckline
- Unlined
- Regular fit
- Polyester
- Model wears a UK 8 and is 176cm tall",Black Stripe,Polyester
164,A-IN GIRLS,Vintage Double-Breasted Checkered Coat,S$ 446.25,"[Elements Of Design] Suit Lapel / Straight Long Sleeve / Cuff Button Solvable / Bilateral Symmetrical Clamshell Pocket / Rear Pendulum Design / With Lining (**The Chinese Version Shall Prevail)

【設計物語】偏英倫風的復古西裝外套，不似一般的西裝那麼古板沉悶，經典的西裝格紋就是小復古的代表，給人一種知性，沉穩的氣息兩側翻蓋口袋設計，利落有層次感",multi,"Fabric: 66.5% Polyester Fiber, 31.6 Viscose, 1.9% Spandex; Lining: 100% Polyester Fiber"
165,Mango,Essential Structured Blazer,S$ 59.90,"- Structured blazer with quilt detail
- Sizing runs one size larger
- Notch lapels
- Regular fit
- Front button fastening
- 2 front pockets
- Long sleeves
- Polyester blend",Navy,"64% Polyester, 34% Viscose, 2% Elastane"
166,SCOTCH & SODA,Tailored Stretch Blazer,S$ 314.90,"- Solid tone tailored blazer
- Lapel collared neckline
- Lined
- Regular fit
- Button fastening
- 2 side pockets
- Polyblend
- Model wears an S and is 174cm tall",Mars Red,"75% Polyester, 23% Viscose, 2% Elastane"
167,Dorothy Perkins,Geo Print Blazer,S$ 89.90,"- Geometric print blazer
- Notch collar neckline
- Lined
- Regular fit
- Button fastening
- Polyester
- Model wears a UK 8 and is 172cm tall",Multi Bright,[]
168,TOPSHOP,Double Breasted Jacket,S$ 116.00,"- Solid-tone plain double breasted jacket
- Lined
- Peak lapel neckline
- Regular fit
- Front button closure
- 3 front faux pockets
- Polyester
- Model wears a UK 6 and is 174cm tall",Black,"75% Polyester, 18% Viscose, 7% Elastane"
169,JACQUELINE DE YONG,Misty Blazer,S$ 69.00,"- Houndstooth double breasted blazer
- Peak collar neckline
- Lined
- Slim fit
- Button fastening
- Polyblend
- Model wears a size 36 and is 177cm tall",Sky Captain,"98% Polyester, 2% Elastane"
170,Zalia,Wrap Over Blazer,S$ 39.90,"- Solid tone wrap style blazer
- Notch lapel collared neckline
- Unlined
- Regular fit
- Waist tie fastening
- Polyester",Lt Brown,100% Cotton Polyster Blend
171,SCOTCH & SODA,Stretch Jacquard Tailored Blazer,S$ 308.90,"- Light blazer with padded shoulders
- Shawl detail
- Lined
- Regular fit
- Front button fastening
- 2 pockets
- Polyester blend
- Model wears an S and is 174cm tall",Combo F,"58% Polyester, 38% Cotton, 4% Elastane"
172,Dorothy Perkins,Navy Ruched Sleeve Jacket,S$ 69.90,"- Solid tone edge to edge jacket with ruched sleeve detail
- Notch lapel neckline
- Regeular fit
- Polyblend",Navy Blue,"75% Polyester, 19% Viscose, 6% Elastane"
173,French Connection,Camanna Suiting Fitted Blazer,S$ 294.90,"- Solid toned plain blazer
- Lined
- Lapel neckline
- Regular fit
- Button fastening
- 2 pockets
- Wool blend
- Model wears a UK 8 and is 176cm tall",Utility Blue,Wool blend
174,ICHI,Imala Blazer,S$ 159.90,"- Solid shade lace blazer
- Lapel neckline
- Lined
- Regular fit
- Front button fastening
- Cotton blend
- Model wears a size 36 and is 175cm tall",Duffel Bag,"41% Cotton, 32% Nylon, 27% Viscose"
175,Forever New,Hazel Microcheck Blazer,S$ 139.99,"In a so-now neutral microcheck print, this double-breasted blazer is ideal for a seasonal workwear refresh. Team with tailored pants or the matching miniskirt and ankle boots.
Size runs large. Please choose a size down from your usual size. 
- Tailored fit
- Double-breasted design
- Luxe woven fabrication 
- Notched lapels 
- Functional pockets
- Tort resin buttons 
- Fully lined",Microcheck,"Main: 88% Polyester, 9% Viscose, 3% Elastane. Lining: 93% Polyester, 7% Elastane"
176,ZALORA,Co-Ord Double Breasted Longline Blazer,S$ 49.90,"- All over stripe print blazer
- Lined
- Notch lapel neckline
- Regular fit
- Front button closure
- 2 front pockets
- 1 faux chest pocket
- Polyester",Grey/White,100% Polyester
177,ONLY,Linea L/S Short Zip Blazer,S$ 79.00,"- Short style zip detail blazer
- Notched stand collar neckline
- Lined
- Regular fit
- 2 pockets
- Polyblend
- Model wears a size 36 and is 177cm tall",Black/,[]
178,Mango,Structured Textured Blazer,S$ 59.90,"- Monochrome structured blazer
- Sizing runs one size larger
- V-neckline
- Regular fit
- Front button fastening
- 2 front welt pockets
- Long sleeves
- Back hem split
- Polyester blend",Black,"64% Polyester, 34% Viscose, 2% Elastane"
179,Finders Keepers,Pia Jacket,S$ 233.90,"- Double breasted belted blazer with slit sleeves
- Notch lapel neckline
- Slim fit
- Front button fastening with removable belt
- Cotton blend",Black,"80% Cotton, 17% Polyamide, 3% Elastane"
180,ZALORA,Co-Ord Contrast Detail Blazer,S$ 39.90,"- Two toned blazer with side contrast
- Lapel neckline
- Lined
- Regular fit
- Button fastening
- 2 pockets
- Polyester
- Model wears an S and is 178cm tall",Olive/Multi,100% Polyester
181,Violeta by MANGO,Plus Size Satin Belt Blazer,S$ 179.00,"- Solid tone casual blazer with self tie
- Shawl lapel neckline
- Lined
- Regular fit
- Front button and self tie fastening
- 2 flap pockets
- Polyblend",Black,"66% Acetate, 31% Polyamide, 3% Elastane"
182,ZALORA,Co-ord Relaxed Double Breast Blazer,S$ 44.90,"- Solid tone button detail blazer
- Notch lapel collared neckline
- Unlined
- Relaxed fit
- Button fastening
- Polyester",Dusty Pink,100% Polyester
183,Pomelo,Single Button Inner Print Blazer - Black,S$ 64.00,"- Polyester
- Includes a single button closure
- Classic, regular fit
- Includes side pockets
- Includes a breast pocket
The Model has height: 170 cm and Bust / Waist / Hips: 76-61-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Black,100% Polyester
184,ESPRIT,Checkered Smart Blazer,S$ 119.95,"- Structured blazer with check print
- Sizing runs one size larger
- Peak lapels
- Regular fit
- Front button fastening
- 2 front pockets
- Long sleeves
- Back hem split
- Padded shoulders
- Polyester blend
- Model wears a size 36 and is 175cm tall",Dark Grey,"66% Polyester, 32% Viscose, 2% Elastane"
185,ZALORA,Co-Ord Boxy Blazer,S$ 59.90,"- Solid hue double-breasted blazer
- Notch lapels
- Regular fit
- Front button fastening
- 2 front pockets
- Long sleeves
- Back hem split
- Polyester blend
- Model wears an S and is 178cm tall",Brown/Multi,78% Polyester 18% Viscose 4% Spandex
186,Oxford,Alexa Suit Jacket,S$ 289.00,"The Oxford Alexa Suit Jacket will work perfectly for the office and formal events alike. This slightly bold version is cut for a slim fit with single front button fastening to highlight the smallest part of your waist. Wear yours with the matching trousers and some black pumps. 

 ",Black,63% Polyester recycle 33% Lyocell 4% Elasthane
187,Mango,Plaid Blazer,S$ 159.00,"- Plaid print structured blazer
- Sizing runs one size larger
- Notch lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Cotton blend",Green/Black,"93% Cotton, 6% Polyester, 1% Elastane"
188,SCOTCH & SODA,Longline Blazer,S$ 308.90,"- Solid tone longline blazer
- Lapel collared neckline
- Unlined
- Regular fit
- Front tie fastening
- Polyester
- Model wears an S and is 174cm tall",Black,100% Polyester
189,ZALORA,Bridesmaid Oversized Double Breasted Blazer,S$ 59.90,"- Solid hue oversized blazer
- Lined
- Lapel neckline
- Relaxed fit
- Button fastening
- 2 pockets
- Polyester",White,100% Polyester
190,Zalia,Lace Blazer,S$ 47.90,"- Solid tone single breasted lace blazer
- Lined
- Peak lapel neckline
- Regular fit
- Front button closure
- Faux pockets
- Polyester",Black,100% Polyester Woven
191,TOPSHOP,Green Belted Double Breasted Blazer,S$ 139.00,"- Solid hue blazer with belt
- Lapel neckline
- Regular fit
- Polyblend",SEA GREEN,"73% Polyester, 20% Viscose, 7% Elastane"
192,A-IN GIRLS,New Sleeveless Jacket + Shorts (2PCS),S$ 288.75,"The latest Korean fashion hot selection
- Korean fashion, smart choice
- easy to match, fashion up to people
- hot new, to the tide to IN
- The product is manufactured differently depending on the supplier",beige,100% cotton
193,Pomelo,Buttonless Bell Sleeves Outerwear - Black,S$ 34.00,"- Polyester
- Fits loosely on the body
- Showcases a feminine bow
- Bell sleeves
The Model has height: 171 cm and Bust / Waist / Hips: 76-61-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Black,100% Polyester
194,WAREHOUSE,SINGLE BREASTED BLAZER,S$ 129.00,"- Double button up blazer
- Collared neckline
- Lined
- Regular fit
- Button fastening
- Polyblend
- Model wears a UK 8 and is 173cm tall",Camel,"MAIN: 62% Polyester, 34% Viscose, 4% Elastane"
195,SCOTCH & SODA,Classic Tailored Blazer,S$ 273.90,"- Check print blazer
- Notched lapel collar
- Lined
- Regular fit
- Button fastening
- Polyblend
- Model wears an S and is 177cm tall",Combo R,Polyblend
196,ZALORA,Plus Size Casual Knit Blazer,S$ 44.90,"- Dropped shoulder seams blazer
- Collared neckline
- Unlined
- Regular fit
- Polyester",Burnt Orange,100% Polyester Woven
197,ZALORA BASICS,Basic Tailored Single Button Blazer,S$ 34.90,"- Solid-tone lapelless single button blazer
- Unlined
- Plunging neckline
- Regular fit
- Front button closure
- 2 faux front pocket
- Polyester",Red,100% Polyester Woven
198,ZALORA,Co-ord Relaxed Double Breast Blazer,S$ 44.90,"- Solid tone button detail blazer
- Notch lapel collared neckline
- Unlined
- Relaxed fit
- Button fastening
- Polyester",Beige,100% Polyester
199,Pomelo,Single Button Fitted Blazer - Cream,S$ 59.00,"- Polyester
- Classic, regular fit
- Includes a single button closure
The Model has height: 177 cm and Bust / Waist / Hips: 79-61-90 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Cream,100% Polyester
200,ZALORA,Notched Collar Open Blazer,S$ 39.90,"- Tailored notch collar blazer
- Notched collar neckline
- Unlined
- Regular fit
- Hook fastening
- Polyblend",White,97% Polyeser 3% Spandex
201,Sunnydaysweety,Ladies'checked Long Sleeve Casual Suit With Belt CA100805GR,S$ 99.00,"- grid lines
- belt decoration
- white Turn-up Cuffs",Grass green,58%Polyester40%RAYON2%SPANDEX
202,Mango,Essential Structured Blazer,S$ 79.90,"- Solid hue structured blazer with back slit
- Sizing runs one size larger
- Lined
- Notched lapel
- Regular fit
- Button fastening
- 2 side pockets
- Cotton blend",Red,"54% Cotton, 43% Polyamide, 3% Elastane"
203,ZALORA BASICS,Basic Shawl Collar Blazer,S$ 44.90,"- Solid-tone blazer with front pockets
- Lined
- Shawl lapel neckline
- Regular fit
- Front button closure
- 2 front pockets
- Polyester",Pop Green,95% Polyester 5%Spandex Woven
204,Dorothy Perkins,Pinstripe Jacket,S$ 89.90,"- Double-breasted jacket with stripes
- Notch lapels
- Regular fit
- Front button fastening
- 2 front pockets
- Long slit sleeves
- Polyester blend
- Model wears a UK 8 and is 178cm tall",White,"77% Polyester, 20% Viscose, 3% Elastane"
205,TOPSHOP,Dogstooth Single Breasted Blazer,S$ 179.00,"- Blazer with allover checkered print
- Light shoulder padding
- Lined
- Regular fit
- Front button fastening
- 4 pockets
- Polyester blend",Monochrome,"68% Polyester, 16% Wool, 15% Acrylic, 1% Polyamide"
206,Pomelo,Corduroy Double Breasted Blazer - Green,S$ 64.00,"- Polyester
- Corduroy
- Nylon
- Includes a double breasted button closure
- Includes front pockets
The Model has height: 179 cm and Bust / Waist / Hips: 79-59-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Green,"85% Polyester, 15% Nylon"
207,Pomelo,Buttonless Single Pocket Blazer - Green,S$ 44.00,"- Rayon
- Linen
- Full length sleeves
The Model has height: 173 cm and Bust / Waist / Hips: 78-60-90 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Green,"70% Rayon, 30% Linen"
208,Megane,Alisanna Double Breasted Blazer,S$ 63.90,"- Striped blazer with shoulder pads
- Peak lapels
- Regular fit
- Front button fastening
- Polyester
- Model wears an S and is 174cm tall",Grey,Polyester
209,Banana Republic,Collarless Blazer,S$ 201.90,"- Solid tone plain collarless blazer
- Lined
- Collarless neckline
- Regular fit
- Open front
- 2 faux front pockets
- Polyester",Black,100% Polyester
210,ZALORA,Co-ord Scallop Blazer,S$ 44.90,"- Solid shade scalloped trim double-breasted blazer
- Notch lapel neckline
- Lined
- Regular fit
- Front button fastening
- Polyester",Dusty Pink,100% Polyester
211,ICHI,Lumina Blazer,S$ 133.90,"- Patterned print double breasted blazer
- Lapel neckline
- Lined
- Regular fit
- Front button fastening
- Polyester
- Model wears an S and is 179cm tall",White Swan,Polyester
212,JACQUELINE DE YONG,Carter Treats Long Sleeve Blazer,S$ 49.00,"- Solid tone collarless blazer
- Open neckline
- Lined
- Slim fit
- Hook fastening
- Polyester
- Model wears a size 36 and is 177cm tall",Black,100% Polyester
213,ZALORA BASICS,Basic Ruched Sleeve Collarless Blazer,S$ 39.90,"- Solid toned blazer
- Lined
- V neckline
- Regular fit
- Button fastening
- Polyester
- Model wears an S and is 173cm tall",Black,[]
214,ZALORA,Crop Bolero,S$ 44.90,"- Solid tone crop blazer
- Notch collar neckline
- Lined
- Regular fit
- Polyester
- Model wears an S and is 181cm tall",Green,100% Polyester
215,ZALORA BASICS,Basic Tailored Blazer,S$ 39.90,"- Solid tone blazer
- Lapel collared neckline
- Lined
- Regular fit
- Hook fastening
- Polyblend",Black,Polyester
216,ONLY,Piper-Stinna Long Sleeve Short Blazer,S$ 79.00,"- Monochrome unstructured blazer
- Notch lapels
- Regular fit
- Slip-on style
- 2 front pockets
- Long sleeves
- Polyester
- Model wears a size 36 and is 175cm tall",Black,100% Polyester
217,Mango,Linen Blazer Suit,S$ 89.90,"- Solid tone blazer
- Sizing runs one size larger
- Notch collar neckline
- Lined
- Regular fit
- Linen blend",Light Beige,"55% Linen, 45% Viscose"
218,Mango,Structured Suit Blazer,S$ 99.90,"- Solid tone structured blazer
- Sizing runs one size larger
- Notch lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Polyblend",Black,"76% Polyester, 18% Viscose, 6% Elastane"
219,ZALORA BASICS,Basic Waterfall Blazer,S$ 39.90,"- Solid-tone open front blazer
- Lined
- Waterfall lapel neckline
- Relaxed fit
- Polyester",White,100% Polyester Woven
220,Violeta by MANGO,Slim Fit Suit Blazer,S$ 139.00,"- Single button suit blazer
- Lapel neckline
- Lined
- Slim fit
- Button fastening
- Polyester",Navy/Brown,100% Polyester
221,ICHI,Kate Blazer,S$ 123.90,"- Houndstooth print long sleeved blazer
- Lapel neckline
- Unlined
- Slim fit
- Front button fastening
- Polyblend
- Model wears an S and is 175cm tall",Dark Olive,"74% Polyester, 22% Viscose, 4% Elastane"
222,Pomelo,Single Buttoned Contrast Line Blazer,S$ 44.00,"- Polyester
- Fits loosely on the body
- Includes front pockets
- Full length sleeves
- Includes a single button closure
The Model has height: 174 cm and Bust / Waist / Hips: 79-61-84.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Brown,Polyester
223,ZALORA,Plus Size Co-Ord Lapel Blazer,S$ 49.90,"- Solid tone blazer with chest pocket
- Lined
- Shawl lapel
- Regular fit
- Hook fastening
- Has shoulder pads
- 2 side pockets
- Polyester",Fuschia,100% Polyester Woven
224,ZALORA,Double Breasted Blazer,S$ 49.90,"- Solid shade double-breasted blazer
- Notch lapels
- Regular fit
- Front button fastening
- Long sleeves
- Polyester blend",Seafoam,95% Polyester 5% Spandex
225,Mango,Essential Structured Blazer,S$ 79.90,"- Solid shade structured slim blazer
- Sizing runs one size larger
- Lapel neckline
- Lined
- Regular fit
- Front button fastening
- Cotton blend",Black,"54% Cotton, 43% Polyamide, 3% Elastane"
226,Tussah,Lyra Blazer,S$ 83.90,"- Solid shade tie side structured blazer
- Lapel neckline
- Lined
- Regular fit
- Self tie fastening
- Two front pockets
- Polyblend
- Model wears a size AUS 8 and is 174cm tall",Burnt Orange,"97% Polyester, 3% Elastane"
227,Shopsfashion,Ruffles Blazer In Pink,S$ 33.99,"- Ruffles flare sleeve- Standing collar- Regular cut- Available in 3 sizes- Available in pink, grey and black",Pink,100% Polyblend
228,Pomelo,Pinstripe Cuffed Blazer - White,S$ 44.00,"- Polyester
- Pin stripes
- Features adjustable cuffed sleeves
- Includes front pockets
The Model has height: 175 cm and Bust / Waist / Hips: 79-59-89 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",White,100% Polyester
229,Pomelo,Tweed Pearl Button Blazer - Pink,S$ 59.00,"- Polyester
- Tweed
- Includes a button up placket
- Includes front pockets
The Model has height: 173 cm and Bust / Waist / Hips: 81-59-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Pink,100% Polyester
230,ZALORA,Double Breasted Blazer With Pockets,S$ 44.90,"- Solid tone plain blazer with decorative pockets
- Unlined
- Notched lapel neckline
- Regular fit
- Front button closure
- 2 faux front pockets
- Polyester",Mauve,100% Polyester
231,TOPSHOP,PETITE Dusty Blue Belted Blazer,S$ 109.00,"- Double breasted tie waist blazer
- Lapel neckline
- Lined
- Regular fit
- Front button and tie waist fastening
- Viscose blend",Light Blue,"92% Viscose, 8% Polyester"
232,Mango,Buttons Tweed Blazer,S$ 139.00,"- Checked print structured tweed blazer
- Sizing runs one size larger
- Lapel neckline
- Lined
- Regular fit
- Front button fastening
- Two pockets
- Acrylic blend",Red,"67% Acrylic, 27% Polyester, 6% Cotton"
233,Finders Keepers,Rae Blazer,S$ 252.90,"- Solid tone ruched sleeves blazer
- Lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Cotton blend
- Model wears an S and is 173cm tall",Black,"80% Cotton, 17% Nylon, 3% Elastane"
234,Mango,Suit Blazer,S$ 99.90,"- Solid tone structured suit blazer
- Sizing runs one size larger
- Notch lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Polyester",Black,100% Polyester
235,ZALORA BASICS,Basic Tailored Blazer,S$ 39.90,"- Solid tone blazer
- Lapel collared neckline
- Lined
- Regular fit
- Hook fastening
- Polyblend",Black,Polyester
236,Banana Republic,Exploded Blazer,S$ 292.90,"- Woven houndstooth print textured blazer
- Notch lapel neckline
- Lined
- Slim fit
- Front button fastening
- Polyblend
- Model wears a US 0 and is 175cm tall",Black/Blanco,"62% Polyester, 33% Viscose, 5% Elastane"
237,ZALORA BASICS,Basic Collarless Blazer With Zip Pockets,S$ 34.90,"- Solid toned blazer
- Open front
- Unlined
- Regular fit
- Polyblend",Off White,97% Polyester 3% Spandex
238,ZALORA,Plus Size Co-ord Blazer With Tie,S$ 44.90,"- Waist tie casual blazer
- Lapel neckline
- Unlined
- Regular fit
- Waist tie fastening
- Polyester",Navy,100% Polyester Woven
239,Forever New,Helena D-Ring Cape,S$ 129.99,"Cut for a sophisticated, tailored fit, our chic black D-ring cape will take you effortlessly from boardroom to bar. Layer yours over a high-neck dress and barely-there sandals for maximum style points.  
Size runs large. Please choose one size down from your usual size. 
- Length: 66cm (Size AU 8)- Tailored fit
- Wrap design
- Luxurious woven fabrication
- Attached cape overlay
- Waist-cinching D-ring buckle belt
- Fully lined",Black,"Main: 100% Polyester. Lining: 93% Polyester, 7% Elastane"
240,Its Me,Fashion Wild Slim Jacket,S$ 299.00,"- Simple Splicing Collar
- Decorative Pocket
- The Placket Texture Button Can Be Solved
- Polka-Colored Contrast Cuffs
- Fine Edging Technique",yellow,100% polyester fiber
241,ZALORA BASICS,Basic Tailored Single Button Blazer,S$ 34.90,"- Solid-tone lapel-less single button blazer
- Unlined
- Plunging neckline
- Regular fit
- Front button closure
- 2 faux front pocket
- Polyester",Camel,100% Polyester Woven
242,Mango,Printed Blazer,S$ 79.90,"- Tropical print structured blazer
- Sizing runs one size larger
- Notch lapel collared neckline
- Lined
- Regular fit
- Button fastening
- Cotton blend",Navy,"74% Cotton, 23% Polyamide, 3% Elastane"
243,ZALORA,Suede Blazer,S$ 49.90,"- Faux suede V neck blazer
- V neckline
- Lined
- Slim fit
- Button fastening
- Polyblend",Citrus,95% Polyester 5% Spandex
244,ZALORA BASICS,Basic Waterfall Blazer,S$ 39.90,"- Solid-tone open front blazer
- Lined
- Waterfall lapel neckline
- Relaxed fit
- Polyester",Blush,100% Polyester Woven
245,Pomelo,Classic Double Breasted Blazer - Green,S$ 44.00,"- Polyester
- Fits loosely on the body
- Includes a double breasted button closure
- Full length sleeves
- Includes front pockets
The Model has height: 165 cm and Bust / Waist / Hips: 75-56-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Green,Polyester
