web-scraper-order,web-scraper-start-url,link,link-href,title,price,colour,description,material
1573331974-12693,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,TOP WITH CONTRASTING COLLAR,https://www.zara.com/sg/en/top-with-contrasting-collar-p05584463.html,TOP WITH CONTRASTING COLLAR Details,S$ 45.90,Black,"Long sleeve top with a matching high neck and gathers on the shoulders. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573338953-14794,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,null,,,,,,
1573331498-12579,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,FADED-EFFECT T-SHIRT WITH SLOGAN,https://www.zara.com/sg/en/faded-effect-t-shirt-with-slogan-p04424854.html,FADED-EFFECT T-SHIRT WITH SLOGAN Details,S$ 24.90,Grey,"Short sleeve T-shirt with a round neckline and a slogan on the front.

Due to the dyeing process, the print on each T-shirt is unique and may differ from what is shown in the photo.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573338996-14850,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DRESS WITH BOWS,https://www.zara.com/sg/en/dress-with-bows-p08342710.html,DRESS WITH BOWS Details,S$ 59.90,Oyster White,"V-neck dress with short ruffled sleeves. Featuring a stretch waist detail with matching bows and a buttoned opening in the back. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339502-14964,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,EMBROIDERED DRESS WITH TASSELS,https://www.zara.com/sg/en/embroidered-dress-with-tassels-p05598030.html,EMBROIDERED DRESS WITH TASSELS Details,S$ 69.90,Maroon,"Slot collar dress with V-neckline and adjustable cord. Featuring puff sleeves that reach below the elbow, contrast embroidery details and contrast tassels on the front. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341313-15468,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,POLKA DOT SATIN DRESS,https://www.zara.com/sg/en/polka-dot-satin-dress-p08342308.html,POLKA DOT SATIN DRESS Details,S$ 69.90,Fuchsia,"Short dress featuring a surplice neckline, long sleeves with elastic trim, front gathering, lining and invisible back zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340978-15367,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,MIDI DRESS WITH SEAM DETAIL,https://www.zara.com/sg/en/midi-dress-with-seam-detail-p08717840.html,MIDI DRESS WITH SEAM DETAIL Details,S$ 89.90,Black,"Flowing A-line midi dress with a high neck and long sleeves. Featuring a gathered detail on the front and invisible back zip fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340546-15246,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,LONG DRESS WITH RUFFLES,https://www.zara.com/sg/en/long-dress-with-ruffles-p07563270.html,LONG DRESS WITH RUFFLES Details,S$ 139.00,Purple,"Dress with a high neck and long sleeves. Featuring ruffle trims and front fastening with matching covered buttons.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339956-15087,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,ANIMAL PRINT MINI DRESS,https://www.zara.com/sg/en/animal-print-mini-dress-p08253228.html,ANIMAL PRINT MINI DRESS Details,S$ 69.90,Ecru / Black,"Flowing short dress with a round neckline and long sleeves. Featuring a gathered seam detail, matching ruffle trim and button fastening at the front. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331741-12637,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH DOTTED MESH DETAIL,https://www.zara.com/sg/en/t-shirt-with-dotted-mesh-detail-p01971804.html,T-SHIRT WITH DOTTED MESH DETAIL Details,S$ 24.90,Black,"T-shirt with a round neckline, short sleeves and dotted mesh trim on the neckline and sleeves.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573332160-12745,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,RIBBED TOP WITH SLITS,https://www.zara.com/sg/en/ribbed-top-with-slits-p00264683.html,RIBBED TOP WITH SLITS Details,S$ 39.90,Blue,"Long sleeve top with a high neck and side slits. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331218-12503,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,BASIC CROPPED T-SHIRT,https://www.zara.com/sg/en/basic-cropped-t-shirt-p04424304.html,BASIC CROPPED T-SHIRT Details,S$ 14.90,White,"Short sleeve T-shirt with a round neckline. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340514-15238,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,MINI DRESS WITH PRINT,https://www.zara.com/sg/en/mini-dress-with-print-p04886270.html,MINI DRESS WITH PRINT Details,S$ 69.90,Black,"Round neck dress featuring long sleeves with elastic cuffs, a gathered seam detail at the waist and button fastening at the back with an opening.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573341243-15444,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DRESS WITH FRONT KNOT,https://www.zara.com/sg/en/dress-with-front-knot-p08636422.html,DRESS WITH FRONT KNOT Details,S$ 179.00,Black,"Midi dress with a round neckline and long sleeves. Featuring a tie detail on the front and invisible back zip fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573330936-12431,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH FRONT EMBROIDERY,https://www.zara.com/sg/en/t-shirt-with-front-embroidery-p05580456.html,T-SHIRT WITH FRONT EMBROIDERY Details,S$ 39.90,White,"Short sleeve T-shirt with a round neckline. Featuring a contrast embroidery on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339423-14945,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,ANIMAL PRINT JUMPSUIT WITH KNOT,https://www.zara.com/sg/en/animal-print-jumpsuit-with-knot-p07989171.html,ANIMAL PRINT JUMPSUIT WITH KNOT Details,S$ 69.90,Leopard,"Flowing jumpsuit with a V-neckline and thin straps. Featuring a decorative front knot, a wide-leg fit and in-seam zip fastening at the back. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341234-15441,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,COMBINED DRESS,https://www.zara.com/sg/en/combined-dress-p04886461.html,COMBINED DRESS Details,S$ 59.90,Black,"Round neck dress with short sleeves and matching fabric detail.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339868-15063,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,HOUNDSTOOTH DRESS,https://www.zara.com/sg/en/houndstooth-dress-p04437256.html,HOUNDSTOOTH DRESS Details,S$ 119.00,Black / White,"Long dress featuring a round neckline, V-neckline in the back, short puff sleeves, matching belt detail, hem with back vent and invisible back zip fastening.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573340478-15228,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED DRESS,https://www.zara.com/sg/en/printed-dress-p00003307.html,PRINTED DRESS Details,S$ 89.90,Black,"Midi dress with a shirt collar and sleeves falling below the elbow. Featuring an asymmetric hem with ruffle trims and a henley button placket.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: EcoVeroTMViscose. 
EcoVeroTM is certified by the EU Ecolabel and meets the strictest environmental standards in the European Union, from the raw materials to manufacturing, helping us take care of the environment.",null
1573339491-14961,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,BUTTONED TEXTURED PLAYSUIT,https://www.zara.com/sg/en/buttoned-textured-playsuit-p00017205.html,BUTTONED TEXTURED PLAYSUIT Details,S$ 59.90,Black,"V-neck playsuit with thin adjustable straps, an elastic waistband and front button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340920-15349,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED SATIN DRESS,https://www.zara.com/sg/en/ruffled-satin-dress-p00097225.html,RUFFLED SATIN DRESS Details,S$ 69.90,Maroon,"Dress with a V-neckline, long puff sleeves, elastic cuffs, an elastic waist with front knot and ruffled hem. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331342-12537,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,CAPE SLEEVE BODYSUIT,https://www.zara.com/sg/en/cape-sleeve-bodysuit-p04770637.html,CAPE SLEEVE BODYSUIT Details,S$ 45.90,Mink,"Bodysuit with a surplice V-neckline, short full sleeves and snap-button fastening at the bottom.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340216-15153,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,LIMITED EDITION SEQUINNED DRESS,https://www.zara.com/sg/en/limited-edition-sequinned-dress-p02488123.html,LIMITED EDITION SEQUINNED DRESS Details,S$ 229.00,Golden,"V-neck dress with thin straps. Featuring matching sequin appliqués and invisible side zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331684-12625,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,OVERSIZED T-SHIRT WITH POCKET,https://www.zara.com/sg/en/oversized-t-shirt-with-pocket-p00962630.html,OVERSIZED T-SHIRT WITH POCKET Details,S$ 45.90,Mid-green,"Loose-fitting short sleeve T-shirt with a round neckline and a patch pocket on the chest. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331094-12471,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,FADED-EFFECT EMBROIDERED SHIRT,https://www.zara.com/sg/en/faded-effect-embroidered-shirt-p00085632.html,FADED-EFFECT EMBROIDERED SHIRT Details,S$ 39.90,Blue / Indigo,"Round neck shirt with short sleeves and matching embroidered trims. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340074-15117,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED MINI DRESS,https://www.zara.com/sg/en/printed-mini-dress-p09006161.html,PRINTED MINI DRESS Details,S$ 69.90,Black,"Dress with a V-neckline and gathered sleeves falling below the elbow. 

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573340305-15178,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DENIM MINI DRESS,https://www.zara.com/sg/en/denim-mini-dress-p09951229.html,DENIM MINI DRESS Details,S$ 69.90,Black,"Round neck dress with long sleeves. Featuring front pockets and zip-up fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331777-12645,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,TEXTURED T-SHIRT,https://www.zara.com/sg/en/textured-t-shirt-p05580455.html,TEXTURED T-SHIRT Details,S$ 29.90,White,"Short sleeve T-shirt with a round neckline and a contrast front print.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340573-15254,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SEQUINNED DRESS WITH BELT,https://www.zara.com/sg/en/sequinned-dress-with-belt-p02712907.html,SEQUINNED DRESS WITH BELT Details,S$ 89.90,Multicoloured,"Short round neck dress with long elasticated sleeves. Featuring a back opening, belt with metal buckle, lined interior and back button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340327-15185,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DOTTED MESH MINI DRESS,https://www.zara.com/sg/en/dotted-mesh-mini-dress-p07484174.html,DOTTED MESH MINI DRESS Details,S$ 69.90,Khaki,"Long sleeve dress with a round neckline. Featuring a V-shaped opening at the neck with ties, and decorative gathered seams.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341226-15438,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,LOOSE-FITTING TEXTURED DRESS,https://www.zara.com/sg/en/loose-fitting-textured-dress-p00003309.html,LOOSE-FITTING TEXTURED DRESS Details,S$ 69.90,Green,"Short dress featuring a round neckline, long wide sleeves with elastic trim, lining, pleat detailing and buttoned opening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339066-14865,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PLEATED DRESS WITH GUIPURE,https://www.zara.com/sg/en/pleated-dress-with-guipure-p05598226.html,PLEATED DRESS WITH GUIPURE Details,S$ 69.90,beige-pink,"Mini dress with a round neckline and short sleeves. Featuring lining and a buttoned opening in the back.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331307-12527,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH TUCKS,https://www.zara.com/sg/en/t-shirt-with-tucks-p00085453.html,T-SHIRT WITH TUCKS Details,S$ 39.90,Oyster White,"Short sleeve T-shirt with a round neckline and a tuck appliqué on the front.
Featuring a ruffled hem. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341150-15413,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FAUX LEATHER DRESS,https://www.zara.com/sg/en/faux-leather-dress-p03046277.html,FAUX LEATHER DRESS Details,S$ 89.90,Leather,"Collared midi dress with short turn-up sleeves and front patch pockets with flaps. Fastens at the front with metal snap buttons and a buckled belt.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331487-12576,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,BASIC HIGH NECK T-SHIRT,https://www.zara.com/sg/en/basic-high-neck-t-shirt-p05410627.html,BASIC HIGH NECK T-SHIRT Details,S$ 29.90,Charcoal grey,"Short sleeve T-shirt with a ribbed high neck. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331235-12508,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,BASIC LYOCELL T-SHIRT,https://www.zara.com/sg/en/basic-lyocell-t-shirt-p00858453.html,BASIC LYOCELL T-SHIRT Details,S$ 29.90,Russet,"Short sleeve T-shirt with a round neckline. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: TENCEL™ Lyocell. 
TENCEL™ is made from wood grown in sustainably managed forests that guarantee their reforestation and is produced in a closed cycle that is environmentally and water friendly.",null
1573331996-12699,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,FITTED TOP,https://www.zara.com/sg/en/fitted-top-p03431626.html,FITTED TOP Details,S$ 19.90,White,"Short sleeve T-shirt with a round neckline.

MODEL HEIGHT: 177 CM

JOIN LIFE
Care for fiber: 100% ecologically grown cotton and recycled polyester.
Cotton grown using practices that help us protect biodiversity and polyester recycled from recovered plastic bottles.",null
1573339575-14984,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLOWING DRESS,https://www.zara.com/sg/en/flowing-dress-p07901855.html,FLOWING DRESS Details,S$ 45.90,Black,"Flowing dress with a surplice neckline and short sleeves. Featuring a tied belt in matching fabric.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341371-15488,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DRAPED SHIFT DRESS,https://www.zara.com/sg/en/draped-shift-dress-p08126420.html,DRAPED SHIFT DRESS Details,S$ 119.00,Black,"Fitted dress featuring a straight neckline, long sleeves and invisible back zip fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331057-12462,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,©RADIOHEAD PRINT T-SHIRT,https://www.zara.com/sg/en/%C2%A9radiohead-print-t-shirt-p01277629.html,©RADIOHEAD PRINT T-SHIRT Details,S$ 39.90,White,"T-shirt with a round neckline, short sleeves, a contrast ©2019 Radiohead print. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573339364-14932,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,DRESS WITH CONTRAST POLKA DOTS,https://www.zara.com/sg/en/dress-with-contrast-polka-dots-p05107307.html,DRESS WITH CONTRAST POLKA DOTS Details,S$ 69.90,Salmon,"Short dress with a V-neckline and sleeves falling below the elbow. Featuring an elasticated waist, lining and front button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341395-15496,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PLEATED POLKA DOT DRESS,https://www.zara.com/sg/en/pleated-polka-dot-dress-p06050637.html,PLEATED POLKA DOT DRESS Details,S$ 49.90,Black / White,"Round neck dress with long sleeves and elastic cuffs. 

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573341400-15497,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SEQUINNED FRINGE DRESS,https://www.zara.com/sg/en/sequinned-fringe-dress-p02712906.html,SEQUINNED FRINGE DRESS Details,S$ 69.90,Black,"Mini dress with a straight-cut neckline and adjustable straps with ties. Featuring decorative fringing, sequin appliqués and invisible side zip fastening.

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573331767-12643,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,THREE LITTLE PIGS ©DISNEY T-SHIRT,https://www.zara.com/sg/en/three-little-pigs-%C2%A9disney-t-shirt-p01165908.html,THREE LITTLE PIGS ©DISNEY T-SHIRT Details,S$ 29.90,White,"Short sleeve T-shirt with a round neckline and a Three Little Pigs ©Disney print.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573340367-15197,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,POPLIN MIDI DRESS,https://www.zara.com/sg/en/poplin-midi-dress-p04786272.html,POPLIN MIDI DRESS Details,S$ 89.90,Black,"Round neck dress featuring long puff sleeves with elastic cuffs and hem with gathering and ruffle trims.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573330797-12390,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573339184-14893,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED FLORAL PRINT DRESS,https://www.zara.com/sg/en/ruffled-floral-print-dress-p07881067.html,RUFFLED FLORAL PRINT DRESS Details,S$ 89.90,Black,"Short dress with a straight neckline and thin ruffled straps. Featuring lining, shirring at the back and a ruffled hem. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573341359-15484,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,POLKA DOT TULLE DRESS,https://www.zara.com/sg/en/polka-dot-tulle-dress-p02878636.html,POLKA DOT TULLE DRESS Details,S$ 79.90,Beige,"Dress featuring a high neck with tied detail, long sleeves with elastic cuffs, lining and an asymmetric hem. 

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573331547-12592,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH FRONT PRINT,https://www.zara.com/sg/en/t-shirt-with-front-print-p00085636.html,T-SHIRT WITH FRONT PRINT Details,S$ 24.90,Black / White,"Short sleeve T-shirt with a round neckline and a contrast front print.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573330900-12424,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,THE LION KING © DISNEY T-SHIRT,https://www.zara.com/sg/en/the-lion-king-%C2%A9-disney-t-shirt-p00962201.html,THE LION KING © DISNEY T-SHIRT Details,S$ 39.90,Anthracite grey,"T-shirt with a round neckline and short sleeves. Featuring a front print from the film The Lion King © Disney.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573339865-15062,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED DRESS,https://www.zara.com/sg/en/ruffled-dress-p06895252.html,RUFFLED DRESS Details,S$ 119.00,Khaki,"V-neck dress with long sleeves and elastic cuffs. Featuring an asymmetric ruffled hem. 

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber & Care for water: 100% ecologically grown cotton.
Cotton grown using practices that help us protect biodiversity. Furthermore, these garments have been dyed using technologies that reduce water consumption.",null
1573339203-14898,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,OFF-THE-SHOULDER DRESS,https://www.zara.com/sg/en/off-the-shoulder-dress-p03564151.html,OFF-THE-SHOULDER DRESS Details,S$ 89.90,Light blue,"Flowing dress featuring a V-neckline, thin straps, short sleeves and in-seam back zip fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573330947-12433,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH FRONT PRINT,https://www.zara.com/sg/en/t-shirt-with-front-print-p05039630.html,T-SHIRT WITH FRONT PRINT Details,S$ 24.90,White,"Short sleeve T-shirt with a round neckline and a contrast front print.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573331429-12561,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,TEXTURED T-SHIRT,https://www.zara.com/sg/en/textured-t-shirt-p04886460.html,TEXTURED T-SHIRT Details,S$ 39.90,beige-pink,"Long sleeve turtleneck T-shirt. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331888-12668,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,"MONSTERS, INC. ©DISNEY/PIXAR T-SHIRT",https://www.zara.com/sg/en/monsters--inc--%C2%A9disney-pixar-t-shirt-p00962629.html,"MONSTERS, INC. ©DISNEY/PIXAR T-SHIRT Details",S$ 39.90,Sand,"Short sleeve T-shirt with a round neckline and contrast Monsters, Inc. ©Disney/Pixar print. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331637-12615,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,OFFICIAL TIMOTHY Q. MOUSE DUMBO © DISNEY T-SHIRT,https://www.zara.com/sg/en/official-timothy-q--mouse-dumbo-%C2%A9-disney-t-shirt-p00962454.html,OFFICIAL TIMOTHY Q. MOUSE DUMBO © DISNEY T-SHIRT Details,S$ 39.90,Grey,"Short sleeve T-shirt with a round neckline. Featuring a front print from the film Dumbo © Disney.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573330861-12414,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,©DISNEY’S DONALD DUCK T-SHIRT,https://www.zara.com/sg/en/%C2%A9disney%E2%80%99s-donald-duck-t-shirt-p00962202.html,©DISNEY’S DONALD DUCK T-SHIRT Details,S$ 39.90,Anthracite grey,"Oversized T-shirt with a round neckline, short sleeves and a ©DISNEY Donald Duck print on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340228-15157,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,POLKA DOT PRINT MIDI DRESS,https://www.zara.com/sg/en/polka-dot-print-midi-dress-p08004223.html,POLKA DOT PRINT MIDI DRESS Details,S$ 89.90,Multicoloured,"Dress featuring a ruffled slot collar, sleeves falling below the elbow with elastic cuffs, an elastic waist and a ruffled hem.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573341406-15499,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,METALLIC SHIRT DRESS,https://www.zara.com/sg/en/metallic-shirt-dress-p02157271.html,METALLIC SHIRT DRESS Details,S$ 89.90,Pink,"Flowing long sleeve dress with a shirt collar. Featuring an asymmetric hem with side vents and a button-up front. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339084-14869,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,EMBROIDERED DRESS WITH RUFFLES,https://www.zara.com/sg/en/embroidered-dress-with-ruffles-p05107300.html,EMBROIDERED DRESS WITH RUFFLES Details,S$ 69.90,Oyster White,"Short dress with a straight-cut neckline and thin adjustable straps. Featuring matching embroidered tulle and lining.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339579-14985,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,BUTTONED LINEN JUMPSUIT,https://www.zara.com/sg/en/buttoned-linen-jumpsuit-p05216241.html,BUTTONED LINEN JUMPSUIT Details,S$ 139.00,Black,"Collared jumpsuit with short turn-up sleeves. Featuring front pockets, side patch pockets with flap, an elastic waist, adjustable hems with button and zip-up fastening hidden by a buttoned placket.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573339536-14973,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,STRIPED JUMPSUIT WITH BELT,https://www.zara.com/sg/en/striped-jumpsuit-with-belt-p01639153.html,STRIPED JUMPSUIT WITH BELT Details,S$ 89.90,striped,"Strappy V-neck jumpsuit with a wide-leg fit. Featuring a tie belt in matching fabric and metal zip fastening at the back.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573330797-12384,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573331090-12470,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,SEQUINNED BODYSUIT,https://www.zara.com/sg/en/sequinned-bodysuit-p07901856.html,SEQUINNED BODYSUIT Details,S$ 45.90,Grey,"Sleeveless bodysuit with plunging V-neckline, sequin appliqués and snap-button fastening at the bottom. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573339779-15037,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p02157282.html,FLORAL PRINT DRESS Details,S$ 89.90,Multicoloured,"Loose-fitting V-neck dress with short sleeves. Featuring a lined interior, ruffled trims in matching fabric and front button fastening. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331019-12452,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,PLEATED T-SHIRT,https://www.zara.com/sg/en/pleated-t-shirt-p02298454.html,PLEATED T-SHIRT Details,S$ 39.90,Russet,"Round neck T-shirt with short turn-up sleeves.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339912-15075,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p02677492.html,FLORAL PRINT DRESS Details,S$ 69.90,Black,"Midi dress with a lapel collar and V-neckline. Featuring short turn-up sleeves, front patch pockets with flap, side pockets, an elastic waist and front button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: EcoVeroTMViscose. 
EcoVeroTM is certified by the EU Ecolabel and meets the strictest environmental standards in the European Union, from the raw materials to manufacturing, helping us take care of the environment.",null
1573331738-12636,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,METALLIC THREAD T-SHIRT,https://www.zara.com/sg/en/metallic-thread-t-shirt-p05039940.html,METALLIC THREAD T-SHIRT Details,S$ 29.90,Black,"Semi-sheer T-shirt with a round neckline, long sleeves, metallic thread and lettuce edges.

This garment is not lined. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331421-12559,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,RUBBERISED PRINTED T-SHIRT,https://www.zara.com/sg/en/rubberised-printed-t-shirt-p00085455.html,RUBBERISED PRINTED T-SHIRT Details,S$ 45.90,White,"Round neck T-shirt with short sleeves and a contrast print on the front. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
