,brand,title,price,description,colour,material
1220,NAIN,Slim Fit Half Shorts,S$ 54.90,"- Monochrome toned shorts
- Mid rise
- Regular fit
- Front zip with button fastening
- 4 pockets
- Cotton blend",Ivory,Cotton blend
1221,Something Borrowed,Nylon Flare Shorts,S$ 29.90,"- Solid toned flare shorts
- Mid rise
- Regular fit
- Elasticised waistband
- 2 pockets
- Polyester",Pink,100% Polyester
1222,Something Borrowed,Nylon Flare Shorts,S$ 29.90,"- Shirred paperbag waist shorts
- High rise
- Regular fit
- Elasticised waist
- 2 side pockets
- Polyester",Seafoam,100% Polyester
1223,Something Borrowed,Terry Shorts With Contrast Piping,S$ 24.90,"- Contrast piping drawstring terry shorts
- Mid rise
- Regular fit
- Elasticated waistband with drawstring fastening
- Two side pockets
- Polyblend",Light Melange Grey,95% Polyester 5% Spandex
1224,ZALORA BASICS,Basic Baby Ruffle Hem Shorts,S$ 19.90,"- Polka dot print ruffle hem casual shorts
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband
- Polyblend",Black Large Spot Print,50% Polyester 50% Cotton Woven
1225,ZALORA BASICS,Basic Elasticated Ribbon Tie Shorts,S$ 19.90,"- Polka dot print waist tie casual shorts
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband with waist tie fastening
- 2 front side pockets
- Polyester",Black Regular Polka Dot,100% Polyester Woven
1226,Something Borrowed,Nylon Flare Shorts,S$ 29.90,"- Solid toned flare shorts
- Mid rise
- Regular fit
- Elasticised waistband
- 2 pockets
- Polyester",Light Grey,100% Polyester
1227,ZALORA BASICS,Basic Baby Ruffle Hem Shorts,S$ 19.90,"- Heart print ruffle hem casual shorts
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband
- Polyblend",Navy Mini Heart Print,100% Polyester Woven
1228,A-IN GIRLS,Quick-Drying Running Fitness Yoga Dance Shorts,S$ 156.45,"Body sculpting, 360-degree perfect body, perfect curve.

Suitable for: Leisure / Yoga / Running / Fitness / Dance / Outdoor Sports

- Comfortable fabric, breathable and quick-drying

- Elastic waistband

- Mesh stitching

- False two-piece design","black,green",Polyester fiber + spandex
1229,Violeta by MANGO,Plus Size Striped Bow Shorts,S$ 89.90,"- Striped waist tie detail shorts
- High rise
- Regular fit
- Button, zip and waist tie fastening
- 2 pocket design
- Cotton blend",Black,"67% Cotton, 33% Modal"
1230,ZALORA BASICS,Basic Baby Ruffle Hem Shorts,S$ 19.90,"- Melange hue ruffle hem casual shorts
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband
- Rayon blend",Blue Marl,100% Cotton Woven
1231,ZALORA BASICS,Basic Rolled Hem Sweat Shorts,S$ 19.90,"- Rolled hem drawstring sweat shorts
- High rise
- Regular fit
- Elasticated waistband with drawstring fastening
- Two side pockets
- Polyblend",Dusty Rose,80% Polyester 20% Cotton Knit
1232,Something Borrowed,Side Trim Bicycle Short Leggings,S$ 24.90,"- Contrast side stripe biker shorts
- High rise
- Slim fit
- Elasticated waistband
- Polyblend",Black/Yellow,95% Polyester 5% Spandex
1233,ESPRIT,Ribbon Shorts,S$ 89.95,"- Shorts with satin bow detail
- Sizing runs one size larger
- High rise
- Regular fit
- Zip-fly and hook fastening
- Self tie waist closure
- 2 pockets
- Polyester blend
- Model wears a size 36 and is 178cm tall",Black,"69% Polyester, 29% Viscose, 2% Elastane"
1234,Mango,High-Waist Shorts,S$ 55.90,"- Solid tone waist sash shorts
- Sizing runs one size larger
- High rise
- Unlined
- Regular fit
- Waist sash fastening
- 2 front side pockets
- Viscose blend",Pink,"90% Viscose, 10% Polyester"
1235,Pomelo,Speckled Pajama Shorts - White,S$ 19.00,"- Polyester
- Includes an elastic waistband
- Fits loosely on the body
- High-waisted fit
The Model has height: 175 cm and Bust / Waist / Hips: 79-60-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",White,100% Polyester
1236,ZALORA,Flare Shorts,S$ 29.90,"- Solid hue shorts with circular belt buckle
- Mid rise
- Regular fit
- Hook and zip fastening
- 2 side pockets
- Polyblend
- Model wears an S and is 174cm tall",Orange,95% Polyester 5% Spandex Woven
1237,Something Borrowed,Side Trim Bicycle Short Leggings,S$ 24.90,"- Contrast side stripe biker shorts
- High rise
- Slim fit
- Elasticated waistband
- Polyblend",Black/Coral,95% Polyester 5% Spandex
1238,Kodz,Tailored Skorts,S$ 49.90,"- Box pleat detail skorts
- Mid rise
- Regular fit
- Polyblend",Black,Polyblend
1239,Mango,Rolled-Up Hem Shorts,S$ 45.90,"- Stripe print roll up shorts with waist tie sash
- Mid rise
- Regular fit
- Front zip with hook fastening
- 2 pockets
- Cotton blend",Medium Blue,"98% Cotton, 2% Elastane"
1240,River Island,Lulu Belted City Shorts,S$ 46.90,"- Tie waist printed shorts
- High rise
- Regular fit
- Front zip and hook fastening
- Polyester
- Model wears a UK 8 and is 174cm tall",Pink Print,100% Polyester
1241,Violeta by MANGO,Plus Size Soft Fabric Shorts,S$ 59.90,"- Nude toned shorts
- Mid rise
- Regular fit
- Button and zip fastening
- 2 pockets
- Lyocell",Light Pastel Brown,100% Lyocell
1242,ESPRIT,Woven Paperbag Shorts,S$ 79.95,"- Solid tone tailored paperbag shorts
- Sizing runs one size larger
- High rise
- Lined
- Regular fit
- Hook and zip with waist tie fastening
- 2 front side pockets
- Lyocell
- Model wears a size 36 and is 174cm tall",Light Blue,100% Lyocell
1243,Pomelo,Frill Hem Elastic Waist Shorts - Light Grey,S$ 24.00,"- Polyester
- Showcases feminine frill details
- Includes an elastic waistband
- Includes a clasp and zipper closure
- Includes side pockets
The Model has height: 173 cm and Bust / Waist / Hips: 81-59-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Light Grey,100% Polyester
1244,Something Borrowed,Terry Shorts With Contrast Piping,S$ 24.90,"- Contrast piping drawstring terry shorts
- Mid rise
- Regular fit
- Elasticated waistband with drawstring fastening
- Two side pockets
- Polyblend",Black,95% Polyester 5% Spandex
1245,TOPSHOP,Black Utility Shorts,S$ 76.90,"- Monochrome paperbag shorts with waist tie sash
- Mid rise
- Regular fit
- Front zip with hook fastening
- 2 pockets
- Lyocell blend
- Model wears a UK 8 and is 174cm tall",Black,"60% Lyocell, 38% Cotton, 2% Elastane"
1246,ONLY,Piti Mini Push Up Shorts,S$ 49.00,"- Denim shorts with rip detail
- Medium rise
- Regular fit
- Button & zip fastening
- 5-pocket style
- Frayed hem
- Belt loops
- Cotton blend
- Model wears a size 26 and is 174cm tall",Medium Blue Denim,99% Cotton 1% Elastane
1247,Violeta by MANGO,Plus Size Soft Fabric Shorts,S$ 59.90,"- Solid tone casual shorts
- Mid rise
- Regular fit
- Button and zip fastening
- 2 pockets
- Lyocell",Black,100% Lyocell
1248,Cotton On Body,Mesh Panel Bike Shorts,S$ 24.99,"- Solid shade bike shorts with mesh panels
- High rise
- Slim fit
- Elasticated waistband
- Polyblend",Rose Sangria,"77% Polyester, 23% Elastane"
1249,Mango,Drawstring Waist Shorts,S$ 55.90,"- Faux leather shorts
- Sizing runs one size larger
- Mid rise
- Regular fit
- Elasticised waist
- 2 pockets
- Polyester
- Model wears an S and is 175cm tall",Black,100% Polyester
1250,ZALORA BASICS,Basic Self Tie Pleated Shorts,S$ 24.90,"- Printed pleated waist tie shorts
- High rise
- Regular fit
- Waist tie and zip fastening
- 2 pocket design
- Polyester
- Model wears an S and is 173cm tall",Brick Wave Print,100% Polyester
1251,Cotton On Body,Highwaist Running Shorts,S$ 24.99,"- Floral print running shorts with in-bulit bike shorts
- High rise
- Regular fit
- Elasticated waistband
- One zip pocket
- Polyblend
- Model wears an S and is 175cm tall",Atomic Roses,[]
1252,GAP,In City Shorts,S$ 47.90,"- Multi toned stripe shorts
- Mid rise
- Regular fit
- Front zip with button fastening
- 4 pockets
- Cotton
- Model wears a US 0 and is 174cm tall",Multi Stripe Sum,100% Cotton
1253,Mango,Pocket Linen Shorts,S$ 59.90,"- Solid tone patch pocket shorts
- Sizing runs one size larger
- High rise
- Regular fit
- Hook and zip fastening
- 2 front pockets
- 2 back pockets
- Comes with belt strap
- Viscose blend",Red,"62% Viscose, 38% Linen"
1254,ZALORA BASICS,Basic Button Front Pleat Shorts,S$ 19.90,"- Solid-toned shorts with pleats
- Medium rise
- Regular fit
- Button & zip fastening
- Elasticized waistband
- 2 side pockets
- Polyester
- Model wears an S and is 173cm tall",Navy,100% Polyester
1255,ZALORA,High Waisted Shorts With Side Stripe,S$ 29.90,"- Side stripe shorts
- High rise
- Unlined
- Regular fit
- Back zip fastening
- Polyester
- Model wears an S and is 170cm tall",Blue,100% Polyester
1256,Pomelo,Mixed Print Ruffled Hem Shorts - Green,S$ 39.00,"- Polyester
- Ties at the waist
- Features a detachable belt detail
- Includes an elastic waistband
The Model has height: 171 cm and Bust / Waist / Hips: 76-61-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Green,100% Polyester
1257,Billabong,Jays All Day Shorts,S$ 49.90,"- Palm print casual shorts
- High rise
- Unlined
- Regular fit
- Elasticised waistband
- 2 front side pockets
- Cotton
- Model wears an S and is 174cm tall",Fuego,100% Cotton
1258,Mango,Check Skort,S$ 55.90,"- Checkered print tort button skort
- Sizing runs one size larger
- Mid rise
- Unlined
- Regular fit
- Front button fastening
- Polyblend",Light Beige,"65% Polyester, 33% Viscose, 2% Elastane"
1259,Vero Moda,Eva High Rise Paperbag Short Check Skirt,S$ 59.00,"- Paperbag shorts with check print
- High rise
- Regular fit
- Hook & zip fastening
- Self-tie waist closure
- 2 side pockets
- Polyester blend
- Model wears an S and is 177cm tall",Grey/Brown/ Rust,"65% Polyester, 33% Viscose, 2% Elastane"
1260,Something Borrowed,Side Mesh Panel Running Shorts,S$ 24.90,"- Running inspired shorts with mesh sides
- Mid rise
- Regular fit
- Elasticised waist
- Polyester",Black/White,100% Polyester
1261,ZALORA BASICS,Basic Wrap Shorts,S$ 24.90,"- Solid tone mini wrap tie skorts
- High rise
- Unlined
- Regular fit
- Zip and tie fastening
- Polyester",Black,100% Polyeser
1262,Something Borrowed,Side Mesh Panel Running Shorts,S$ 24.90,"- Running inspired shorts with mesh sides
- Mid rise
- Regular fit
- Elasticised waist
- Polyester",Dark Grey/White,100% Polyester
1263,NA-KD,Paper Bag Cotton Shorts,S$ 80.90,"- Solid toned paper bag shorts with waist tie sash
- Mid rise
- Regular fit
- Elasticised waistband
- 4 pockets
- Cotton blend",Pink,Blend
1264,L'Academie,Poppy Shorts(Revolve),S$ 182.00,"Self: 55% linen 45% cottonLining: 95% rayon 5% elastane
Hand wash cold
Front flap details
Back hidden zipper closure
Shorts measure approx 12",Slate,[]
1265,Something Borrowed,Flutter Hem High Waist Shorts,S$ 32.90,"- Frilled trim floral printed shorts
- High rise
- Regular fit
- Side zip fastening
- Polyester
- Model wears an S and is 170cm tall",Navy,100% Polyester Woven
1266,YG Fitness,Quick-Drying Running Fitness Yoga Dance Shorts,S$ 175.00,"Body sculpting, 360-degree perfect body, perfect curve.
Fit: Leisure / Yoga / Running / Fitness / Dance / Outdoor Sports
- Comfortable fabric, breathable and quick-drying
- Elastic waistband
- two-layers design
- Four-needle six-line exquisite craftsmanship, firm tear resistance",black,"Polyester fiber, spandex"
1267,ZALORA BASICS,Basic Rolled Hem Shorts,S$ 19.90,"- Solid toned shorts with rolled hem details
- Mid rise
- Regular fit
- Front zip with button fastening
- 2 pockets
- Polyblend
- Model wears an S and is 173cm tall",Tan,55% Polyester 45% Rayon Woven
1268,Violeta by MANGO,Plus Size Denim Bermuda Shorts,S$ 59.90,"- Casual denim bermuda shorts
- Medium rise
- Skinny fit
- Button & zip fastening
- 5-pocket style
- Belt loops
- Cotton blend",White,"98% Cotton, 2% Elastane"
1269,Bossini,Pleated Linen Blend Shorts,S$ 43.90,"- Contrasting-striped shorts in French linen blend fabric with pleats at front
- Features an A-shaped cutting on the cuffs and a detachable belt
- Button and zip fastening
- Belt loops
- Side pocket",Khaki,"50% linen, 50% cotton"
1270,A-IN GIRLS,Elastic Waist Casual Shorts,S$ 175.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",yellow,"98% Cotton, 2% Spandex"
1271,[],[],[],[],[],[]
1272,Something Borrowed,Flutter Hem High Waist Shorts,S$ 32.90,"- Frilled trim floral printed shorts
- High rise
- Regular fit
- Side zip fastening
- Polyester
- Model wears an S and is 170cm tall",Navy,100% Polyester Woven
1273,YG Fitness,Quick-Drying Running Fitness Yoga Dance Shorts,S$ 175.00,"Body sculpting, 360-degree perfect body, perfect curve.
Fit: Leisure / Yoga / Running / Fitness / Dance / Outdoor Sports
- Comfortable fabric, breathable and quick-drying
- Elastic waistband
- two-layers design
- Four-needle six-line exquisite craftsmanship, firm tear resistance",black,"Polyester fiber, spandex"
1274,ZALORA BASICS,Basic Rolled Hem Shorts,S$ 19.90,"- Solid toned shorts with rolled hem details
- Mid rise
- Regular fit
- Front zip with button fastening
- 2 pockets
- Polyblend
- Model wears an S and is 173cm tall",Tan,55% Polyester 45% Rayon Woven
1275,Violeta by MANGO,Plus Size Denim Bermuda Shorts,S$ 59.90,"- Casual denim bermuda shorts
- Medium rise
- Skinny fit
- Button & zip fastening
- 5-pocket style
- Belt loops
- Cotton blend",White,"98% Cotton, 2% Elastane"
1276,Bossini,Pleated Linen Blend Shorts,S$ 43.90,"- Contrasting-striped shorts in French linen blend fabric with pleats at front
- Features an A-shaped cutting on the cuffs and a detachable belt
- Button and zip fastening
- Belt loops
- Side pocket",Khaki,"50% linen, 50% cotton"
1277,A-IN GIRLS,Elastic Waist Casual Shorts,S$ 175.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",yellow,"98% Cotton, 2% Spandex"
1278,GAP,Pride Shorts,S$ 81.90,"- Denim shorts with woven rainbow stripes detail
- Unlined
- Mid rise
- Slim fit
- Front zip and button closure
- 5-pocket design
- Cotton blend
- Model wears a size 26 in and is 178cm tall",Medium Indigo,"99% Cotton, 1% Elastane"
1279,Mango,Bowed Denim Short,S$ 59.90,"- Denim shorts with waist tie sash
- Mid rise
- Regular fit
- Zip with button fastening
- 4 pockets
- Cotton",Open Grey,100% Cotton
1280,Pomelo,Tweed Raw Hem Shorts - Pink,S$ 34.00,"- Polyester
- Tweed
- High rise fit
- Features a raw hemline
- Includes an invisible back zip
The Model has height: 173 cm and Bust / Waist / Hips: 77-57-87 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Pink,100% Polyester
1281,ESPRIT,Woven Paperbag Shorts,S$ 79.95,"- Solid tone tailored paperbag shorts
- Sizing runs one size larger
- High rise
- Lined
- Regular fit
- Hook and zip with waist tie fastening
- 2 front side pockets
- Lyocell
- Model wears an S and is 175cm tall",Off White,100% Lyocell
1282,Guess,Gladys Bermuda Shorts,S$ 129.00,"- Solid hue casual bermuda shorts
- Medium rise
- Regular fit
- Snap button & zip fastening
- Pin-buckle belted waist
- 4-pocket style
- Belt loops
- Cotton
- Model wears a size 26 in and is 176cm tall",Pink,100% Cotton
1283,Something Borrowed,Side Trim Bicycle Short Leggings,S$ 24.90,"- Contrast side stripe biker shorts
- High rise
- Slim fit
- Elasticated waistband
- Polyblend",Black/Silver,95% Polyester 5% Spandex
1284,NA-KD,Paper Bag Cotton Shorts,S$ 80.90,"- Solid toned paper bag shorts with waist tie sash
- Mid rise
- Regular fit
- Elasticised waistband
- 4 pockets
- Cotton blend",White,Blend
1285,ZALORA,Co-ord Balloon Shorts,S$ 29.90,"- Solid-tone plain shorts with front tie
- Unlined
- High rise
- Regular fit
- Back zip closure
- Waist belt fastening
- 2 side pockets
- Polyblend
- Model wears an S and is 170cm tall",Burnt Orange,Blend
1286,ESPRIT,Striped Casual Shorts,S$ 89.95,"- Stripe print high waisted shorts
- Sizing runs one size larger
- Unlined
- High rise
- Regular fit
- Front zip and hook closure
- 2 side pockets
- Faux back pockets
- Cotton blend
- Model wears a size 36 and is 176cm tall",Light Blue,[]
1287,ESPRIT,Denim Shots,S$ 89.95,"- Paperbag waist denim shorts
- Sizing runs one size larger
- High rise
- Regular fit
- Button fastening
- Cotton blend",Blue Medium Wash,58% Cotton 42% Linen
1288,Tularosa,Vikki Shorts(Revolve),S$ 197.00,"Self: 78% rayon 19% linen 3% elastaneLining: 100% rayon
Hand wash cold
Front double breasted style button accents
Ruffled trim
Hidden side zipper closure",Beige,[]
1289,Guess,Gladys Bermuda Shorts,S$ 129.00,"- Solid hue casual bermuda shorts
- Medium rise
- Regular fit
- Snap button & zip fastening
- Pin-buckle belted waist
- 4-pocket style
- Belt loops
- Cotton
- Model wears a size 26 in and is 176cm tall",Yellow,100% Cotton
1290,NAIN,High Waist Paperbag Linen Belted Shorts,S$ 64.90,"- Solid toned shorts with belted waist
- High rise
- Regular fit
- 2 pockets
- Linen blend",Khaki Brown,Linen blend
1291,ZALORA,Shorts With Buckle Details,S$ 29.90,"- Solid shade buckle belted shorts
- High rise
- Regular fit
- Front zip and adjustable belt fastening
- Two side pockets
- Polyester
- Model wears an S and is 170cm tall",Red,100% Polyester
1292,Cotton On Body,Rib Panelled Gym Short,S$ 24.99,"- Solid shade ribbed active gym shorts
- High rise
- Slim fit
- Elasticated waistband
- Two side pockets
- Polyblend
- Model wears an S and is 175cm tall",Black,[]
1293,superdown,Alex Tie Waist Short(Revolve),S$ 71.00,"97% cotton 3% spandex
Hand wash cold
Zip fly with button closure
Adjustable tie belt
Cuffed leg openings
Shorts measure approx 15 in length",Red,[]
1294,River Island,Lulu Gingham Shorts,S$ 50.90,"- Gingham print tie waist shorts
- High rise
- Regular fit
- Front zip and hook fastening
- Viscose blend
- Model wears a UK 8 and is 174cm tall",Black Gingham,"64% Viscose, 35% Polyester, 1% Elastane"
1295,ZALORA BASICS,Basic Rolled Hem Sweat Shorts,S$ 19.90,"- Rolled hem drawstring sweat shorts
- High rise
- Regular fit
- Elasticated waistband with drawstring fastening
- Two side pockets
- Polyblend",Dove Blue,80% Polyester 20% Cotton Knit
1296,FOREVER 21,Paperbag Belted Denim Shorts,S$ 51.90,"- Solid tone denim paperbag shorts
- High rise
- Regular fit
- Zip-fly, hook and self tie fastening
- 4 pockets
- Cotton blend",Medium Denim,Cotton blend
1297,Mango,Cotton Organic Short,S$ 49.90,"- Rip detail denim shorts
- Sizing runs one size larger
- Mid rise
- Regular fit
- Button and zip fastening
- Frayed finish
- Cotton blend",Light Beige,"50% Cotton, 25% Organic Cotton, 25% Recycled Cotton"
1298,WAREHOUSE,Toucan Print Shorts,S$ 79.90,"- Toucan print casual shorts
- High rise
- Unlined
- Regular fit
- Elasticised waistband
- 2 front side pockets
- Viscose
- Model wears a UK 8 and is 174cm tall",Green Print,100% Viscose
1299,ESPRIT,Denim Shorts,S$ 89.95,"- Ice cream print drawstring denim shorts with frayed hem
- Sizing runs one size larger
- Mid rise
- Regular fit
- Drawstring and elasticated waistband fastening
- Cotton blend",Blue,"99% Cotton, 1% Elastodiene"
1300,Dorothy Perkins,Midwash Abr K.Shorts,S$ 53.90,"- Slight fade ripped denim shorts
- High rise
- Regular fit
- Button and zip fastening
- 5 pocket design
- Cotton blend
- Model wears a UK 14 and is 180cm tall",Blue,[]
1301,GAP,Dorothy Destroy Shorts,S$ 74.90,"- Solid-tone denim shorts with ripped detail
- Unlined
- Mid rise
- Slim fit
- Front zip and button closure
- 5-pocket design
- Cotton blend
- Model wears a size 26 in and is 178cm tall",Light Destroy,"99% Cotton, 1% Spandex"
1302,Impression,Junior Bra Set,S$ 31.80,"Top
- Perforated bra with piping detail
- Slim fit
- Removable padding
- Elasticised band
- Cotton blend

Bottom
- Perforated shorts with piping detail
- Mid rise
- Regular fit
- Elasticised waist
- Cotton blend
- Model wears a size ONE SIZE and is 172cm tall",Black/Grey,Blend
1303,Impression,Junior Bra Set,S$ 31.80,"Top
- Perforated bra with piping detail
- Slim fit
- Removable padding
- Elasticised band
- Cotton blend

Bottom
- Perforated shorts with piping detail
- Mid rise
- Regular fit
- Elasticised waist
- Cotton blend
- Model wears a size One Size and is 172cm tall",Pink/Blue,Blend
1304,Impression,Junior Bra Set,S$ 31.80,"Top
- Perforated bra with piping detail
- Slim fit
- Removable padding
- Elasticised band
- Cotton blend

Bottom
- Perforated shorts with piping detail
- Mid rise
- Regular fit
- Elasticised waist
- Cotton blend
- Model wears a size One Size and is 172cm tall",Nude/Pink,Blend
1305,Impression,Junior Bra Set,S$ 31.80,"Top
- Perforated bra with piping detail
- Slim fit
- Removable padding
- Elasticised band
- Cotton blend

Bottom
- Perforated shorts with piping detail
- Mid rise
- Regular fit
- Elasticised waist
- Cotton blend
- Model wears a size One Size and is 172cm tall",Yellow/Orange,Cotton
1306,OVS,Denim Wrapover Skirt With Pockets,S$ 35.90,"- Faded denim raw hem skort
- Mid rise
- Unlined
- Regular fit
- Button and zip fastening
- Four pocket style
- Cotton
- Model wears a size 40 and is 173cm tall",medium blue,100% Cotton
1307,Mango,Striped Linen Shorts,S$ 59.90,"- Stripe print shorts
- Sizing runs one size larger
- High rise
- Unlined
- Regular fit
- Hook, button and zip fastening
- 2 side pockets
- Polyblend",Orange,"47% Polyester, 27% Linen, 25% Viscose, 1% Elastane"
1308,ZALORA,Co-ord Balloon Shorts,S$ 29.90,"- Solid-tone plain shorts with front tie
- Unlined
- High rise
- Regular fit
- Back zip closure
- Waist belt fastening
- 2 side pockets
- Polyblend
- Model wears an S and is 170cm tall",Light Grey,Blend
1309,Supre,Amalfi Paperbag Waist Shorts,S$ 40.00,"- Solid tone paperbag style denim shorts
- High rise
- Regular fit
- Elasticated waistband fastening
- 2 pocket design
- Cotton blend
- Model wears a size AUS 8 and is 176cm tall",Washed Black,"64% Cotton, 17% Polyester, 17% Viscose, 2% Polyamide"
1310,Factorie,Cord Paperbag Shorts,S$ 39.95,"- Solid-colour ribbed paperbag shorts
- High rise
- Regular fit
- Zip-fly fastening
- 2 button fastening
- Elasticised waistband
- 4 pockets
- Cotton
- Model wears a size AUS 6 and is 176cm tall",Slate,Cotton
1311,Bossini,Pleated Linen Blend Shorts,S$ 43.90,"- Shorts in French linen blend fabric with pleats at front
- Features an A-shaped cutting on the cuffs and a detachable belt
- Belt loops
- Side pocket",White,"58% linen, 42% viscose"
1312,River Island,Mom PU Short With Western Belt,S$ 63.90,"- Solid tone belted mom shorts
- High rise
- Unlined
- Regular fit
- Button and zip with waist belt fastening
- Four pocket style
- Polyurethane
- Model wears a UK 8 and is 175cm tall",Black,[]
1313,Glamorous,Tie Waist Shorts,S$ 51.00,"- Solid toned shorts with waist tie sash
- Mid rise
- Regular fit
- Elasticised waistband
- Polyester
- Model wears an S and is 172cm tall",Magenta,100% Polyester
1314,YG Fitness,Sports Running Fitness Yoga Dance Shorts,S$ 149.00,"Body sculpting, 360-degree perfect body, perfect curve.
Fit: Leisure / Yoga / Running / Fitness / Dance / Outdoor Sports
- Comfortable fabric, breathable and quick-drying
- Elastic waistband
- Anti-light lining",grey,"Spandex, Nylon"
1315,ONLY,Lima Shorts,S$ 49.00,"- Satin shorts with lace detail
- Medium rise
- Regular fit
- Elasticized waistband
- Self-tie waist 
- Scalloped hem
- Polyester
- Model wears a size 36 and is 170cm tall",Black/Disco Jungle,100% Polyester
1316,Dorothy Perkins,Dp Plus Size Navy Linen Tie Waist Shorts,S$ 53.90,"- Solid tone waist tie shorts
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband with waist tie fastening
- 2 front side pockets
- Linen blend",Navy Blue,Garment: Linen(58%) Viscose(42%)
1317,NAIN,Pocket High Waist Linen Shorts,S$ 69.90,"- Linen shorts with pleat detail
- High rise
- Regular fit
- Elasticized waistband
- 2 side pockets
- Linen blend",Beige,Linen blend
1318,Pomelo,Hearts Print Peplum Bandeau Top - Black,S$ 29.00,"- Polyester
- Peplum silhouette
- Bandeau top
- Fun smock details
- Hugs the shape of the body
The Model has height: 177 cm and Bust / Waist / Hips: 79-61-90 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",Black,100% Polyester
1319,A-IN GIRLS,Quick-Drying Running Fitness Yoga Two-Layer Shorts,S$ 156.45,"Body sculpting, 360-degree perfect body, perfect curve.

Suitable for: Leisure / Yoga / Running / Fitness / Outdoor Sports
- Comfortable fabric, breathable and quick-drying
- Two-Layer design
- Elastic waistband",black,Polyester Fiber + Spandex
1320,L'Academie,The Remy Short(Revolve),S$ 196.00,"Self: 97% poly 3% elastaneContrast: 100% rayon
Hand wash cold
Crepe fabric
Zip fly with side button closures
Pleated detail",Tan,[]
1321,ZALORA,Button Details Shorts,S$ 29.90,"- Waffle textured buttons detail shorts
- High rise
- Regular fit
- Zip fastening
- 2 pocket design
- Polyblend
- Model wears an S and is 174cm tall",Off White,"95% Polyester, 5% Spandex"
1322,Violeta by MANGO,Cotton Striped Shorts,S$ 59.90,"- Striped belted shorts
- High rise
- Regular fit
- Elasticated waistband fastening
- 2 pocket design
- Cotton",Medium Brown,100% Cotton
1323,Violeta by MANGO,Plus Size Denim Bermuda Shorts,S$ 59.90,"- Denim bermudas with turnover hem
- Mid rise
- Regular fit
- Button and zip fastening
- 5 pocket style
- Cotton blend",Open Blue,"98% Cotton, 2% Elastane"
1324,ESPRIT,Woven Shorts,S$ 89.95,"- Solid tone button detail shorts
- Sizing runs one size larger
- Mid rise
- Regular fit
- Button and zip fastening
- 2 pocket design
- Polyblend
- Model wears a size 34 and is 175cm tall",Red,"62% Polyester, 32% Viscose, 6% Elastodiene"
1325,Compania Fantastica,Daisy Culotte Shorts,S$ 54.90,"- Daisy print shorts
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband
- 2 front side pockets
- Polyester",Blue,Polyester
1326,OVS,Worn-Effect Denim Shorts,S$ 35.90,"- Washed effect raw hem denim shorts with ripped detailing
- High rise
- Regular fit
- Front zip and button fastening
- Five-pocket style
- Cotton
- Model wears a size 40 and is 173cm tall",Black,[]
1327,Majorelle,Whitney Short(Revolve),S$ 197.00,"Self: 100% polyLining: 97% poly 3% elastane
Hand wash cold
Allover sequin embellishment
Hidden back zipper closure
Shorts measure approx 13 in length
Imported","Black,Metallic Gold",[]
1328,ZALORA,Patch Pocket Shorts,S$ 29.90,"- Openwork detail waist tie shorts
- High rise
- Regular fit
- Zip and waist tie fastening
- 2 pocket design
- Cotton
- Model wears an S and is 174cm tall",Dusty Pink,97% Polyester 3% Spandex Knit
1329,ZALORA BASICS,Basic Bermuda Shorts,S$ 29.90,"- Solid tone pleated shorts
- Mid rise
- Unlined
- Regular fit
- Hook and zip fastening
- 2 front side pockets
- Polyester
- Model wears an S and is 173cm tall",Light Taupe,100% Polyester
1330,FOREVER 21,Floral Tie Front Shorts,S$ 44.90,"- Printed shorts with front tie
- Medium rise
- Regular fit
- Back zip fastening
- Front self-tie closure
- Rayon
- Model wears an S and is 174cm tall",Ivory/Multi,100% Rayon
1331,Violeta by MANGO,Cotton Striped Shorts,S$ 59.90,"- Striped belted shorts
- High rise
- Regular fit
- Elasticated waistband fastening
- 2 pocket design
- Cotton",Navy,100% Cotton
1332,GAP,High Rise Shorts,S$ 73.90,"- Bleached wash raw hem denim shorts with side slits
- High rise
- Regular fit
- Front zip and button fastening
- Five-pocket style
- Cotton blend
- Model wears a size 26 in and is 178cm tall",Bleach Blue,"80% Cotton, 18% Rayon, 2% Spandex"
1333,Compania Fantastica,Cloud Shorts,S$ 61.90,"- Pleated shorts with tied waist
- High rise
- Regular fit
- Hook & zip fastening
- Self-tie waist closure
- 2 side pockets
- Cotton",White,100% Cotton
