,brand,title,price,description,colour,material
0,FILA,Fusion Side Taped Jacket,S$ 228.00,"- FILA Fusion Collection
- High neck woven jacket
- FILA logo side taping
- Embroidered FILA logo at the front
- Color blocks at sleeves
- Front zip fastening
- Two side pockets
- Female model is 174cm and is wearing a size M
- Male model is 182cm and is wearing a size M","Black, White, Red",100% Polyester
1,NA-KD,Teddy Maxi Coat,S$ 170.90,"- Solid tone longline maxi faux fur coat
- Notch lapel collared neckline
- Lined
- Regular fit
- Snap button fastening
- 2 front side pockets
- Polyester
- Model wears a size 34 and is 174cm tall",Cream,[]
2,ONLY,Louisa Wool Coat,S$ 129.00,"- Solid hue structured long coat
- Notch lapels
- Regular fit
- Front button fastening
- 2 side pockets
- Long sleeves
- Polyester blend
- Model wears an S and is 174cm tall",Pumpkin Spice,[]
3,Pieces,Hira Long Jacket,S$ 149.00,"- Solid tone faux fur trim hooded jacket
- Hooded neckline
- Lined
- Regular fit
- Snap button and zip with waist drawcord fastening
- 2 front side pockets
- Cotton blend
- Model wears an S and is 175cm tall",Black,"63% Cotton, 37% Polyamide"
4,Calvin Klein,Iconic Omega Trucker Jacket - Calvin Klein Jeans,S$ 419.00,"- Washed out denim jacket with rear logo patch
- Collared neckline
- Relaxed fit
- Unlined
- Button down fastening
- 2 front patch pockets
- 2 inner side pockets
- Cotton
- Model wears an S and is 175cm tall",Iconic Harvest,100% Cotton
5,Glamorous,Biker Lapel Jacket,S$ 116.90,"- Solid tone belted faux leather jacket with chain detail
- Lined
- Notch lapel neckline
- Regular fit
- Front zip closure
- Belt fastening
- 2 front zipper pockets
- Polyurethane
- Model wears an S and is 175cm tall",Black,100% Polyurethane
6,Mango,Hooded Wool Coat,S$ 159.00,"- Solid hue coat
- Sizing runs one size larger
- Lined
- High neckline
- Regular fit
- Zip fastening
- 2 pockets
- Polyblend",Light Beige,"85% Polyester, 15% Wool"
7,Brave Soul,Longer Length Parka,S$ 177.90,"- Faux fur hood lining long parka
- Hood neckline
- Regular fit
- Button and zip fastening
- 2 pocket design
- Cotton
- Model wears a UK 10 and is 173cm tall",Black/White,100% Cotton
8,FILA,Hooded Down Jacket,S$ 408.00,"- Regular fit
- Comfortable and wear resistant
- Good warmth retention
- FILA LOGO at front and back","Red, White",Polyester
9,Pomelo,Button Up Waist Tie Trench Coat - Pink,S$ 54.00,"- Polyester
- Includes a button up placket
- Ties at the waist
- Includes side pockets
- Features pleated details
- Features button details",Pink,100% Polyester
10,Glamorous,Contrast Lining Twill Jacket,S$ 77.90,"- Contrast seam twill jacket with pocket detail
- Unlined
- Collar neckline
- Regular fit
- Front button closure
- 2 front pockets
- Cotton
- Model wears an S and is 175cm tall",WHITE,[]
11,FOREVER 21,Cropped Fur Trim Jacket,S$ 87.90,"- Solid tone corduroy jacket with chest pockets
- Lined
- Collar neckline
- Regular fit
- Front button closure
- 2 chest pockets
- Cotton blend",Black,"99% Cotton, 1% Spandex"
12,River Island,Tartan Adriana Coat,S$ 155.90,"- Longline coat with plaid print
- Lined
- Regular fit
- Snapbutton fastening
- 2 pockets
- Polyester blend
- Model wears a UK 8 and is 175cm tall",Red Check,"78% Polyester, 7% Acrylic, 5% Wool, 4% Viscose, 4% Cotton, 2% Nylon"
13,ZALORA BASICS,Basic Long Line Coat,S$ 69.90,"- Longline woven coat with plaid print
- Lined
- Regular fit
- Front button fastening
- 2 pockets
- Polyester",Grey Check,100% Polyester
14,Abercrombie & Fitch,Cropped Girlfriend Denim Jacket,S$ 184.00,"- Ripped detailing crop girlfriend denim jacket with faux fur lined collar
- Sizing runs one size larger
- Collared neckline
- Unlined
- Regular fit
- Front button fastening
- Two buttoned chest pockets
- Cotton
- Model wears an S and is 175cm tall",Light Wash,100% Cotton
15,Lorna Jane,Chill Time Maxum Jacket,S$ 143.99,"- Melange hue casual zip jacket
- High neckline
- Unlined
- Slim fit
- Zip fastening
- 2 side zip pockets
- Moisture wicking and breathable
- Polyblend
- Model wears an S and is 173cm tall",Jacaranda Purple,"94% Polyester, 5% Elastane"
16,ESPRIT,Blazer Coat,S$ 329.95,"- Blazer style coat
- Sizing runs one size larger
- Notched collar
- Lined
- Regular fit
- Button fastening
- 2 pockets
- Wool blend
- Model wears an S and is 173cm tall",Navy,70% Wool 20% Polyamide 10% Cashmere
17,Mango,Pockets Leather Jacket,S$ 299.00,"- Tie waist longline leather jacket
- Sizing runs one size larger
- Collared neckline
- Lined
- Regular fit
- Front button and tie waist fastening
- Four pockets
- Sheep leather",Black,100% Sheep Leather
18,River Island,The Black Carey Overshirt,S$ 109.90,"- Monochrome wool textured overshirt
- Standard collared neckline
- Unlined
- Regular fit
- Button fastening
- 2 side pockets
- 2 chest button flap pockets
- Polyblend
- Model wears a UK 8 and is 173cm tall",Black/White,"79% Polyester, 21% Wool"
19,Vero Moda,Anna Faux Shearling Short Jacket,S$ 159.00,"- Shearling lined jacket
- Notch collar neckline
- Lined
- Regular fit
- Zip fastening
- 2 pockets
- Polyester
- Model wears an S and is 173cm tall",Tigers Eye/detail:white Teddy,100% Polyester
20,Under Armour,UA Favorite Terry Fz Bomber Jacket,S$ 99.00,"- Best for training
- Melange toned bomber jacket
- Unlined
- High neckline
- Regular fit
- Zip fastening
- 2 pockets
- Cotton blend
- Model wears an S and is 174cm tall",Aluminum Light Heather/Steel Light Heather/Tonal,"80% Cotton, 20% Polyester"
21,ZALORA,Longline Coat,S$ 89.90,"- Solid tone fuzzy textured coat
- Unlined
- Regular fit
- Front button fastening
- Polyester blend",Dusty Pink,70% Polyester 30% Nylon
22,Mango,Denim Cotton Jacket,S$ 89.90,"- Solid tone long sleeve jacket with sash
- Sizing runs one size larger
- Collar neckline
- Regular fit
- Front button closure
- Self tie fastening
- 2 chest pockets
- 2 side pockets
- Cotton",Khaki,100% Cotton
23,FOREVER 21,Longline Trench Coat,S$ 140.90,"- Solid shade tie sleeve trench coat with eyelet details
- Notch lapel neckline
- Lined
- Regular fit
- Front button fastening
- Two side pockets
- Polyblend",Camel,"88% Polyester, 10% Rayon, 2% Spandex"
24,TOPSHOP,Burgundy Editor Overcoat,S$ 159.00,"- Soft melton double breasted overcoat
- Peak lapel neckline
- Relaxed fit
- Front button closure
- Front pockets
- Polyblend",BURGUNDY,"89% Polyester, 11% Viscose"
25,ESPRIT,Woven Indoor Vest,S$ 149.95,"- Solid tone quilted vest with hood
- Sizing runs one size larger
- Lined
- High neckline with hood
- Regular fit
- Front zip closure
- 2 side pockets
- 1 inner pockets
- Polyester",Navy,100% Polyester
26,A-IN GIRLS,Temperament Lapel Short Coat (Including Belt),S$ 279.20,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",beige,"64% Polyester, 27% Acrylic, 5.5% Viscose, 3.5% Other Fibers"
27,Superdry,Core Down Hooded Jacket,S$ 219.00,"- Neon coloured down jacket
- Hooded neckline
- Unlined
- Regular fit
- Zip fastening
- 2 side pockets with zip
- Polyester
- Model wears a UK 8 and is 177cm tall",Acid,100% Polyester
28,Superdry,Hyper Core Down Jacket,S$ 219.00,"- Patch detail down jacket
- Hooded neckline
- Lined
- Regular fit
- Zip fastening
- 2 pockets
- Nylon",Gunmetal,100% Nylon
29,ZALORA BASICS,Basic Oversized Double Breasted Coat,S$ 59.90,"- Solid toned breasted coat
- Unlined
- Lapel neckline
- Regular fit
- Button fastening
- 2 pockets
- Polyester",Burnt Orange,100% Polyester
30,French Connection,Carmelita Plat Felt Cross Over Coat,S$ 363.90,"- Classy solid tone coat
- High neckline
- Regular fit
- Front snap buttons fastening
- 2 side pockets
- Long sleeves
- Lined
- Wool blend
- Model wears a UK 8 and is 173cm tall",Camel,"75% Wool, 20% Polyamide, 5% Cashmere"
31,Superdry,Lucy Rookie Parka,S$ 249.00,"- Solid shade faux fur trimmed hooded parka
- Hooded neckline
- Lined
- Regular fit
- Front zip and button fastening
- Two zip and snap button fastened pockets
- Cotton
- Model wears a UK 8 and is 174cm tall",Khaki,100% Cotton
32,Alpha Style,Annabelle Down Padded Jacket,S$ 674.00,"- Down filled using with Responsible Down Standard (RDS)
- 700+ fill power
- Filled puff collar with drawstring
- Snap and zip front closure
- Slanted welt pockets on front
- Zip and flap bellow pocket on right chest
- Drawstring on collar
- Cropped body length",Black,Shell: 85% Polyester 15% Cotton / Lining: 100% Polyester
33,Reebok,Classics Reserve V Track Jacket,S$ 99.00,"- Graphic track jacket
- Turtleneck neckline
- Regular fit
- Zip fastening
- 2 pocket design
- Polyester
- Model wears an S and is 176cm tall",Black,100% Polyester
34,Miss Selfridge,PETITES NUDE MINI WRAP COAT,S$ 189.90,"- Solid tone tie front twill coat
- Lined
- Lapel neckline
- Regular fit
- Self tie closure
- 2 sewn front pockets
- Polyester
- Model wears a UK 8 and is 174cm tall",PINK,100% Polyester
35,Superdry,Spirit Puffer Icon Jacket,S$ 179.00,"- Contrast trims hooded puffer jacket
- Hooded neckline
- Lined
- Regular fit
- Front zip fastening
- Adjustable bungee cord hood
- Two zip pockets
- Polyester
- Model wears a UK 8 and is 176cm tall",Black,100% Polyester
36,Reebok,Classics Foundation Gigi X Convertible Vest-Jacket,S$ 118.00,"- Best for lifestyle
- Gigi Hadid x Reebok utility hooded vest jacket
- Detachable sleeves and hoodie
- Collared neckline
- Lined
- Regular fit
- Zip fastening
- 4 front flap pockets
- Nylon
- Model wears an S and is 177cm tall",Sheer Blue/Field Tan,[]
37,ESPRIT,Fur Vest,S$ 169.95,"- Faux fur long vest
- Sizing runs one size larger
- High neckline
- Lined
- Longline fit
- Zip fastening
- 2 pockets
- Polyester
- Model wears an S and is 173cm tall",Camel,100% Polyester
38,Superdry,Icelandic Parka,S$ 289.00,"- Solid tone quilted jacket with fur hood
- Lined
- Regular fit
- Front button and zip fastening
- 2 pockets
- Polyester",Black,100% Polyester
39,Guess,Embroidered Bomber Jacket,S$ 396.00,"Get the most-in print on this embroidered bomber jacket, featuring palm tree embroidery and bling sequins.

- Ribbed hems and zip closure.
- 100% Polyester
- Hand wash",Blue,100% Polyester
40,Superdry,Velocity Technical Windcheater,S$ 179.00,"- Contrast trims hooded windcheater jacket
- Hooded neckline
- Lined
- Regular fit
- Front zip fastening
- Adjustable bungee cord hood and hem
- Four pockets with zip fastening
- Cuffs with thumbholes
- Nylon
- Model wears a UK 8 and is 176cm tall",Black,100% Nylon
41,L'urv,Keeping Cosy Jacket,S$ 154.90,"- Two tone hooded bomber jacket with teddy lining
- Lined
- Hooded neckline
- Regular fit
- Front zip closure
- 2 side snap button pocket
- Polyester
- Model wears an S and is 176cm tall",Black,100% Polyester
42,TOPSHOP,Charcoal Borg Jacket,S$ 159.00,"- Oversized borg jacket with button detail
- Collar neckline
- Overszied fit
- Front button closure
- Polyblend",Charcoal,"61% Polyester, 39% Acrylic"
43,Superdry,Tech Velocity Windcheater Jacket,S$ 189.00,"- Solid shade hooded windcheater jacket with contrasting details
- Partially lined
- Hooded neckline
- Regular fit
- Front zip closure
- Drawstring fastening
- 2 front zip pockets
- Nylon blend
- Model wears a UK 8 and is 174cm tal",Cool Aqua Marl/Optic White,"70% Nylon, 30% Polyester"
44,Mango,Hooded Wool Coat,S$ 159.00,"- Solid shade hooded midi coat
- Sizing runs one size larger
- Hood neckline
- Regular fit
- Front zip fastening
- 2 front pockets
- Long cuffed sleeves
- Polyester blend",Medium Grey,"62% Polyester, 30% Wool, 5% Acrylic, 2% Polyamide, 1% Viscose"
45,FOREVER 21,Faux Fur Trimmed Parka,S$ 140.90,"- Faux fur trim hooded parka
- Hooded neckline
- Lined
- Regular fit
- Front zip and button fastening
- Drawstring waist and hem
- Polyblend",Olive,"65% Polyester, 35% Cotton"
46,Miss Selfridge,CREAM FAUX FUR BELTED COAT,S$ 213.90,"- O-ring belted coat
- Collar neckline
- Lined
- Regular fit
- Waist belt
- Polyblend
- Model wears a UK 8 and is 174cm tall",CREAM,"59% Polyester, 37% Viscose, 2% Nylon, 1% Cotton, 1% Wool"
47,Banana Republic,Pattern Top Coat,S$ 287.90,"- Checkered coat
- Notch collar neckline
- Lined
- Regular fit
- Button fastening
- Polyblend
- Model wears an S and is 174cm tall",Plaid,Polyester blend
48,GAP,Oversized Icon Jacket,S$ 137.90,"- Oversized denim jacket with ripped detail
- Unlined
- Collar neckline
- Oversized fit
- Front button closure
- 2 chest pockets
- 2 side pockets
- 2 inner pockets
- Cotton
- Model wears an S and is 176cm tall",Medium Indigo,100% Cotton
49,adidas,Adidas Originals Sst Track Top,S$ 110.00,"- adidas originals
- Best for lifestyle
- Dual tone track jacket with logo detail
- Rib collared neckline
- Unlined
- Regular fit
- Long sleeves
- Zip fastening
- 2 front zip pockets
- Polyblend
- Model wears a size 36 and is 175cm tall",Orange,"53% Recycled Polyester, 25% Cotton, 17% Polyester, 5% Elastane"
50,Running Bare,Playing The Field Cropped Bomber Jacket,S$ 163.90,"- Solid toned cropped jacket
- Unlined
- Collar neckline
- Regular fit
- Zip fastening
- 2 pockets
- Polyblend
- Model wears a size AUS 8 and is 175cm tall",Black,[]
51,ONLY,Emma Bonded Faux Suede Coat,S$ 149.00,"- Monochrome faux suede longline coat with furry trims
- Lapel neckline
- Lined
- Regular fit
- Front zip fastening
- Two front pockets
- Polyester
- Model wears an S and is 175cm tall",Black,100% Polyester
52,Mango,Pockets Leather Jacket,S$ 299.00,"- Tie waist longline leather jacket
- Sizing runs one size larger
- Collared neckline
- Lined
- Regular fit
- Front button and tie waist fastening
- Four pockets
- Sheep leather",Black,100% Sheep Leather
53,ZALORA BASICS,Basic Oversized Short Coat,S$ 44.90,"- Solid hue unstructured coat
- V-neckline
- Regular fit
- Front button fastening
- 2 side pockets
- Long sleeves
- Cropped hem
- Polyester blend",Camel,97% Polyester 3% Spandex
54,A-IN GIRLS,Double-Breasted Windbreaker Jacket,S$ 313.95,"The Latest Korean Fashion Hot Selection

- Easy To Match
- Hot & New
- Temperamental Lady

- The Product Is Manufactured Differently Depending On The Supplier",grey,100% Cotton; Lining: 100% Polyester Fiber;
55,Something Borrowed,Snake Trucker Jacket,S$ 59.90,"- Snakeskin print denim trucker jacket
- Collared neckline
- Unlined
- Regular fit
- Front butto fastening
- Two button fastened chest pockets
- Cotton blend",White/Black,98% Cotton 2% Polyester
56,FILA,Light Down Jacket,S$ 278.00,"- Regular fit
- Soft and comfortable
- Good warmth retention
- Two side zip pockets- Model is 174cm and is wearing a size M ",Pink,SHELL: 100% POLYESTER FILLER：WHITE DUCK DOWN CONTENT：90% DOWN
57,Dorothy Perkins,Oat Knitted Coatigan,S$ 79.90,"- Solid tone knit long line coat
- Notch lapel collared neckline
- Unlined
- Regular fit
- Slip on style
- 2 front side pockets
- Viscose blend
- Model wears an S and is 173cm tall",LIGHT BROWN,"50% Viscose, 30% Polyester, 20% Nylon"
58,NA-KD,Padded Shawl Collar Jacket,S$ 132.90,"- Solid shade midi length puffer jacket
- Shawl collar
- Lined
- Relaxed fit
- Front button fastening
- Two side pockets
- Polyester
- Model wears a size 34 and is 174cm tall",Cobalt,[]
59,Something Borrowed,Colorblock Cargo Shacket,S$ 39.90,"- Two tone colourblock cargo jacket
- Unlined
- Regular fit
- Front button fastening
- 2 chest pockets
- Cotton",Ice Grey/Yellow,100% Cotton
60,ZALORA,Longline Windbreaker,S$ 49.90,"- Color-blocked long windbreaker
- High neckline
- Regular fit
- Front zip fastening
- Self-tie waist closure
- Long cuffed sleeves
- Polyester",Grey/Dusty Pink,100% Polyester
61,Miss Selfridge,Blue Raw Edge Overcoat,S$ 179.90,"- Solid tone fleece coat 
- Notch collar neckline
- Lined
- Regular fit
- Button fastening
- Polyester
- Model wears a UK 8 and is 173cm tall",BLUE,100% Polyester
62,Forever New,Jazz Herringbone Coat,S$ 199.99,"- Subtle herringbone textured longline coat
- Notch lapel collared neckline
- Lined
- Regular fit
- Button and waist tie fastening
- 2 front side pockets
- Polyblend
- Model wears a UK 8 and is 174cm tall",Apricot,"56% Polyester, 35% Acrylic, 9% Wool"
63,Guess,Guess Shae Logo Bomber Jacket,S$ 169.00,"- Monochrome brand print bomber jacket
- Lined
- Bomber neckline
- Reguar fit
- Front zip closure
- 2 side pockets
- Nylon
- Model wears an S and is 173cm tall",Black,100% Nylon
64,Superdry,Tech Velocity Windcheater,S$ 189.00,"- Melange hooded jacket with contrasting details
- Partially lined
- Hooded neckline
- Regular fit
- Front zip closure
- Drawstring fastening
- 2 front zip pockets
- Nylon
- Model wears a UK 8 and is 176cm tall",Nautical Navy/Optic White,100% Nylon
65,Something Borrowed,Super Cropped Nylon Jacket,S$ 39.90,"- Solid tone textured cropped jacket
- Shirt collar
- Regular fit
- Front snap button fastening
- Drawstring closure
- Nylon",Lime,100% Nylon Woven
66,FOREVER 21,Hooded Faux Leather Sleeve Jacket,S$ 62.90,"- Faux leather sleeves hooded varsity jacket
- Hooded neckline
- Regular fit
- Front button fastening
- Two side pockets
- Polyblend",Black/Cream,"89% Polyester, 10% Rayon, 1% Spandex"
67,Alpha Style,485C Puffer Vest,S$ 370.00,"- Down filled using with Responsible Down Standard (RDS)
- 700+ fill power
- Durable Water Repellent (DWR) finish 
- Filled puff detachable hood
- Front snap placket with contrast snaps
- Center front zip opening
- TPU transparent chest pocket with special 485C rubber patch
- Contrast welt pockets on waist
- Graphic print on front and back
- Contrast lining and hem bindings
- Comes with 485C Headband",Catalina,Shell: 100% Nylon Linning: 100% Nylon Fill: 90/10 Down/Feather
68,FOREVER 21,Plaid Faux Fur Trimmed Crop Jacket,S$ 104.90,"- Plaid print collared zip-up jacket
- Collar neckline
- Regular fit
- Front zip closure
- 2 side pockets
- Polyblend",Navy/Orange,"60% Polyester, 17% Acrylic, 14% Wool, 6% Other Fibers, 3% Nylon/Polyamide"
69,A-IN GIRLS,Doodle Hooded (detachable) Denim Jacket,S$ 299.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",blue,"68.5% Cotton, 16.5% Polyester, 15% Viscose"
70,A-IN GIRLS,Leopard Hooded Knit Jacket,S$ 375.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","black,pink","57.5% Nylon, 22% Viscose, 20.5% Polyester"
71,Calvin Klein,Iconic Omega Trucker Jacket - Calvin Klein Jeans,S$ 419.00,"- Washed out denim jacket with rear logo patch
- Collared neckline
- Relaxed fit
- Unlined
- Button down fastening
- 2 front patch pockets
- 2 inner side pockets
- Cotton
- Model wears an S and is 175cm tall",Iconic Harvest,100% Cotton
72,Mango,Furry Hooded Parka,S$ 199.00,"- Solid toned parka jacket with faux fur hooded
- Lined
- High neckline
- Regular fit
- Zip fastening
- 2 pockets
- Wool blend
- Model wears an S and is 175cm tall",Black,"51% Wool, 37% Polyester, 6% Acrylic, 3% Polyamide, 3% Viscose"
73,Seoul in Love,Yuun-A Coat,S$ 199.90,-Latest trend in Korea and Hong Kong Magazine!   -Perfect and easy match with classy and casual look   -Suitable for Fall and Winter,black,Cashmere and cotton
74,A-IN GIRLS,Fashion Wild Checkered Jacket,S$ 190.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",multi,"60.5% Polyester Fiber, 35.5% Cotton, 4% Other Fiber; Lining: 100% Polyester Fiber; Hat Fabric: 92% Polyester Fiber, 8% Spandex;"
75,Patagonia,Stretch Rainshadow Jacket,S$ 268.00,"Breathable and light might be the two basic things you need when you're 600 meters above sea level - so Patagonia makes sure that's what you get when you don their Rainshadow jacket.

- Nylon
- Hooded neckline
- Zip fastening
- Long sleeves
- 2 handwarmer pockets
- 1 chest pocket
- H2No� Performance Standard
- Regular fit
- Lined
- Model wears an S and is 176cm tall",Smolder Blue,Nylon
76,TOPSHOP,Chocolate Brown Soft Borg Coat,S$ 159.00,"- Solid hue faux fur coat
- Notch lapels
- Regular fit
- Front button fastening
- Long sleeves
- Side pockets
- Polyester",Dark Brown,100% Polyester
77,ZALORA BASICS,Basic Bomber Jacket With Pocket Detail,S$ 49.90,"- Solid shade bomber jacket
- High neckline
- Regular fit
- Front zip fastening
- 2 front pockets
- Long sleeves
- Ribbed hem & cuffs
- Nylon",Black,100% Nylon
78,River Island,Belted Mishka Puffer,S$ 155.90,"- Quilted jacket with faux fur trimmed hood
- Lined
- Regular fit
- Front zip and nap button fastening
- Self tie waist closure
- 2 pockets
- Polyester
- Model wears a UK 8 and is 173cm tall",Black,100% Polyester
79,Seoul in Love,Baye Coat In Grey,S$ 159.90,"-Suitable for Fall and Winter-slim cut, choose one size bigger if wear thick clothing inside the jacket-2 pocket design",grey,[]
80,Pomelo,Raw Hem Denim Jacket - Navy,S$ 59.00,"- Cotton
- Denim
- Fits loosely on the body
- Includes a button up placket
- Includes a buttoned cuff
- Includes a breast pocket
- Features a raw hemline",Navy,100% Cotton
81,A-IN GIRLS,Embroidered Hole Denim Jacket,S$ 299.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",navy,100% Cotton
82,London Rag,Long Teddy Coat,S$ 81.00,"- Lapel collar
- Long sleeve
- Soft material
- Comfortable and Cozy 
- Styled with 2 pockets
- Snap button fastening
- CL7457",Black,[]
83,Zalia,Gathered Waist Jacket,S$ 49.90,"- Solid tone gathered waist detail utility style jacket
- Collar neckline
- Slim fit
- Button fastening
- 4 pocket design
- Rayon blend",Maroon,"62% Rayon, 33% Nylon, 5% Spandex Woven"
84,Ivy Park,Sheer Mesh Insert Parka Jacket,S$ 301.90,"- Sheer mesh hooded parka jacket
- Hooded neckline
- Unlined
- Relaxed fit
- Zip with hood and waist drawcord fastening
- 2 front side pockets
- Polyester
- Model wears an S and is 180cm tall",Brazilian Sand,Polyester
85,Forever New,Tonya Waterfall,S$ 139.99,"Our versatile black waterfall jacket is perfectly practical, easy-to-wear and elegant. Layer yours over denim jeans and heeled boots for off-duty styling.
Size runs large. Please choose one size down from your usual size. 
- Length: 64.5cm (Size AU 8)
- Relaxed fit
- Smooth faux leather with suedette contrast
- Waterfall neckline
- Elasticated undersleeve panels for added comfort
- Decorative silver-tone zips",Black,"Main: 100% Polyester with polyurethane coating. Contrast: 98% Polyester, 2% Elastane"
86,ZALORA,Double Breasted Coat,S$ 59.90,"- Solid hue double-breasted coat
- Notch lapels
- Regular fit
- Front button fastening
- Self-tie waist closure
- 2 front patch pockets
- Long sleeves
- Polyester blend",Dusty Blue,95% Polyester 5% Spandex
87,Puma Select,PUMA X KARL Bomber Jacket,S$ 269.00,"- In collaboration with Karl Lagerfeld
- Monochrome brand printed cropped bomber jacket
- Lined
- Turtle neckline
- Regular fit
- Front zip closure
- 2 front zipper pockets
- Polyester
- Model wears an S and is 173cm tall",Puma Black,100% Polyester
88,Patagonia,Down Sweater Vest,S$ 241.00,"- Lightweight and windproof down sweater vest with a DWR (durable water repellent) finish
- High neckline
- Lined
- Regular fit
- Sleeveless
- Front zip fastening
- Hem adjusts by pulling cord in hand-warmer pockets and releases with cord locks at front hem
- Two secure handwarmer pockets have Vislon� zippers and garages; internal zippered chest pocket
- Recycled Polyester
- Model wears an S and is 176cm tall",Feather Grey,Polyester
89,A-IN GIRLS,Hooded Warm Woolen Jacket,S$ 325.00,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier","grey,black","87.8% Polyester Fiber, 12.2% Viscose"
90,Mango,Denim Cotton Jacket,S$ 89.90,"- Solid tone long sleeve jacket with sash
- Sizing runs one size larger
- Collar neckline
- Regular fit
- Front button closure
- Self tie fastening
- 2 chest pockets
- 2 side pockets
- Cotton",Khaki,100% Cotton
91,Something Borrowed,Colorblock Cargo Shacket,S$ 39.90,"- Two tone colourblock cargo jacket
- Unlined
- Regular fit
- Front button fastening
- 2 chest pockets
- Cotton",Ice Grey/Pink,100% Cotton
92,Superdry,Tech Velocity Windcheater,S$ 189.00,"- Melange hooded jacket with contrasting details
- Partially lined
- Hooded neckline
- Regular fit
- Front zip closure
- Drawstring fastening
- 2 front zip pockets
- Nylon
- Model wears a UK 8 and is 176cm tall",Nautical Navy/Optic White,100% Nylon
93,Hollister,Lightweight Puffer Jacket,S$ 128.00,"- Solid shade lightweight hooded puffer jacket
- Sizing runs one size larger
- Hooded neckline
- Lined
- Regular fit
- Front zip fastening
- Two zip pockets
- Nylon
- Model wears an S and is 175cm tall",Navy,100% Nylon
94,ONLY,Laura Faux Fur Jacket,S$ 69.00,"- Monochrome faux fur short jacket
- Round neckline
- Lined
- Regular fit
- Hook fastening
- Polyester
- Model wears an S and is 177cm tall",Black/,[]
95,ONLY,Jolie Long Fur Wool Coat,S$ 159.00,"- Detachable faux fur woolly waist tie coat
- Shawl collar neckline
- Lined
- Slim fit
- Waist tie fastening
- 2 pocket design
- Polyblend
- Model wears an S and is 175cm tall",Black,"70% Polyester, 30% Wool"
96,A-IN GIRLS,Casual Wild Hooded Knitted Jacket,S$ 208.95,"The latest Korean fashion hot selection
- Korean fashion, smart choice
- easy to match, fashion up to people
- hot new, to the tide to IN
- The product is manufactured differently depending on the supplier",black,"52% Viscose Fiber, 27.5% Polyester Fiber, 20.5% Nylon"
97,Mango,Structured Wool Coat,S$ 159.00,"- Solid tone woolly coat
- Sizing runs one size larger
- Peak collar neckline
- Lined
- Regular fit
- Button fastening
- 2 pocket design
- Polyblend",Grey,"70% Polyester, 30% Wool"
98,Something Borrowed,Double Breasted Checks Longline Jacket,S$ 49.90,"- Checkered print jacket with double buttons
- Unlined
- Notched lapel
- Regular fit
- Button fastening
- 2 side pockets
- Polyester",Beige/White,100% Polyester
99,Mango,Faux Shearling Oversized Coat,S$ 139.00,"- Solid shade faux shearling oversized coat
- Sizing runs one size larger
- Lapel neckline
- Lined
- Oversized fit
- Front button fastening
- Two side pockets
- Polyester",Natural White,100% Polyester
100,YG Fitness,Quick-Drying Running Fitness Yoga Jacket,S$ 208.95,"Body sculpting, 360-degree perfect body, perfect curve.

Suitable for: Leisure / Yoga / Running / Fitness / Outdoor Sports
- Comfortable fabric, breathable and quick-drying
- Semi-transparent mesh design
- Four-needle six-line exquisite craft",black,Polyester
101,VIVIESTA SPORT,Gradient Zip Up Yoga Sports Jacket,S$ 88.00,"The slim-fitting zip-through jacket to keep you warm and comfortable before and after your studio workout and during your outdoor jog. The sweat-wicking fabric is so soft just like your second skin. Thumbholes help keep the sleeves down and the hands warm.
- Performance stretch fabric for added comfort
- Made with quick-dry and lightweight material
- Allow ease of movement and ultimate breathability",Blue,"Polyester, Spandex"
102,Dorothy Perkins,Red Ruched Jacket,S$ 69.90,"- Solid tone ruched sleeves jacket
- Notched collar neckline
- Lined
- Slim fit
- Polyblend
- Model wears a UK 8 and is 173 c tall",Red,"Polyester 75%, Viscose 19%, Elastane 6%"
103,ESPRIT,Lightweight Outdoor Jacket,S$ 169.95,"- Solid shade jacket with quilt detail
- Sizing runs one size larger
- Hood neckline
- Regular fit
- Snap button & zip fastening
- 2 front zip pockets
- Long sleeves
- Polyester
- Model wears an S and is 175cm tall",Navy,100% Polyester
104,ZALORA,Pocket Detail Twill Jacket,S$ 49.90,"- Solid hue twill jacket
- Unlined
- Collar neckline
- Regular fit
- Button fastening
- 2 pockets
- Cotton",Olive,100% Cotton
