web-scraper-order,web-scraper-start-url,link,link-href,name,price,colour,description,product code,about me,brand,category
"1573019810-417","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","New Look soft robe in light pinkSGD$33.33","https://www.asos.com/new-look/new-look-soft-robe-in-light-pink/prd/12862209?clr=light-pink&colourWayId=16523851&SearchQuery=&cid=21867","New Look soft robe in light pink","SGD$33.33","Light pink","Peak snugness   Shawl collar   Tie waist   Functional pocketsRelaxed fitFor a slouchy silhouette","1518750","ABOUT ME
            Soft, cosy fleeceWarm fabric with a fuzzy texture
Main: 100% Polyester.","New Look","Dressing gown"
"1573019130-153","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Tommy Hilfiger Tommywear waffle sleep shorts in antique whiteSGD$64.84","https://www.asos.com/tommy-hilfiger/tommy-hilfiger-tommywear-waffle-sleep-shorts-in-antique-white/prd/13039328?clr=yac-antique-white&colourWayId=16471635&SearchQuery=&cid=21867","Tommy Hilfiger Tommywear waffle sleep shorts in antique white","SGD$64.84","Yac antique white","You're invited to this PJ partyDrawstring waistSide pocketsBranded tab to hemRegular fitJust select your usual size","1533183","ABOUT ME
            Soft woven fabric
Waffle texture

Fabric 1: 56% Cotton, 38% Modal, 6% Elastane.","null","Tommy Hilfiger"
"1573019763-396","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","New Look frosted robe in dark greySGD$48.15","https://www.asos.com/new-look/new-look-frosted-robe-in-dark-grey/prd/12862218?clr=grey&colourWayId=16523793&SearchQuery=&cid=21867","New Look frosted robe in dark grey","SGD$48.15","Grey","Cosy level: considerableFixed hood   Tie waist   Functional pockets   Regular fitJust select your usual size","1518746","ABOUT ME
            Soft faux furSeriously strokable
Lining: 100% Polyester, Shell: 100% Polyester.","New Look","Dressing gown"
"1573019445-280","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN co-ord jogger in super fluffy yarnSGD$51.88","https://www.asos.com/asos-design/asos-design-co-ord-jogger-in-super-fluffy-yarn/prd/12665353?clr=pastel-pink&colourWayId=16466641&SearchQuery=&cid=21867","ASOS DESIGN co-ord jogger in super fluffy yarn","SGD$51.88","Pastel pink","Part of a co-ord setTop sold separatelyStretch waistbandCable knit detailSlim fitA narrow cut from hips to hem","1504208","ABOUT ME
            Fluffy knit
Lightly textured finish

Body: 100% Polyester.","ASOS DESIGN","Sweatpants"
"1573019806-415","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS DESIGN lounge premium knitted rib cropped trouserSGD$51.88","https://www.asos.com/asos-design/asos-design-lounge-premium-knitted-rib-cropped-trouser/prd/12910502?clr=dusty-pink&colourWayId=16468133&SearchQuery=&cid=21867","ASOS DESIGN lounge premium knitted rib cropped trouser","SGD$51.88","Dusty pink","Somewhere between pyjamas and actual clothesHigh riseStretch waistCropped lengthWide legFitted at the top, flowing at the bottom","1523223","ABOUT ME
            Ribbed knit
For a textural switch-up

Body: 95% Acrylic, 5% Nylon.","ASOS DESIGN","Trousers"
"1573019465-288","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","New Look feather flip flop slippers in greySGD$20.36","https://www.asos.com/new-look/new-look-feather-flip-flop-slippers-in-grey/prd/13748496?clr=grey&colourWayId=16562823&SearchQuery=&cid=21867","New Look feather flip flop slippers in grey","SGD$20.36","Grey","Add-to-bag potential: considerableToe-post designFaux feathersFlat sole","1588690","ABOUT ME
            Lining: 100% Polyester, Mesh: 100% Polyester, Sole: 50% Other Materials, 50% Textile.","null","New Look"
"1573019144-159","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Women'secret joggers with piping in grapeSGD$46.32","https://www.asos.com/womensecret/womensecret-joggers-with-piping-in-grape/prd/13405201?clr=light-grape&colourWayId=16540520&SearchQuery=&cid=21867","Women'secret joggers with piping in grape","SGD$46.32","Light grape","For when plans get cancelled, but you weren't going anywayDrawstring waistSide pocketsFitted cuffsRegular fitJust select your usual size","1563544","ABOUT ME
            Soft sweatshirt fabric
Style and comfort - it's a lifestyle

Fabric 1: 94% Polyester, 6% Elastane.","Women'secret","Pyjama"
"1573018993-116","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Hunkemoller velour lace trim cami top in greenSGD$31.50","https://www.asos.com/hunkemoller/hunkemoller-velour-lace-trim-cami-top-in-green/prd/12886163?clr=green&colourWayId=16432716&SearchQuery=&cid=21867","Hunkemoller velour lace trim cami top in green","SGD$31.50","Green","You're invited to this PJ party    Scoop neck    Adjustable straps    Lace insertRegular fitJust select your usual size","1521518","ABOUT ME
            Soft, velvet-feel velourBig in the 00s, better now
Fabric 1: 95% Polyester, 5% Elastane.","Hunkemöller","Pyjamas"
"1573019670-355","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Micha Lounge Curve relaxed jumper with balloon sleevesSGD$59.29","https://www.asos.com/micha-lounge-curve/micha-lounge-curve-relaxed-jumper-with-balloon-sleeves/prd/13047796?clr=mint-turquoise&colourWayId=16478967&SearchQuery=&cid=21867","Micha Lounge Curve relaxed jumper with balloon sleeves","SGD$59.29","Mint turquoise","For your daytime thing    High neckDropped shoulders    Ribbed cuffs and hem    Relaxed fitFor a slouchy silhouetteExclusive to ASOS","1533383","ABOUT ME
            Soft knit
Cosy never looked so good

Body: 75% Acrylic, 22% Polyester, 3% Elastane.","Micha Lounge","Plus-size jumper"
"1573018684-5","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN tracksuit hoodie / slim jogger with tieSGD$59.29","https://www.asos.com/asos-design/asos-design-tracksuit-hoodie-slim-jogger-with-tie/prd/11072315?clr=sand&colourWayId=16317062&SearchQuery=&cid=21867","ASOS DESIGN tracksuit hoodie / slim jogger with tie","SGD$59.29","Sand","An entire look in one purchase    Oversized hoodie    Dropped shoulders    Fitted trimsJogger bottomsDrawstring waistSlim fitA narrow cut from hips to hem","1384054","ABOUT ME
            Soft-touch sweatshirt fabricTraditional looped finish on reverseGrabs onto heat and keeps it close
Main: 100% Cotton.","ASOS DESIGN","ASOS DESIGN"
"1573018718-20","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Mamalicious nursing maternity polka dot pyjama setSGD$51.88","https://www.asos.com/mamalicious/mamalicious-nursing-maternity-polka-dot-pyjama-set/prd/11934276?clr=multi&colourWayId=16366130&SearchQuery=&cid=21867","Mamalicious nursing maternity polka dot pyjama set","SGD$51.88","Multi","You're invited to this PJ partyAll-over polka-dot printScoop neckShort sleevesPyjama shortsDrawstring waistRegular fit    Designed to fit through all stages of pregnancy","1448550","ABOUT ME
            Soft jerseyMade from organic cottonGrown with less water and no pesticidesIt's a win-win, improving the environment for both wildlife and cotton farmers""

Body: 100% Organic Cotton.","Mama.Licious","Maternity pyjamas"
"1573018960-102","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN lounge washed neon short setSGD$37.05","https://www.asos.com/asos-design/asos-design-lounge-washed-neon-short-set/prd/13316504?clr=neon-green&colourWayId=16537237&SearchQuery=&cid=21867","ASOS DESIGN lounge washed neon short set","SGD$37.05","Neon green","Add-to-bag potential: considerable    Crew neck    Short sleeves    Short bottoms    Stretch waist     Regular fit    Just select your usual size","1556731","ABOUT ME
            Go-with-everything jerseyIt's a soft all-rounder
Main: 100% Cotton.","null","ASOS DESIGN"
"1573018712-17","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Curve mix & match lounge super soft joggerSGD$40.76","https://www.asos.com/asos-curve/asos-design-curve-mix-match-lounge-super-soft-jogger/prd/12397608?clr=black&colourWayId=16427325&SearchQuery=&cid=21867","ASOS DESIGN Curve mix & match lounge super soft jogger","SGD$40.76","Black","Part of our responsible edit Drawstring waistbandSide slip pocketsRelaxed, tapered legFitted cuffsRegular fitJust select your usual size","1482922","ABOUT ME
            Super-soft knit
We partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals
Body: 68% Polyester, 29% Viscose, 3% Elastane.","ASOS DESIGN","Plus-size trousers"
"1573018682-4","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN animal print pyjama legging setSGD$40.76","https://www.asos.com/asos-design/asos-design-animal-print-pyjama-legging-set/prd/12127336?clr=multi&colourWayId=16379947&SearchQuery=&cid=21867","ASOS DESIGN animal print pyjama legging set","SGD$40.76","Multi","For cosy nights and lazy daysAnimal printCrew neck    Matching trouser bottoms    Stretch waistRegular fitJust select your usual size","1462934","ABOUT ME
            Soft jerseyWe partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals
Top: 100% Cotton, Trouser outer: 96% Cotton, 4% Elastane","ASOS DESIGN","Pyjamas"
"1573019294-214","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS DESIGN Maternity lounge velour joggerSGD$37.05","https://www.asos.com/asos-maternity/asos-design-maternity-lounge-velour-jogger/prd/12879405?clr=pink&colourWayId=16465062&SearchQuery=&cid=21867","ASOS DESIGN Maternity lounge velour jogger","SGD$37.05","Pink","For when plans get cancelled, but you weren't going anywayStretch waistband    Contrast piping    Fitted cuffs    Regular fitJust select your usual sizeDesigned to fit you from bump to baby","1520917","ABOUT ME
            Soft, velvet-feel velourBig in the 00s, better now
Main: 100% Polyester.","ASOS DESIGN","null"
"1573019677-358","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN co-ord knitted jogger with tippingSGD$55.58","https://www.asos.com/asos-design/asos-design-co-ord-knitted-jogger-with-tipping/prd/12109060?clr=stone&colourWayId=16427670&SearchQuery=&cid=21867","ASOS DESIGN co-ord knitted jogger with tipping","SGD$55.58","Stone","Part of a co-ord setJumper sold separatelyStretch waistband    Contrast stripeRegular, tapered fitA standard cut around the thigh with a narrow shape through the leg","1461393","ABOUT ME
            Wool-mix fabric
For blended comfort 

Body: 65% Acrylic, 24% Nylon, 8% Wool, 3% Elastane.","ASOS DESIGN","Sweatpants"
"1573019178-174","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Zella premium sheepskin slippers in chocolate brownSGD$44.46 SGD$55.58","https://www.asos.com/asos-design/asos-design-zella-premium-sheepskin-slippers-in-chocolate-brown/prd/12570249?clr=chocolate&colourWayId=16470525&SearchQuery=&cid=21867","ASOS DESIGN Zella premium sheepskin slippers in chocolate brown","SGD$44.46","Chocolate","For cosy nights and lazy daysFaux-fur liningSlip-on styleOpen backFlat sole","1496635","ABOUT ME
            Suede upper
It's the real deal

Lining Sock: 100% Real Leather, Sole: 100% Other Materials, Upper: 100% Real Leather.","null","ASOS DESIGN"
"1573019100-140","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Superdry slipper slidersSGD$46.30","https://www.asos.com/superdry/superdry-slipper-sliders/prd/13103344?clr=navy&colourWayId=16475437&SearchQuery=&cid=21867","Superdry slipper sliders","SGD$46.30","Navy","Add-to-bag potential: considerable    Wide-cut branded strap    Slip-on style    Open toe    Moulded tread","1539285","ABOUT ME
            Borg upperTeddy-bear texture
Lining: 100% Textile, Sole: 100% Other materials, Upper: 100% Textile.","Superdry","Sandals"
"1573018891-73","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Tall exclusive cutie pie pyjama hot pant setSGD$33.35","https://www.asos.com/asos-tall/asos-design-tall-exclusive-cutie-pie-pyjama-hot-pant-set/prd/12212066?clr=pink&colourWayId=16417983&SearchQuery=&cid=21867","ASOS DESIGN Tall exclusive cutie pie pyjama hot pant set","SGD$33.35","Pink","For cosy nights and lazy days    Crew neck    Short sleeves    Printed design    Short bottoms    Stretch waist    Regular fit    Just select your usual size","1468865","ABOUT ME
            Go-with-everything jerseyIt's a soft all-rounder
Body: 100% Cotton","null","ASOS DESIGN"
"1573019801-413","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS DESIGN Maternity mix & match jersey nursing vestSGD$22.23","https://www.asos.com/asos-maternity/asos-design-maternity-mix-match-jersey-nursing-vest/prd/13449116?clr=washed-peach&colourWayId=16543241&SearchQuery=&cid=21867","ASOS DESIGN Maternity mix & match jersey nursing vest","SGD$22.23","Washed peach","{Fabric description}    Crew/Scoop/V-neck    Short sleeves/Adjustable straps    Print design    Short/Trouser bottoms    Drawstring/Stretch waist","1567117","ABOUT ME
            Main: 65% Polyester, 35% Cotton.","ASOS DESIGN","Pyjamas"
"1573019647-345","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Micha Lounge relaxed high neck jumper with seam detailSGD$38.91 SGD$55.58","https://www.asos.com/micha-lounge/micha-lounge-relaxed-high-neck-jumper-with-seam-detail/prd/12000165?clr=light-grey&colourWayId=16423504&SearchQuery=&cid=21867","Micha Lounge relaxed high neck jumper with seam detail","SGD$38.91","Light grey","Cosy never looked so goodHigh neck Dropped shouldersExposed seam detailingRibbed trimsRelaxed fitThat slouchy, baggy feel Exclusive to ASOS","1453538","ABOUT ME
            Soft, fine knit
It's got a little stretch

Body: 69% Acrylic, 28% Polyester, 3% Elastane.","Micha Lounge","Jumper"
"1573018962-103","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Curve lounge ribbed soft joggerSGD$33.35","https://www.asos.com/asos-curve/asos-design-curve-lounge-ribbed-soft-jogger/prd/12213563?clr=beige&colourWayId=16410689&SearchQuery=&cid=21867","ASOS DESIGN Curve lounge ribbed soft jogger","SGD$33.35","Beige","Your casual vibe, sortedDrawstring waistbandRibbed finishFitted cuffsRegular fitJust select your usual size","1468988","ABOUT ME
            Soft knit
For all-day cosiness 
Body: 66% Polyester, 31% Viscose, 3% Elastane.","ASOS DESIGN","Sweatpants"
"1573018981-111","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Chelsea Peers Maternity rose gold foil star print long pyjama setSGD$51.88 SGD$64.84","https://www.asos.com/chelsea-peers/chelsea-peers-maternity-rose-gold-foil-star-print-long-pyjama-set/prd/12954089?clr=navy&colourWayId=16474814&SearchQuery=&cid=21867","Chelsea Peers Maternity rose gold foil star print long pyjama set","SGD$51.88","Navy","Cosy never looked so goodStar printCrew neckLong sleevesTrouser bottomsDrawstring waistFitted cuffsRegular fitJust select your usual sizeDesigned to fit through all stages of pregnancy","1525955","ABOUT ME
            Go-with-everything jerseyIt's a soft all-rounder
Fabric 1: 95% Polyester, 5% Elastane.","Chelsea Peers","Pyjamas"
"1573019639-342","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","PrettyLittleThing co-ord slinky t-shirt in dusty roseSGD$25.94","https://www.asos.com/prettylittlething/prettylittlething-co-ord-slinky-t-shirt-in-dusty-rose/prd/13781580?clr=rose&colourWayId=16565750&SearchQuery=&cid=21867","PrettyLittleThing co-ord slinky t-shirt in dusty rose","SGD$25.94","Rose","Part of a co-ord setTrousers sold separately    Crew neckDropped shouldersShort sleevesOversized fitDesigned to look baggy","1593493","ABOUT ME
            Slinky, stretchy fabricThink soft, flowy movement
Main: 97% Polyester, 3% Elastane.","PrettyLittleThing","T-shirt"
"1573019331-230","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Loungeable mix & match cropped lounge hoody in greySGD$37.05","https://www.asos.com/loungeable/loungeable-mix-match-cropped-lounge-hoody-in-grey/prd/12564992?clr=grey&colourWayId=16447023&SearchQuery=&cid=21867","Loungeable mix & match cropped lounge hoody in grey","SGD$37.05","Grey","For when plans get cancelled, but you weren't going anywayFixed hoodPlain designCropped cutRegular fitJust select your usual size","1496193","ABOUT ME
            Soft sweatshirt fabricStyle and comfort – it's a lifestyle
Fabric 1: 65% Polyester, 30% Viscose, 5% Elastane.","null","Loungeable"
"1573019729-380","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS DESIGN mix & match satin & lace pyjama shirtSGD$33.35","https://www.asos.com/asos-design/asos-design-mix-match-satin-lace-pyjama-shirt/prd/13325447?clr=navy&colourWayId=16537669&SearchQuery=&cid=21867","ASOS DESIGN mix & match satin & lace pyjama shirt","SGD$33.35","Navy","Live your best pyjama life    Revere collar     Lace inserts     Button placket     Trouser bottoms    Stretch waistRegular fitJust select your usual size","1557476","ABOUT ME
            Satin-style fabricSilky and super smooth
Body: 100% Polyester, Lace Trim: 100% Nylon.","ASOS DESIGN","Pyjamas"
"1573019120-149","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Micha Lounge Luxe high neck heavy rib jumperSGD$88.93","https://www.asos.com/micha-lounge/micha-lounge-luxe-high-neck-heavy-rib-jumper/prd/13214149?clr=navy&colourWayId=16533304&SearchQuery=&cid=21867","Micha Lounge Luxe high neck heavy rib jumper","SGD$88.93","Navy","Staying in is the new going outRibbed finishHigh neckCropped lengthOversized fitMore room for activities","1548652","ABOUT ME
            Thick knit
Feel the benefit

Body: 56% Acrylic, 30% Polyester, 10% Alpaca, 4% Elastane.","Micha Lounge","Jumper"
"1573019712-373","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Nola premium sheepskin slippers in beigeSGD$38.91 SGD$55.58","https://www.asos.com/asos-design/asos-design-nola-premium-sheepskin-slippers-in-beige/prd/12172754?clr=beige&colourWayId=16412845&SearchQuery=&cid=21867","ASOS DESIGN Nola premium sheepskin slippers in beige","SGD$38.91","Beige","Add-to-bag potential: considerableSheepskin lining Slip-on styleWide-cut strapFlat sole","1465971","ABOUT ME
            Soft sheepskin upperTicks all your comfort boxes 
Lining Sock: 100% Real Leather, Sole: 100% Other Materials, Upper: 100% Real Leather.","null","ASOS DESIGN"
"1573019261-199","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Mamalicious nursing star print nightshirtSGD$64.84","https://www.asos.com/mamalicious/mamalicious-nursing-star-print-nightshirt/prd/12894617?clr=purple&colourWayId=16524109&SearchQuery=&cid=21867","Mamalicious nursing star print nightshirt","SGD$64.84","Purple","Sweet dreams, sleepyheadDouble-layer design ideal for on-the-go nursingStar printRevere collarChest pocketButton placketLong sleevesContrast piping Regular fitDesigned to fit through all stages of pregnancy","1522181","ABOUT ME
            Soft cottonIt's light and breathable
Body: 100% Cotton.","Mama.Licious","Mama.Licious"
"1573019087-135","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN lounge soft touch jumpsuit with beltSGD$51.88","https://www.asos.com/asos-design/asos-design-lounge-soft-touch-jumpsuit-with-belt/prd/11559313?clr=grey&colourWayId=16353566&SearchQuery=&cid=21867","ASOS DESIGN lounge soft touch jumpsuit with belt","SGD$51.88","Grey","Somewhere between pyjamas and actual clothesV-neck    Tie waistFunctional pockets    Wide legFitted at the top, flowing at the bottom","1419176","ABOUT ME
            Super-soft-touch jersey
The kind that stretches 

Body: 98% Polyester, 2% Elastane.","null","ASOS DESIGN"
"1573019634-340","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN co-ord borg knit joggerSGD$51.88","https://www.asos.com/asos-design/asos-design-co-ord-borg-knit-jogger/prd/12779520?clr=cream&colourWayId=16456221&SearchQuery=&cid=21867","ASOS DESIGN co-ord borg knit jogger","SGD$51.88","Cream","Part of a co-ord setHoodie sold separately Drawstring waistFitted hemsRegular fitJust select your usual size","1513287","ABOUT ME
            Soft, cosy borgTeddy-bear texture
Body: 100% Acrylic.","ASOS DESIGN","Sweatpants"
"1573018876-66","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Les Girls Les Boys reflective logo slim track pants in blackSGD$148.22","https://www.asos.com/les-girls-les-boys/les-girls-les-boys-reflective-logo-slim-track-pants-in-black/prd/13687093?clr=black&colourWayId=16557636&SearchQuery=&cid=21867","Les Girls Les Boys reflective logo slim track pants in black","SGD$148.22","Black","Your casual vibe, sortedStretch waistbandside pocketsBranded detail to legSlim fitA narrow cut from hips to hem","1585775","ABOUT ME
            Soft sweatshirt fabricStyle and comfort – it's a lifestyle
Fabric 1: 100% Down.","Les Girls Les Boys","Sweatpants"
"1573018988-114","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","MIX & MATCHASOS DESIGN lounge travel rib teeSGD$25.94","https://www.asos.com/asos-design/asos-design-lounge-travel-rib-tee/prd/12921159?clr=grey&colourWayId=16470267&SearchQuery=&cid=21867","ASOS DESIGN lounge travel rib tee","SGD$25.94","Grey","For your daytime thing Crew neck     Short sleeves Cropped cut     Regular fitJust select your usual size","1524083","ABOUT ME
            Ribbed knit It's got a little give 
Main: 52% Viscose, 31% Polyester, 14% Cotton, 3% Elastane.","ASOS DESIGN","T-shirt"
"1573019405-263","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Petite satin lace mini slipSGD$44.46","https://www.asos.com/asos-petite/asos-design-petite-satin-lace-mini-slip/prd/12885689?clr=champagne&colourWayId=16479444&SearchQuery=&cid=21867","ASOS DESIGN Petite satin lace mini slip","SGD$44.46","Champagne","A little something for your lingerie drawerLace trimsFixed cami strapsButton-keyhole backRegular fitJust select your usual size","1521458","ABOUT ME
            Satin-style fabricSilky and super smooth

Main: 100% Polyester, Trim: 100% Nylon.","null","ASOS DESIGN"
"1573018748-33","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN backless stick on padded underwire braSGD$33.35","https://www.asos.com/asos-design/asos-design-backless-stick-on-padded-underwire-bra/prd/9898323?clr=beige&colourWayId=15077817&SearchQuery=&cid=21867","ASOS DESIGN backless stick on padded underwire bra","SGD$33.35","Beige","It's all about that baseMoulded cupsPush-up padding Inner gripper inserts for a more secure fitUnderwired supportIt’s what’s underneath that counts","1285890","ABOUT ME
            Smooth, stretch fabric
You can count on me

We support CoppaFeel! on their mission to stamp out the misdiagnosis and late detection of breast cancerWe recommend you get to know your boobs by giving them a regular checkGet clued up on the signs and symptoms, too
Main: 88% Nylon, 12% Elastane,	Trim: 100% Silicon","ASOS DESIGN","Bra"
"1573019181-175","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Tall lounge velour joggerSGD$29.64 SGD$37.05","https://www.asos.com/asos-tall/asos-design-tall-lounge-velour-jogger/prd/12879404?clr=pink&colourWayId=16458547&SearchQuery=&cid=21867","ASOS DESIGN Tall lounge velour jogger","SGD$29.64","Pink","Add-to-bag potential: considerableStretch waistband    Contrast pipingSkinny fitCut very closely from hips to hem","1520928","ABOUT ME
            Soft, velvet-feel velourBig in the 00s, better now
Main: 100% Polyester.","null","ASOS DESIGN"
"1573019039-125","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Barbour Lydia faux fur mule slippersSGD$101.81","https://www.asos.com/barbour/barbour-lydia-faux-fur-mule-slippers/prd/13161663?clr=camel-suede&colourWayId=16531730&SearchQuery=&cid=21867","Barbour Lydia faux fur mule slippers","SGD$101.81","Camel suede","Cosy level: considerable    Faux-fur lining Slip-on style    Round toeSmall logo tab","1544314","ABOUT ME
            Soft suede upper
You can't beat a classic

Main: 80% Suede, 20% Cotton.","null","Barbour"
"1573019281-208","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN lounge microfleece oversized Atlanta sweatSGD$55.58","https://www.asos.com/asos-design/asos-design-lounge-microfleece-oversized-atlanta-sweat/prd/12737412?clr=stone&colourWayId=16464910&SearchQuery=&cid=21867","ASOS DESIGN lounge microfleece oversized Atlanta sweat","SGD$55.58","Stone","Cosy level: considerableFunnel neckPartial zip placketDropped shouldersFitted trimsCut longer than standard lengthOversized fitMore room for activities","1509822","ABOUT ME
            Soft, cosy fleeceWarm fabric with a fuzzy texture
Body: 100% Polyester.","ASOS DESIGN","Sweatshirt"
"1573019276-206","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Maya Tall Bridesmaid long sleeve maxi tulle dress with tonal delicate sequins in taupe blushSGD$166.74","https://www.asos.com/maya-tall/maya-tall-bridesmaid-long-sleeve-maxi-tulle-dress-with-tonal-delicate-sequins-in-taupe-blush/prd/11128527?clr=taupe-blush&colourWayId=16287495&SearchQuery=&cid=21867","Maya Tall Bridesmaid long sleeve maxi tulle dress with tonal delicate sequins in taupe blush","SGD$166.74","Taupe blush","For ultimate squad goalsFully linedSequin-embellished topRound neckLong sleevesZip back with hook-and-eye fasteningRegular fitNo surprises, just a classic cut","1388480","ABOUT ME
            Mid-weight tulleVery fine nettingPerfect marriage material
Lining: 100% Polyester, Shell: 100% Polyester.","Maya Tall","Tall dress"
"1573019172-171","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","Micha Lounge button front crop cardiganSGD$70.40","https://www.asos.com/micha-lounge/micha-lounge-button-front-crop-cardigan/prd/13214184?clr=black&colourWayId=16532963&SearchQuery=&cid=21867","Micha Lounge button front crop cardigan","SGD$70.40","Black","Cosy never looked so good V-neck    Button placketFluted sleevesCropped lengthRegular fitJust select your usual size","1548674","ABOUT ME
            Ribbed knit
For a hint of texture 

Body: 97% Polyester, 3% Elastane.","Micha Lounge","Cardigan"
"1573019605-328","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Curve super soft hooded midi robeSGD$37.98 SGD$48.17","https://www.asos.com/asos-curve/asos-design-curve-super-soft-hooded-midi-robe/prd/12737404?clr=cappucino&colourWayId=16479421&SearchQuery=&cid=21867","ASOS DESIGN Curve super soft hooded midi robe","SGD$37.98","Cappucino","It's officially hibernation season   Hooded neck   Tie waist   Functional pocketsRegular fitJust select your usual size","1509808","ABOUT ME
            Soft, cosy fleeceWarm fabric with a fuzzy texture
Body: 100% Polyester.","null","ASOS DESIGN"
"1573018897-76","https://www.asos.com/women/loungewear/cat/?cid=21867&nlid=ww|clothing|shop+by+product","ASOS DESIGN Curve once upon a dream sleep teeSGD$37.05","https://www.asos.com/asos-curve/asos-design-curve-once-upon-a-dream-sleep-tee/prd/12261843?clr=black&colourWayId=16414069&SearchQuery=&cid=21867","ASOS DESIGN Curve once upon a dream sleep tee","SGD$37.05","Black","Part of our responsible edit     Crew neckDropped shoulders'Once Upon a Dream' slogan printCrescent moon detailOversized fitDesigned to look baggy","1472306","ABOUT ME
            Soft, breathable jersey
We partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals
Main: 100% Cotton.","ASOS DESIGN","pyjamas"
