,brand,title,price,description,colour,material
0,ZALORA BASICS,Basic Midi Side Slit Sheath Dress,S$ 34.90,"- Paneled dress with slit detail
- Unlined
- Round neckline
- Regular fit
- Back zip fastening
- Short sleeves
- Front thigh split
- Polyester blend",Black,97% Polyester 3% Spandex
1,ZALORA BASICS,Basic Keyhole Maxi Dress,S$ 24.90,"- Solid tone keyhole back maxi dress
- Round neckline
- Unlined
- Regular fit
- Rayon blend
- Model wears an S and is 174cm tall",Black,Blend
2,Boohoo,Tie Side Blazer Dress,S$ 52.90,"- Solid shade blazer style mini wrap dress
- Unlined
- Lapel neckline
- Regular fit
- Self tie fastening
- Polyblend
- Model wears a UK 8 and is 180cm tall",Black,Polyester
3,MISSGUIDED,One Shoulder Exaggerated Ruched Bodycon Dress,S$ 42.90,"- Textured one shoulder dress with ruched side
- Asymmetrical neckline
- Unlined
- Slim fit
- Polyblned
- Model wears a UK 8 and is 173cm tall",Black,95% Polyester 5% Elastane
4,FORCAST,Valerie V-Neck Lace Dress,S$ 139.99,"- Monochrome lace dress with cap sleeves
- V neckline
- Lined
- Regular fit
- Zip fastening
- V back
- Cotton blend
- Model wears a size AUS 6 and is 180cm tall",Black,[]
5,Dorothy Perkins,Animal Print Wrap Dress,S$ 139.00,"- Animal print wrap detail contrast side tie midi dress
- Wrap neckline
- Lined
- Slim fit
- Self tie fastening
- Polyester
- Model wears a UK 8 and is 180cm tall",Ivory,Polyester
6,ZALORA,Ruffle Detail Sleeveless Dress,S$ 34.90,"- Sleeveless dress with cascading ruffled detail
- Round neckline
- Unlined
- Regular fit
- Zip fastening
- Polyblend",Mustard,97% Polyester 3% Spandex Woven
7,ZALORA,Plus Size Waterfall Detail 3/4 Sleeves Dress,S$ 44.90,"- Waterfall ruffle shirt dress
- Collared neckline
- Unlined
- Regular fit
- Button fastening
- 3/4 sleeves
- Polyblend",Black,95% Polyester 5% Elastane Woven
8,ZALIA BASICS,Boxy Shirt Dress,S$ 47.90,"- Solid tone maxi shirt dress
- Collar neckline
- Unlined
- Regular fit
- Button fastening
- Polyester",Black,100% Polyester Woven
9,Only CARMAKOMA,Plus Size Tina 3/4 Knee Dress,S$ 59.00,"- Monochrome 3/4 sleeve dress with keyhole back
- Unlined
- Round neckline
- Regular fit
- Viscose blend
- Model wears a size 46 and is 170cm tall",Black,"75% Viscose, 20% Polyester, 5% Elastane"
10,ZALORA BASICS,Basic Asymmetric Tea Dress,S$ 39.90,"- Decorative button detail asymmetrical hem midi dress
- Detachable inner slip
- V-neckline
- Regular fit
- Back zip fastening
- Polyester",Taupe,100% Polyester Woven
11,Cotton On,Woven Cherry Button Front Midi Dress,S$ 44.99,"- Floral print midi button through dress
- V-neckline
- Regular fit
- Button fastening
- Viscose blend
- Model wears an S and is 177cm tall",Issy Ditsy Mineral Red,"60% Viscose, 30% Linen, 10% Cotton"
12,Mango,Paisley Print Dress,S$ 79.90,"- All over print mini dress
- Sizing runs one size larger
- Round neckline
- Regular fit
- Button closure
- Adjustable cord
- Viscose
- Model wears an S and is 173cm tall",Light Beige,100% Viscose
13,ZALORA,Resort Collar Long Sleeve Midi Dress,S$ 44.90,"- Floral printed wrap midi dress
- Unlined
- Lapel neckline
- Regular fit
- Self tie fastening
- Polyester",Navy/Multi,100% Polyester Woven
14,ZALORA BASICS,Basic Swing Dress With Collar,S$ 29.90,"- Solid hue mini shift dress
- Unlined
- Collar neckline
- Regular fit
- Back zip fastening
- Long cuffed sleeves
- Polyester",Forest/White,100% Polyester
15,Dorothy Perkins,Petite Rose Wrap Front Maxi Dress,S$ 109.00,"- Wrap dress with ruffle detail
- Unlined
- V-neckline
- Side zip fastening
- D-ring buckled belt
- Short sleeves
- Flared hem
- Polyester
- Model wears a UK 8 and is 178cm tall",Pink,100% Polyester
16,Goddiva,Bow Back Midi Dress,S$ 112.90,"- Solid-tone plain sleeveless midi dress
- Unlined
- Boat neckline
- Regular fit
- Back zip closure
- Polyblend
- Model wears a UK 8 and is 174cm tall",Lemon,"90% Polyester, 10% Elastane"
17,ZALORA,Bridesmaid Cami Strap Lace Midi Dress,S$ 69.90,"- Solid toned lace midi dress
- Lined
- V neckline
- Regular fit
- Zip with button fastening
- Polyester",Navy,100% Polyester Woven
18,ZALORA BASICS,Basic Denim Fitted Dress,S$ 34.90,"- Sleeveless denim mini dress
- Unlined
- Round neckline
- Regular fit
- Zip fastening
- Cotton blend",Dark Blue,75% Cotton 23% Polyester 2% Spandex
19,CLOSET,Closet Hackney Dress,S$ 130.90,"- Polka dot print sleeveless mini dress
- Unlined
- Boat neckline
- Regular fit
- Back zip closure
- 2 side pockets
- Polyblend
- Model wears a UK 8 and is 174cm tall",Navy,"94% Polyester, 6% Elastane"
20,Dorothy Perkins,Blue Belted Pencil Dress,S$ 99.90,"- Solid-tone plain sleeveless midi dress with buckle belt
- Unlined
- Boat neckline
- Slim fit
- Waist belt fastening
- Polyblend
- Model wears a UK 8 and is 173cm tall",Blue,"96% Polyester, 4% Elastane"
21,ZALORA,V-Slit Neck Shift Dress,S$ 34.90,"- Printed V neck waist tie mini dress
- V-neckline
- Unlined
- Slim fit
- Waist tie fastening
- Polyester",Beige/Multi,100% Polyester Woven
22,Mango,Back Button Dress,S$ 59.90,"- Batwing sleeve straight design mini dress
- Sizing runs one size larger
- Unlined
- Round neckline
- Regular fit
- Back button fastening
- Viscose blend",Black,"90% Viscose, 10% Polyester"
23,ZALORA,Overlap Gathered Neck Dress,S$ 34.90,"- Solid tone gathered neck detail mini dress with snake print waist tie
- Shawl neckline
- Unlined
- Slim fit
- Waist tie fastening
- Polyester",Black/Multi,100% Polyester Woven
24,ZALORA BASICS,Basic Handkerchief Hem Dress,S$ 39.90,"- Solid hue midi dress with asymmetrical hem
- Unlined
- Round neckline
- Regular fit
- Back zip fastening
- 2 front pockets
- Comes with rope belt strap
- Polyester
- Model wears an S and is 173cm tall",Navy,Polyester
25,ZALORA,Sleeveless Shift Dress,S$ 39.90,"- Printed front sleeveless mini dress
- Unlined
- Round neckline
- Regular fit
- Slip on
- Polyester",Dusty Blue/Multi,100% Polyester Woven
26,ZALORA,Flare Sleeves Fit And Flare Dress,S$ 39.90,"- Broderie sleeve tie waist fit and flare mini dress
- Unlined
- V-neckline
- Flared fit
- Front button and tie waist fastening
- Polyblend",Burgundy,80% Polyester 20% Cotton
27,ZALORA BASICS,Basic Zip Neck T-Shirt Dress,S$ 29.90,"- Solid-toned shift tee dress
- Unlined
- Round neckline
- Regular fit
- Front zip fastening
- Short sleeves
- Side hem splits
- Polyester blend",Forest,100% Cotton
28,OVS,Belted Cotton Dress,S$ 52.90,"- Solid tone mini belted shirt dress
- Collar neckline
- Unlined
- Slim fit
- Button and belt fastening
- 2 pocket design
- Cotton
- Model wears a size 40 and is 177cm tall",Black,100% Cotton
29,Megane,Red Romance Evaline One Shoulder Dress,S$ 70.90,"- Floral print contrast trim one shoulder belted midi dress
- Lined
- One shoulder neckline
- Regular fit
- Side zip and waist belt fastening
- Polyester
- Model wears an S and is 175cm tall",White,100% Polyester
30,Dorothy Perkins,Black And Camel Tunic,S$ 59.90,"- Crosshatch printed short sleeve tunic
- Boat neckline
- Regular fit
- Unlined
- Slip on style
- 2 pockets
- Polyblend
- Model wears a UK 8 and is 173cm tall",Black,"96% Polyester, 4% Elastane"
31,Kodz,Printed Waist Strap Fishtail Dress,S$ 64.90,"- Printed wrap waist tie mini dress
- Wrap neckline
- Slim fit
- Waist tie fastening
- Polyblend",Red,Blend
32,MISSGUIDED,Slinky Polka Dot Midi Dress,S$ 77.90,"- Polka dot printed slinky midi dress
- Cowl neckline
- Unlined
- Slim fit
- Polyblend
- Model wears a UK 8 and is 173cm tall",Coral,95% Polyester 5% Elastane
33,Vesper,Eliana Double Strap Bodycon Dress,S$ 99.90,"- Solid tone double strap bodycon mini dress
- Unlined
- V neckline
- Slim fit
- Back zip fastening
- Viscose blend
- Model wears a UK 8 and is 173cm tall",Navy,"70% Viscose, 27% Nylon, 3% Elastane"
34,Mela London,Flower Blossom Maxi Dress,S$ 57.90,"- Floral printed maxi dress
- V neckline
- Unlined
- Regular fit
- Elasticised waist
- Waist tie
- Polyester
- Model wears a UK 8 and is 174cm tall",Black,100% Polyester
35,GAP,Halter Dress,S$ 94.90,"- Solid shade crinkled effect halter midi dress
- Lined
- Halter neckline with split detail
- Regular fit
- Drawcord ties at elasticized waist
- Rayon
- Model wears an S/SHORT and is 174cm tall",Ruby Wine,[]
36,ZALORA BASICS,Basic Midi Straight Shirt Dress,S$ 39.90,"- Rolled sleeve D-ring belted striped midi shirt dress
- Unlined
- Collared neckline
- Regular fit
- Front button and adujstable belt fastening
- Two front pockets
- Cotton",White/Red Large Stripe,100% Cotton
37,Boohoo,Square Neck Tie Side Split Maxi Dress,S$ 40.90,"- Thigh high split maxi dress
- Square neckline
- Slim fit
- Slip on style
- Polyblend
- Model wears a UK 8 and is 175cm tall",Black,95% Polyester 5% Elastane
38,Angeleye,Daisy Mauve Dress,S$ 132.90,"- Solid hue pleated sleeveless dress
- Lined
- Round neckline
- Regular fit
- Button fastening
- Polyester
- Model wears an S and is 170cm tall",Mauve,Polyester
39,Dorothy Perkins,**Black Flutter Sleeve Pencil Dress,S$ 79.90,"- Solid tone bodycon dress
- Unlined
- V neckline
- Slim fit
- Slip on style
- Polyester blend
- Model wears a UK 8 and is 178cm tall",Black,"95% Polyester, 5% Elastane"
40,ZALORA,Cut In Knit Dress,S$ 39.90,"- Blocked dress with cut-out detail
- Unlined
- Round neckline
- Regular fit
- Back zip fastening
- Sleeveless
- Front cut-out
- Polyester blend
- Model wears an S and is 170cm tall",Dusty Pink/Black,95% Polyester 5% Spandex
41,ZALORA,Button Detailed Dress,S$ 39.90,"- Sleeveless belted button detail mini dress
- Unlined
- Square neckline
- Slim fit
- Front button fastening
- Polyblend
- Model wears an S and is 170cm tall",Off White,75% Polyester 25% Cotton
42,ZALORA,Off Shoulder Dress,S$ 44.90,"- Solid-tone plain dress with sash
- Unlined
- Off shoulder neckline
- Regular fit
- Elastic band
- Waist belt fastening
- Polyblend
- Model wears an S and is 170cm tall",Olive,95% Polyester 5% Spandex
43,ZALORA BASICS,Basic Kaftan Tie Dress,S$ 29.90,"- Plain dress with waist tie sash
- Unlined
- V neckline
- Regular fit
- Polyester",Black,100% Polyester
44,Zalia,Side Drape Dress,S$ 54.90,"- Solid tone long sleeve maxi dress
- Lined
- V neckline
- Regular fit
- Back zip closure
- Padded shoulders
- Polyester",Emerald green,100% Polyester Woven
45,MISSGUIDED,Scuba Square Neck Frill Hem Midi Dress,S$ 39.90,"- Solid tone cami midi dress with frill hem detail
- Unlined
- Straight neckline
- Slim fit
- Slip on style
- Polyblend
- Model wears a UK 8 and is 177cm tall",Navy,[]
46,Dorothy Perkins,Maternity Cobalt 3/4 Sleeve Bodycon,S$ 53.90,"- Jersey bodycon dress
- Round neckline
- Unlined
- Slim fit
- Ruched sides
- Viscose blend
- Model wears a UK 8 and is 170cm tall",Blue,[]
47,ZALORA BASICS,Basic Drawstring Kaftan,S$ 39.90,"- Rope print kaftan dress
- V-neckline
- Unlined
- Relaxed fit
- Drawstring fastening
- Polyester
- Model wears an S and is 180cm tall",Navy Rope Prints,Polyester
48,Megane,Best Frenz Hilaire Midi Dress,S$ 80.90,"- Lace up sides midi dress
- Round neckline
- Lined
- Regular fit
- Zip fastening
- Polyester
- Model wears an S and is 173cm tall",Black,Polyester
49,Supre,Tegan Gathered Mini Dress,S$ 30.00,"- Solid tone ribbed ruched front mini dress
- V-neckline
- Unlined
- Slim fit
- Cotton blend
- Model wears an S and is 180cm tall",Ice Blue,Cotton blend
50,Mango,Bow Lapels Dress,S$ 89.90,"- Solid-toned flowy shirt dress
- Sizing runs one size larger
- Notch lapels
- Regular fit
- Front button fastening
- Self-tie waist closure
- 2 chest pockets
- Short sleeves
- Side hem splits
- Viscose blend",Yellow,"90% Viscose, 10% Polyester"
51,Megane,Red Romance Evonna Tulle Dress,S$ 80.90,"- Crochet mesh detail midi dress
- Lined
- Square neckline
- Slim fit
- Side zip fastening
- Polyester
- Model wears an S and is 173cm tall",Black,Polyester
52,House of Harlow 1960,X REVOLVE Parker Dress(Revolve),S$ 307.00,"100% cotton
Hand wash cold
Unlined
Woven textured fabric
Fringe trim",Red,[]
53,CHI CHI LONDON,Anna Marie Dress,S$ 152.90,"- Semi lace off shoulder pleated midi dress
- Unlined
- Off shoulder neckline
- Regular fit
- Back zip fastening
- Polyblend",Black,"95% Polyester, 5% Elastane"
54,Quiz,Jade Green Scuba Crop Double Frill Midi Dress,S$ 56.90,"- Tiered ruffled neckline midi dress with frilled hem
- Unlined
- Bardot neckline
- Slim fit
- Polyblend
- Model wears a UK 8 and is 175cm tall",Jade,"95% Polyester, 5% Elastane"
55,ZALORA,Ring Detail Wrap Dress,S$ 39.90,"- Solid tone sleeveless surplice dress
- Unlined
- Surplice neckline
- Regular fit
- Self tie closure
- Polyester",Olive,100% Polyester Woven
56,ZALORA,Short Sleeves Fit And Flare Dress,S$ 39.90,"- Printed skater dress with front tie
- Unlined
- V-neckline
- Regular fit
- Front button fastening
- Self-tie waist closure
- Short sleeves
- Flared hem
- Polyester",Black/White,100% Polyester
57,Frock and Frill,Mint Embellished Dress,S$ 308.90,"- Beaded and sequined embellished maxi dress with embroidery
- Lined
- Round neckline
- Regular fit
- Back zip fastening
- Polyamide
- Model wears a UK 8 and is 178cm tall",Mint,100% Polyamide
58,ZALORA,Long Sleeves Handkerchief Hem Dress,S$ 44.90,"- Solid tone long sleeve midi dress with side lace detail
- Unlined
- Notched neckline
- Regular fit
- Slip on
- Polyblend
- Model wears an S and is 173cm tall",Dusty Pink,100% Polyester
59,ZALORA,Contrast Panel Sleeveless Dress,S$ 34.90,"- Panelled style mini dress
- Round neckline
- Unlined
- Regular fit
- Zip fastening
- Polyester
- Model wears an S and is 174cm tall",Navy/Multi,100% Polyester Woven
60,Superdry,Oversized Scandi Hoodie Dress,S$ 119.00,"- Hooded dress with emboss print
- Unlined
- Hood neckline
- Regular fit
- Slip-on style
- Hood with drawstring
- Long cuffed sleeves
- Cotton blend
- Model wears a UK 8 and is 176cm tall",Jade,"80% Cotton, 20% Polyester"
61,TOPSHOP,Check Bandeau Mini Dress,S$ 49.90,"- Plaid print tube top dress
- Unlined
- Bandeau neckline
- Slim fit
- Back zip closure
- Elastic band
- Polyblend
- Model wears a UK 8 and is 176cm tall",Black,"83% Polyester, 15% Viscose, 2% Elastane"
62,INDIKAH,Long Puff Sleeve Floral Babydoll Dress,S$ 106.00,"- Floral print tiered mini dress
- Lined
- High neckline
- Regular fit
- Back button closure
- Polyester
- Model wears a size AUS 8 and is 174cm tall",Mocha Print,100% Polyester
63,Its Me,Fresh Lace Stitching Knit Dress,S$ 275.00,"- Trendy V-Neck
- Vertical Stripe Design
- Commuter Long Sleeve
- Personality Contrast Pattern
- Wide Mid-High Waist
- Skirt Lace Stitching
- No Lining","blue,white","Blue Yarn: 66.1% Viscose, 19.9% Polyester Fiber, 14% Nylon; White Yarn: 79.3% Nitrile, 20.7% Polyester Fiber;"
64,NA-KD,Ruffle Mesh Mini Dress,S$ 80.90,"- Floral printed tiered mesh mini dress
- V neckline
- Lined
- Regular fit
- Polyester",Blue,100% Polyester
65,Tussah,Alessa Midi Dress,S$ 128.90,"- Solid tone textured waist sash midi dress
- Lined
- V neckline
- Regular fit
- Waist sash fastening
- Polyester
- Model wears a size AUS 8 and is 174cm tall",Khaki,100% Polyester
66,Majorelle,Junia Mini Dress(Revolve),S$ 314.00,"Self: 100% rayon ground with 100% polyLining: 100% rayon
Hand wash cold
Fully lined
Embroidered fabric
Front loop button closure",White,[]
67,ZALORA,Colorblock Sleeveless Dress,S$ 34.90,"- Two-tone sleeveless mini dress
- Unlined
- Round neckline
- Regular fit
- Back zip closure
- Polyester",Plum/Black,100% Polyester
68,ZALORA BASICS,Basic Ruffle Hem Dress,S$ 24.90,"- Sleeveless swing dress with ruffle detail
- Round neckline
- Unlined
- Regular fit
- Teardrop button fastening
- Polyester",Teal Large Irregular Spot,100% Polyester Woven
69,Zalia,Foliage Sleeves Mermaid Dress,S$ 89.90,"- Solid toned mermaid maxi dress with lace sleeve details
- Lined
- Round neckline
- Regular fit
- Zip fastening
- Polyester
- Model wears an S and is 178cm tall",Maroon,100% Polyester Woven
70,Bardot,Mariah Spliced Dress,S$ 242.90,"- Monochrome toned trim mini dress with crochet sleeves
- Lined
- V neckline
- Regular fit
- Zip fastening
- Polyester",Black,100% Polyester
71,Goddiva,Criss Cross Strap Midi Dress,S$ 68.90,"- Solid-colored strappy dress
- Unlined
- Halter neckline
- Regular fit
- Back zip fastening
- Sleeveless
- Thin shoulder straps
- Polyester blend
- Model wears a UK 8 and is 173cm tall",Lemon,[]
72,Calli,Romy Dress,S$ 90.90,"- Polka dot printed halter neck dress
- Halter neckline
- Unlined
- Regular fit
- Polyester
- Model wears a size AUS 8 and is 175cm tall",Black,100% Polyester
73,ESPRIT,Bow Tie Midi Dress,S$ 119.95,"- Mixed print bow tie midi dress
- Sizing runs one size larger
- High neckline
- Unlined
- Regular fit
- Self tie and zip fastening
- Polyblend
- Model wears an S and is 176cm tall",Black,"71% Polyester, 26% Viscose, 3% Elastane"
74,ZALORA,Pleated Shift Dress,S$ 39.90,"- Shift dress with pleat detail
- Unlined
- Scoop neckline
- Regular fit
- Self-tie waist closure
- Capped sleeves
- Curved hem
- Polyester",Mustard,100% Polyester
75,Something Borrowed,Button Down Ruffles Hem Dress,S$ 39.90,"- Button down short sleeve dress with ruffled hem detail
- V neckline
- Unlined
- Relaxed fit
- Button fastening
- Polyester
- Model wears an S and is 176cm tall",Light Blue,Polyester
76,Something Borrowed,Flare Sleeve Chiffon Dress,S$ 39.90,"- All over printed dress
- Round neckline
- Lined
- Regular fit
- Teardrop button fastening
- Elasticised waist
- Polyester",Black/Multi,100% Polyester
77,ZALORA,Pleated Dress With Fringe Detail,S$ 39.90,"- Knitted sleeveless mini dress
- Unlined
- Round neckline
- Regular fit
- Back zip closure
- Polyblend",Beige,60% Polyester 40% Rayon
78,ZALORA,V-Neck Slit Sleeves Fit And Flare Dress,S$ 34.90,"- All over polka dot print dress with sash
- Unlined
- V neckline
- Regular fit
- Back zip closure
- Waist belt fastening
- Polyester",Off White/Black,100% Polyester
79,NA-KD,Tie Back Broiderie Anglais Midi Dress,S$ 99.90,"- Solid tone button through tie back midi dress
- Scoop neckline
- Unlined
- Regular fit
- Button and self tie fastening
- Cotton
- Model wears an S and is 174cm tall",White,100% Cotton
80,Pomelo,Floral Semi Sheer Ruffle Tier Dress - Pink,S$ 49.00,"- Polyester
- Hits the upper thigh for a mini length
- Rounded crew neckline
- Short sleeves
- Semi-sheer external fabric with opaque lining
- Consists of subtle ruffles",Pink,100% Polyester
81,Pomelo,Open Back Bow Tie Dress - White,S$ 59.00,"- Polyester
- Bold floral print
- Features a wide open back
- Ties with a feminine bow
- Surplice neckline
The Model has height: 171 cm and Bust / Waist / Hips: 76-61-86 cm.
She is wearing a size S.
This item is in Pomelo measurement, please refer to the sizing details to find your size.",White,100% Polyester
82,ZALORA,Mock Neck Midi Dress,S$ 39.90,"- All over print waist sash midi dress
- Unlined
- Lapel collared neckline
- Regular fit
- Side zip and waist sash fastening
- Polyester",Navy/Multi,100% Polyester Woven
83,CLOSET,V-Neck Flared Sleeve Dress,S$ 130.90,"- Monochrome flared midi dress
- V-neckline
- Regular fit
- Back zipper fastening
- Self-tie waist closure
- Long flared sleeves
- Front thigh split
- Polyester blend
- Model wears a UK 8 and is 173cm tall",Navy,"77% Polyester, 17% Viscose, 6% Elastane"
84,Something Borrowed,Evening High Neck Metallic Chiffon Fitted Dress,S$ 42.90,"- Solid tone textured overlay mini dress
- Unlined
- High neckline
- Regular fit
- Back zip fastening
- Polyester",Black,100% Polyester Woven
85,ESPRIT,Woven Mini Dress,S$ 119.95,"- All over check print short sleeve mini dress
- Sizing runs one size larger
- Lined
- Boat neckline
- Regular fit
- Back zip closure
- 2 front pockets
- Polyblend
- Model wears a size 36 and is 174cm tall",Camel,"65% Polyester, 33% Viscose, 2% Elastane"
86,ZALORA BASICS,Basic Contrast Panel Peplum Hem Dress,S$ 34.90,"- Color-blocked dress with frill
- Unlined
- Square neckline
- Regular fit
- Side zip fastening
- Short sleeves
- Ruffled hem
- Polyester blend",Ivory With Taupe Contrast,95% Polyester 5% Spandex Knit
87,Frock and Frill,Henny Strap Top Embellished Mini Dress,S$ 268.90,"- Beaded sleeveless mini dress with cut outs
- Lined
- High neckline
- Slim fit
- Back zip fastening
- Polyester
- Model wears a UK 8 and is 175cm tall",Nude,100% Polyester
88,Something Borrowed,Mock Neck Tiered Midi Dress,S$ 44.90,"- Midi dress with contrasting print
- Unlined
- High neckline
- Regular fit
- Rear zip fastening
- Polyester",Black/Multi,100% Polyester
89,Quiz,Scuba Crepe Vneck Frill Side Midi Dress,S$ 52.90,"- Sleeveless plain midi dress with frill
- Unlined
- V neckline
- Regular fit
- Polyblend",Mint,Polyblend
90,Calli,Shona Shirt Dress,S$ 83.90,"- Check print ruffle shirt dress
- Collared neckline
- Unlined
- Regular fit
- Button fastening
- Cotton blend
- Model wears a size AUS 8 and is 174cm tall",Black Check,"50% Cotton, 50% Polyester"
91,FORCAST,Rowan Belted Dress,S$ 101.90,"- Solid tone cap sleeve mini dress
- Lined
- V neckline
- Regular fit
- Back zip and waist belt fastening
- Polyblend
- Model wears a size AUS 6 and is 180cm tall",Blush,Polyester
92,ZALORA,Short Sleeves Lapel Belted Midi Dress,S$ 39.90,"- Short sleeved shirt dress with square waist belt
- Collared neckline
- Unlined
- Regular fit
- Button fastening
- Waist tie
- Chest pocket
- Polyester",Olive,100% Polyester
93,ZALORA,High Neck Maxi Pocket Knit Midi Dress,S$ 39.90,"- Solid tone sleeveless midi dress with belt detail
- Unlined
- High neckline
- Regular fit
- Back zip closure
- Belt fastening
- 2 side pockets
- Polyblend",Dusty Mint,95% Polyester 5% Elastane Woven
94,ZALORA BASICS,Basic V Neck Cami Midi Dress,S$ 24.90,"- Solid tone plain V neck sleeveless dress
- Unlined
- V neckline
- Regular fit
- Rayon blend",Black,60% Rayon 40% Polyester Woven
95,ZALORA,Elastic Cuff Tie Dye Satin Dress,S$ 39.90,"- Printed elasticated sleeve midi dress
- Unlined
- Round neckline
- Regular fit
- Back zip and button closure
- Polyester",Brown/Multi,100% Polyester
96,Cotton On,Front Pocket Denim Pinafore Dress,S$ 44.99,"- Faded denim pinafore mini dress
- Unlined
- V neckline
- Regular fit
- Slip on style
- 2 front side pockets
- Cotton
- Model wears a size AUS 8 and is 174cm tall",Mid Blue,Cotton
97,Eyescream,V-Neck Stripe Ruffled Dress,S$ 49.90,"- Stripe print sleeveless midi dress with ruffle
- V neckline
- Regular fit
- Zip fastening
- Polyester",Navy,100% Polyester
98,ZALORA,Evening Sweet Heart Neck Long Dress,S$ 59.90,"- Solid shade paneled maxi dress
- Lined
- Sweetheart neckline
- Regular fit
- Back zip fastening
- Sleeveless
- Fishtail hem
- Padded cups
- Adjustable cami straps
- Polyester blend",Dark Plum,95% Polyester 5% Spandex
99,WAREHOUSE,FEARNE DITSY MINI DRESS,S$ 89.00,"- Paisley print mini dress
- Unlined
- High neckline
- Regular fit
- Button fastening
- Viscose
- Model wears a UK 8 and is 173cm tall",Multi,MAIN: 100% Viscose
100,ZALORA,3/4 Sleeves Pleated Playsuit With Overlayed Skirt,S$ 44.90,"- Multi hue print midi dress
- Lined
- Round neckline
- Regular fit
- Button fastening
- Polyester",Grey/Multi,100% Polyester Woven
101,CLOSET,Closet Puff Sleeve Wrap Dress,S$ 137.90,"- Solid-tone surplice maxi dress
- Unlined
- Surplice neckline
- Regular fit
- Back zip closure
- Polyester
- Model wears a UK 8 and is 174cm tall",Orange,100% Polyester
102,Mango,Draped Gown,S$ 139.00,"- Solid tone halter keyhole neck maxi dress
- Halter neckline
- Slim fit
- Self tie fastening
- Polyester",Black,100% Polyester
103,A-IN GIRLS,Flared Sleeve V-Neck Lace Dress,S$ 261.45,"The Latest Korean Fashion Hot Selection
- Easy To Match
- Hot & New
- Temperamental Lady
- The Product Is Manufactured Differently Depending On The Supplier",green,"Lace: 59.5% Nylon, 40.5% Cotton; Lining; 100% Polyester;"
104,ZALORA,Overlap Kimono Sleeves Dress,S$ 34.90,"- Kimono sleeves mini dress with overlap detail
- V neckline
- Unlined
- Regular fit
- Back zip fastening
- Polyblend
- Model wears an S and is 170cm tall",Grey,Blend
105,Miss Selfridge,Ivory Textured Camisole Mini Dress,S$ 69.90,"- Button up mini dress
- V neckline
- Lined
- Regular fit
- Button fastening
- Waist tie
- 2 patch pockets
- Cotton
- Model wears a UK 8 and is 174cm tall",Cream,100% Cotton
106,ZALORA,Tie Detail Sheath Dress,S$ 39.90,"- Bow neck tie detail two tone cap sleeves mini dress
- High neckline
- Unlined
- Slim fit
- Zip and self tie fastening
- Polyester",Olive/Black,100% Polyester Woven
107,ZALORA BASICS,Basic Oversized Shirt Dress,S$ 34.90,"- Buttoned dress with stripe print
- Unlined
- Collar neckline
- Regular fit
- Front button fastening
- 1 chest pocket
- Long buttoned sleeves
- Polyester",Black Modern Stripes,100% Polyester Woven
108,ZALORA BASICS,Striped Jersey Frill Sleeve T-Shirt Dress,S$ 29.90,"- Two tone striped bell-sleeved tee dress 
- Round neckline
- Relaxed fit
- Unlined
- Slip on style
- Rayon",Maroon & White Stripes,100% Rayon Knit
109,Miss Selfridge,Black Ditsy V-Neck Tea Dress,S$ 59.90,"- Floral-printed dress with tie detail
- Unlined
- V-neckline
- Regular fit
- Back zip fastening
- Self-tie waist closure
- Short ruffled sleeves
- Flared hem
- Viscose
- Model wears a UK 8 and is 173cm tall",Black,100% Viscose
110,ZALORA,Cap Sleeves Shift Dress,S$ 39.90,"- Weaved mini dress with pleat details
- Unlined
- Round neckline
- Regular fit
- Back button and zip fastening
- Polyblend",Black/White,70% Polyester 25% Rayon 5% Spandex Woven
111,ZALORA,Flare Hem Dress,S$ 39.90,"- Two toned sleeveless mini dress
- Unlined
- Stand collar v neckline
- Regular fit
- Polyblend
- Model wears an S and is 177cm tall",Off White/Dusty Pink,Blend
112,ONLY,Nova Lux Miranda Dress,S$ 59.00,"- Floral paisley print tie neck textured midi dress
- Unlined
- Notch neckline
- Regular fit
- Front button fastening with elasticated waistband
- Polyblend
- Model wears a size 36 and is 175cm tall",Black,"97% Polyester, 3% Elastane"
113,Chancery,Sandrina Midi Dress,S$ 97.90,"- Floral print peplum cami midi dress
- Unlined
- V neckline
- Regular fit
- Back zip fastening
- Adjustable shoulder straps
- Polyester",Abstract Petals,100% Polyester
114,Superdry,Tamara Carnival Dress,S$ 99.00,"- Multicolour openwork detail mini dress with lace up front
- Scoop neckline
- Lined
- Slim fit
- 2 pocket design
- Viscose
- Model wears a UK 8 and is 173cm tall",White Geo,100% Viscose
115,Mango,Buttoned Printed Dress,S$ 79.90,"- Checked print button front mini dress
- Sizing runs one size larger
- Unlined
- Notch lapel neckline
- Regular fit
- Front button fastening
- Polyblend",Pink,"65% Polyester, 33% Viscose, 2% Elastane"
116,ZALORA,Overlap Fit And Flare Dress,S$ 34.90,"- Mini dress with printed sheer overlay
- Unlined
- V neckline
- Regular fit
- Rear zip fastening
- Polyester",Black/Multi,100% Polyester Woven
117,Tussah,Trinity Mini Dress,S$ 114.90,"- Wrapover dress with buckle detail
- Lined
- V neckline
- Regular fit
- Rear zip fastening
- Self-tie waist closure
- Polyester
- Model wears a size AUS 8 and is 173cm tall",Black,100% Polyester
